"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Human Diseases","Neurodegenerative disease","mmu05022","Pathways of neurodegeneration - multiple diseases","99/1770","481/11190",0.205821205821206,1.30120864019169,2.92699730854526,0.00272374923984167,0.0148955036553841,0.0105085641017862,"11783/12359/18412/12333/17711/12568/14368/641376/14102/22153/12334/227058/19225/75600/21353/66413/74153/12371/14828/26416/20743/18795/19166/66725/18796/50490/12006/13665/333182/17721/18040/226641/18803/50873/19697/19057/67951/22146/12671/329015/22223/12325/11911/22065/16574/57265/20238/212398/26397/16193/22411/22433/56717/69926/17709/18391/26408/105000/19353/18797/19122/12064/66694/69590/26415/17705/56228/23996/327954/232943/11740/14082/17717/13417/56480/17706/22213/71648/17720/21937/67151/26399/59029/13385/140499/67847/12122/19165/84682/214585/11596/22123/16593/216795/26417/17762/23805/26443/22420",99
"Metabolism","Glycan biosynthesis and metabolism","mmu00541","Biosynthesis of various nucleotide sugars","9/1770","21/11190",0.428571428571429,2.70944309927361,3.39870890957011,0.00291504773565454,0.0156964108842937,0.0110735926600208,"109754/94181/72017/230582/12763/12764/74091/227620/107652",9
"Organismal Systems","Endocrine system","mmu04920","Adipocytokine signaling pathway","21/1770","72/11190",0.291666666666667,1.84392655367232,3.11396971137183,0.00300740181029149,0.0158809330675873,0.0112037704127309,"20181/16367/16369/16452/23797/19697/12894/12702/56717/20848/78070/20525/50790/18037/21937/18036/18035/384783/74551/100705/108099",21
"Metabolism","Amino acid metabolism","mmu00330","Arginine and proline metabolism","17/1770","54/11190",0.314814814814815,1.9902699309479,3.16186031419625,0.003040064330081,0.0158809330675873,0.0112037704127309,"67217/110695/109731/11846/11847/242669/18263/67432/56752/14431/69215/14718/12709/209027/228608/20810/212647",17
"Environmental Information Processing","Signal transduction","mmu04071","Sphingolipid signaling pathway","33/1770","131/11190",0.251908396946565,1.59257342476388,2.9571728360723,0.00359613461062888,0.0179913095124416,0.0126926107139875,"74442/52432/26416/226849/18795/20773/18796/94226/23797/19697/18709/20698/170758/54447/230379/26408/19353/18797/13609/14127/26415/208449/20598/18762/14679/14674/21937/51792/12122/26417/11542/241447/19053",33
"Organismal Systems","Endocrine system","mmu04926","Relaxin signaling pathway","33/1770","131/11190",0.251908396946565,1.59257342476388,2.9571728360723,0.00359613461062888,0.0179913095124416,0.0126926107139875,"12827/216148/13618/21813/26416/18795/14696/14701/18796/23797/14681/19697/18747/18709/11911/14697/14205/14709/109689/11513/18797/20418/12826/26415/12825/12829/66066/18762/14679/18035/26417/11515/271849",33
"Human Diseases","Infectious disease: bacterial","mmu05132","Salmonella infection","56/1770","250/11190",0.224,1.41613559322034,2.88438365471968,0.00359826190248832,0.0179913095124416,0.0126926107139875,"71999/22153/17869/17281/22034/22035/216799/26416/16842/15519/17920/16646/100041194/66513/23797/19697/67951/21933/22146/12475/12306/240752/16574/12363/226421/26397/16193/19157/53791/280408/19353/105504/26415/232943/24088/14082/21937/26399/235406/234686/11797/11465/21414/80837/56378/19345/18035/16593/11796/74117/20194/26417/66724/170625/213575/11852",56
"Environmental Information Processing","Signal transduction","mmu04022","cGMP-PKG signaling pathway","41/1770","172/11190",0.238372093023256,1.50699645250296,2.9045213870494,0.00379045606865792,0.0186853468173278,0.0131822440742392,"11554/19735/242202/75600/13618/234889/16367/16369/18795/18796/333329/232975/23797/18159/19057/60596/14886/11911/207728/11928/98660/11513/18797/16533/14672/11607/11932/11740/320207/11936/14679/14674/16337/11933/384783/18160/26417/11542/230103/11515/54195",41
"Metabolism","Lipid metabolism","mmu00564","Glycerophospholipid metabolism","27/1770","102/11190",0.264705882352941,1.67347956131605,2.96179309500655,0.00388431882506193,0.0188821053996066,0.0133210544308602,"50767/74442/11423/56077/53357/110197/104418/217480/67916/214253/225845/210992/380921/64899/52123/231510/208449/233552/333433/27388/104759/74451/320951/67216/18618/192654/66350",27
"Organismal Systems","Excretory system","mmu04960","Aldosterone-regulated sodium reabsorption","13/1770","38/11190",0.342105263157895,2.16280107047279,3.11227281688245,0.00411356762375244,0.0196111953449565,0.0138354169260087,"20393/16367/110784/16000/232975/18709/11928/98660/11932/11936/16337/11933/26417",13
"Human Diseases","Cancer: specific types","mmu05210","Colorectal cancer","24/1770","88/11190",0.272727272727273,1.72419106317411,2.95631498280979,0.00416588633882228,0.0196111953449565,0.0138354169260087,"17869/64143/21813/58801/12371/12575/21808/107986/17685/16842/12006/23797/18709/170758/17688/56717/27015/19353/11839/21414/17686/26417/23805/13874",24
"Organismal Systems","Excretory system","mmu04964","Proximal tubule bicarbonate reclamation","9/1770","22/11190",0.409090909090909,2.58628659476117,3.22821246890586,0.00424927077344152,0.0196111953449565,0.0138354169260087,"11826/232975/11928/98660/11932/11936/27376/11933/74551",9
"Organismal Systems","Immune system","mmu04640","Hematopoietic cell lineage","25/1770","93/11190",0.268817204301075,1.699471478039,2.93606394673334,0.00429750090915918,0.0196111953449565,0.0138354169260087,"16196/16409/16197/16177/16400/16178/16590/13136/12504/22042/12484/17380/12475/17311/12978/16190/14128/16193/12902/12985/13857/14256/12505/16790/12479",25
"Metabolism","Lipid metabolism","mmu01040","Biosynthesis of unsaturated fatty acids","12/1770","34/11190",0.352941176470588,2.23130608175474,3.11679364008585,0.00431446297589042,0.0196111953449565,0.0138354169260087,"170439/54326/20249/26897/15488/76267/20250/329065/66775/70025/113868/56473",12
"Metabolism","Glycan biosynthesis and metabolism","mmu00563","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis","11/1770","30/11190",0.366666666666667,2.3180790960452,3.13347923604693,0.00443690085696843,0.0199091705120378,0.0140456341309089,"327942/433931/67292/55981/239827/110417/54218/70325/228812/230801/225651",11
"Metabolism","Lipid metabolism","mmu00600","Sphingolipid metabolism","17/1770","56/11190",0.303571428571429,1.91918886198547,2.98902795625228,0.00462458549972191,0.0202441504859903,0.0142819576960957,"74442/15211/20773/56336/20698/67916/54447/22234/230379/208449/66190/18010/20598/12091/230101/15212/241447",17
"Environmental Information Processing","Signal transduction","mmu04068","FoxO signaling pathway","33/1770","133/11190",0.24812030075188,1.56862495221104,2.85949866242355,0.00462723439679778,0.0202441504859903,0.0142819576960957,"12359/11920/26558/16197/20393/22035/21813/12575/268697/16367/26416/21808/16369/16000/20656/20620/23797/18709/18099/16193/12053/12444/20848/213393/17246/13609/26415/16337/12795/384783/74551/26417/108099",33
"Human Diseases","Infectious disease: viral","mmu05161","Hepatitis B","39/1770","164/11190",0.23780487804878,1.5034105002067,2.81508827900965,0.00487287296638484,0.0209751182031086,0.0147976449322838,"11783/14102/54721/17869/13654/22034/13555/21813/12371/12575/26416/21808/107986/16452/20849/66513/23797/19697/18709/11911/20852/12447/26401/26397/16193/20848/22631/228607/26415/225471/24088/14082/56489/56480/26399/12122/18035/20846/26417",39
"Metabolism","Metabolism of cofactors and vitamins","mmu00760","Nicotinate and nicotinamide metabolism","14/1770","43/11190",0.325581395348837,2.05833661805282,3.01394878863862,0.00491417055044259,0.0209751182031086,0.0147976449322838,"75387/68346/18115/67725/64384/50721/237868/11761/50773/78914/223646/23959/209558/67993",14
"Human Diseases","Cancer: specific types","mmu05222","Small cell lung cancer","25/1770","94/11190",0.265957446808511,1.68139199423008,2.87564021292016,0.0049954041003198,0.0210649570495413,0.0148610249493957,"12827/11783/17869/19225/22034/16400/22033/13555/16780/12371/12575/20181/107986/12571/23797/19697/18709/12447/66197/27015/12826/12829/11797/18035/11796",25
"Metabolism","Carbohydrate metabolism","mmu00640","Propanoate metabolism","11/1770","31/11190",0.354838709677419,2.24330235101148,3.00470459893459,0.00591104428639248,0.024629351193302,0.01737565387436,"11409/52665/13171/73724/380660/110821/60525/227095/13382/100705/17850",11
"Human Diseases","Cancer: specific types","mmu05212","Pancreatic cancer","21/1770","76/11190",0.276315789473684,1.74687778768956,2.83190031789328,0.00602370185281086,0.0248034782174565,0.0174984979914516,"64143/13555/13866/21813/12371/12575/21808/107986/12571/23797/19697/18709/170758/56717/20848/27015/19353/73341/19765/20846/26417",21
"Organismal Systems","Circulatory system","mmu04261","Adrenergic signaling in cardiomyocytes","37/1770","156/11190",0.237179487179487,1.49945675793133,2.72301806054943,0.00626826913134872,0.025510397627582,0.0179972194921117,"11554/52432/75600/26416/226849/18795/18796/399548/232975/23797/18747/12325/12297/11911/223864/12299/11928/98660/11606/11513/18797/26415/11607/11932/54377/320207/11936/20266/14679/51792/11933/12295/16526/59069/26417/11515/19053",37
"Organismal Systems","Endocrine system","mmu04911","Insulin secretion","23/1770","86/11190",0.267441860465116,1.69077650768624,2.78742940516868,0.00642818372547337,0.0258605092404101,0.0182442182114101,"19339/18795/18796/232975/18747/12671/12325/11911/84036/11928/98660/11513/18797/16533/20525/14672/11932/116838/11936/11517/11933/68667/11515",23
"Organismal Systems","Endocrine system","mmu04928","Parathyroid hormone synthesis, secretion and action","29/1770","116/11190",0.25,1.58050847457627,2.72421962939116,0.00681526834050779,0.0268937992549269,0.0189731894905625,"20393/17389/12575/21943/20181/18577/18795/18796/19228/17387/18747/18578/11911/15200/109689/17388/11513/18797/14672/14462/13115/74499/238871/14679/22337/14674/19227/26417/11515",29
"Human Diseases","Cancer: overview","mmu05205","Proteoglycans in cancer","46/1770","204/11190",0.225490196078431,1.4255566633433,2.65894589421357,0.00688035325074127,0.0268937992549269,0.0189731894905625,"14368/14102/17869/19206/15251/13866/19303/12575/26416/21808/16000/18792/23797/18803/18747/18709/13867/21825/12325/57265/15163/20971/22411/83383/56717/20848/15200/22370/17246/19353/26415/21859/17295/24088/13039/12505/12390/11465/12389/74055/216795/26417/18793/17532/16419/22420",46
"Environmental Information Processing","Signaling molecules and interaction","mmu04081","Hormone signaling","49/1770","220/11190",0.222727272727273,1.40808936825886,2.64984289339825,0.00691554837983834,0.0268937992549269,0.0189731894905625,"11554/22355/58991/21834/16367/14459/16369/18795/14696/16000/14701/18796/16452/19228/14681/18159/18747/18709/18619/14697/21833/14709/223864/14602/20848/12922/11606/11513/18797/14715/84506/14672/13857/11607/17125/18429/66066/53945/14679/14674/56089/16337/14915/19227/384783/18160/230103/22354/11515",49
"Human Diseases","Infectious disease: bacterial","mmu05100","Bacterial invasion of epithelial cells","21/1770","77/11190",0.272727272727273,1.72419106317411,2.76401047925931,0.00707750439453893,0.0272211707482267,0.0192041453818186,"216148/16202/20362/19303/330662/216033/18709/103967/15163/78514/12927/19353/20418/17295/12390/56526/11465/56378/12389/74117/271849",21
"Human Diseases","Immune disease","mmu05323","Rheumatoid arthritis","23/1770","87/11190",0.264367816091954,1.67134229495422,2.7248354697809,0.00746240771161684,0.0283895945550641,0.0200284516124955,"20310/20311/17392/21943/21808/20296/20293/108664/20304/15894/11433/21687/14254/16193/20315/14825/24088/16168/13039/12519/20302/11600/140494",23
"Environmental Information Processing","Signal transduction","mmu04152","AMPK signaling pathway","31/1770","127/11190",0.244094488188976,1.54317362872014,2.66846124404123,0.00761789404776094,0.0284676681651998,0.0200835314242126,"52432/170768/20249/18640/16367/18641/16369/226849/16000/15357/23797/18709/14104/12894/14936/56717/22084/78070/20250/329065/14121/16337/16890/14120/51792/13631/384783/74551/100705/108099/19053",31
NA,NA,"mmu04156","Integrated stress response (ISR) signaling pathway","19/1770","68/11190",0.279411764705882,1.76645064805583,2.74791962331752,0.00769383360558378,0.0284676681651998,0.0200835314242126,"108954/27103/75425/67013/74747/58801/14828/228775/15519/13665/21933/11911/67204/66839/56716/56717/217715/15526/107503",19
"Environmental Information Processing","Signal transduction","mmu04066","HIF-1 signaling pathway","29/1770","117/11190",0.247863247863248,1.56699985513545,2.67239128968925,0.00772693850198282,0.0284676681651998,0.0200835314242126,"18787/170768/15251/13866/12575/18641/16000/17000/22042/23797/18803/19697/18709/21687/12325/14254/26987/16193/112406/56717/20848/20525/21857/212032/11863/16337/11600/26417/15277",29
"Organismal Systems","Immune system","mmu04622","RIG-I-like receptor signaling pathway","20/1770","73/11190",0.273972602739726,1.73206408172742,2.72002906619233,0.00801752165963434,0.0290308170506495,0.0204808248825952,"22034/72512/21353/66641/26416/100038882/27215/19697/67664/26401/228607/26415/14082/56489/56480/225913/18036/15945/18035/16159",20
"Human Diseases","Infectious disease: viral","mmu05164","Influenza A","40/1770","174/11190",0.229885057471264,1.45334112604715,2.61242961433748,0.00804568358260859,0.0290308170506495,0.0204808248825952,"11783/14102/54721/22035/216799/12371/20296/12571/16452/13665/20293/16646/23797/19697/21933/18709/20304/15894/12265/77125/16193/12702/23960/228607/246730/50528/103573/11740/14082/56489/56480/21937/18036/11465/15945/12122/18035/20846/26417/16159",40
"Human Diseases","Infectious disease: viral","mmu05167","Kaposi sarcoma-associated herpesvirus infection","49/1770","222/11190",0.220720720720721,1.39540387845473,2.57935138422461,0.00824991665195048,0.0294639880426803,0.0207864208021493,"20310/14102/54721/17869/19225/75600/15251/13555/17164/12371/12575/26416/16842/14696/20963/12571/14701/12774/16452/23797/18803/19697/19057/18709/15894/14697/14709/16193/54720/56717/20848/19353/18591/57781/26415/14825/14082/56489/66066/56480/320207/15042/21937/26399/21414/12122/18035/20846/26417",49
"Human Diseases","Infectious disease: viral","mmu05160","Hepatitis C","38/1770","164/11190",0.231707317073171,1.46486151302191,2.59952105912244,0.00843170602944616,0.0298090617202642,0.0210298653304194,"11783/14102/19192/54721/17869/52432/22034/13555/12371/12575/20181/12571/13665/23797/19697/18709/15957/12702/23960/20848/22631/228607/12741/246730/20778/12520/14082/56489/56480/21937/51792/15945/12122/18035/20846/22259/26417/19053",38
"Human Diseases","Cancer: overview","mmu05235","PD-L1 expression and PD-1 checkpoint pathway in cancer","23/1770","88/11190",0.261363636363636,1.65234976887519,2.66304224648318,0.00862886912045185,0.0301859269516967,0.0212957383437707,"22034/15251/26416/16452/12504/23797/18803/19697/19057/18709/53314/26397/56717/20848/26415/225471/24088/18037/26399/18036/18035/20846/26417",23
"Environmental Information Processing","Signal transduction","mmu04020","Calcium signaling pathway","55/1770","255/11190",0.215686274509804,1.36357593885012,2.54573181121231,0.0087107960632039,0.0301859269516967,0.0212957383437707,"11554/102093/21425/75600/13618/21390/13866/14062/12372/19882/18795/14183/18796/233011/18803/19057/18747/12671/13867/20698/12325/11541/72469/14254/242443/252972/14205/15465/14180/12373/18436/15558/18212/11513/18797/18591/14672/18049/18211/11607/71785/52163/17295/11740/14680/227541/54635/269717/58861/15466/110094/74055/18439/11515/68279",55
"Human Diseases","Cancer: overview","mmu05230","Central carbon metabolism in cancer","19/1770","69/11190",0.27536231884058,1.74084991402604,2.6757139231978,0.00908173931303547,0.0311628309761021,0.02198493011595,"17869/15251/13866/16590/64384/18641/14183/50721/23797/18709/80879/56717/20525/18211/17295/212032/20539/26417/15277",19
"Organismal Systems","Endocrine system","mmu04918","Thyroid hormone synthesis","20/1770","74/11190",0.27027027027027,1.70865781035273,2.65115419403967,0.00939429292184394,0.0319223545887901,0.0225207631267302,"22130/14828/18795/18796/232975/18747/11911/11928/98660/11513/18797/69590/11932/11936/11933/214593/14782/21819/11515/114479",20
"Environmental Information Processing","Signaling molecules and interaction","mmu04517","IgSF CAM signaling","63/1770","300/11190",0.21,1.32762711864407,2.49335058791653,0.00961433950365704,0.0323559502526919,0.022826658646196,"22153/16409/74144/22034/54725/19303/26416/63955/20743/16490/70584/215449/260299/243743/19649/13821/17528/12506/327814/23797/18846/18803/16485/252966/67951/22146/18709/56513/15894/19294/109711/241568/12927/50791/69524/53321/19353/16494/26415/15896/54698/107449/18858/18845/211401/16728/52118/18857/20563/27218/20411/12519/17886/11465/19876/17974/56378/268902/17756/93742/74117/18186/26417",63
"Organismal Systems","Endocrine system","mmu04925","Aldosterone synthesis and secretion","26/1770","104/11190",0.25,1.58050847457627,2.57806946712821,0.0100428533346123,0.0331653908804957,0.0233977073949097,"75600/18795/18796/232975/18747/12325/11911/207728/11928/98660/11606/11513/18797/11908/20778/14672/18760/11607/52163/11932/227541/16890/11933/18160/11515/20845",26
"Environmental Information Processing","Signal transduction","mmu04630","JAK-STAT signaling pathway","39/1770","171/11190",0.228070175438596,1.44186738031519,2.52392081015801,0.0100443755238073,0.0331653908804957,0.0233977073949097,"16196/54721/17869/16197/213208/16880/12575/18414/16452/11761/20849/12983/23797/12984/18709/18712/20852/16190/57914/229615/216233/16193/12702/12444/56717/20848/12985/12700/18591/18413/13857/12804/16164/56708/16168/19255/20846/16155/16159",39
"Human Diseases","Cancer: specific types","mmu05214","Glioma","20/1770","75/11190",0.266666666666667,1.68587570621469,2.58331958958712,0.0109550540417649,0.0357127366165068,0.0251948232612542,"216148/75600/13555/12575/107986/12571/16000/23797/18803/18709/12325/56717/17246/27015/20418/18591/52163/227541/26417/271849",20
"Metabolism","Glycan biosynthesis and metabolism","mmu00603","Glycosphingolipid biosynthesis - globo and isoglobo series","7/1770","17/11190",0.411764705882353,2.60319042871386,2.86735517315065,0.0110199301559507,0.0357127366165068,0.0251948232612542,"15211/56546/20444/239559/20442/14344/15212",7
"Human Diseases","Drug resistance: antineoplastic","mmu01521","EGFR tyrosine kinase inhibitor resistance","21/1770","80/11190",0.2625,1.65953389830508,2.56614920849111,0.0111697581390711,0.0358661958594026,0.025303086555218,"216148/13866/16000/14183/16452/23797/18803/18709/13867/26987/16193/56717/20848/20418/18591/71785/17295/54635/18015/26417/271849",21
"Organismal Systems","Immune system","mmu04659","Th17 cell differentiation","26/1770","105/11190",0.247619047619048,1.56545601291364,2.52337877723262,0.0113939300424729,0.0362534137715047,0.0255762632362371,"54721/16177/15251/11622/21813/20181/26416/15519/16452/12504/18803/19697/19057/20852/16190/16193/12394/56717/20848/26415/14462/18037/18036/18035/20846/26417",26
"Metabolism","Global and overview maps","mmu01250","Biosynthesis of nucleotide sugars","12/1770","38/11190",0.315789473684211,1.9964317573595,2.66698023510372,0.0115971941760346,0.0364469247423842,0.025712782449614,"94181/14635/14584/56174/12763/12764/234730/66681/212032/227620/107652/15277",12
"Human Diseases","Endocrine and metabolic disease","mmu04934","Cushing syndrome","37/1770","162/11190",0.228395061728395,1.4439213224524,2.46701592444744,0.0116630159175629,0.0364469247423842,0.025712782449614,"14368/11622/13555/12575/16842/18795/12571/215449/18796/12006/18747/12325/11911/57265/12447/22411/218461/12922/11606/11513/18797/20778/213464/14672/11607/12580/11863/14679/21414/16526/19416/216795/26417/11515/23805/20845/22420",37
"Human Diseases","Infectious disease: parasitic","mmu05144","Malaria","18/1770","66/11190",0.272727272727273,1.72419106317411,2.5577109190602,0.0121063920351601,0.0374976744451863,0.0264540712883326,"21808/20296/22329/20293/16640/15894/21825/20339/16193/20344/12985/21826/13349/12520/17295/24088/16159/71683",18
"Organismal Systems","Immune system","mmu04611","Platelet activation","30/1770","126/11190",0.238095238095238,1.50524616626312,2.47223092421491,0.01223965686695,0.0375778938897586,0.0265106649554553,"21390/234889/21391/14062/26416/18795/20963/215449/70839/18796/18441/23797/60596/18747/18709/18436/19395/11513/18797/14127/26415/12825/320207/18762/14679/14674/11465/26417/11515/54195",30
"Organismal Systems","Environmental adaptation","mmu04710","Circadian rhythm","11/1770","34/11190",0.323529411764706,2.04536390827517,2.64611994463969,0.0127045728749296,0.0386660913584814,0.0272783726557143,"18030/104318/18143/18626/217166/12952/12953/12234/20893/108099/18627",11
"Cellular Processes","Cellular community - eukaryotes","mmu04540","Gap junction","22/1770","86/11190",0.255813953488372,1.61726448561293,2.49079283794246,0.0129979910150255,0.0392180763384389,0.0276677901389567,"11554/22153/14609/234889/104318/18795/18796/67951/22146/60596/18747/15558/11513/18797/18591/14672/71785/54635/14679/26417/11515/54195",22
"Cellular Processes","Cell motility","mmu04820","Cytoskeleton in muscle cells","50/1770","233/11190",0.214592274678112,1.35665963482942,2.38475028287758,0.0131429896113622,0.039316635589545,0.0277373222764416,"12827/56642/76441/16400/67399/64009/21393/20743/70435/13405/170947/13717/12345/232975/21825/229665/22793/20971/54132/20650/245026/14119/11928/16651/98660/241226/233199/53867/11717/11603/21826/12826/12825/16480/16906/319565/12829/11932/71409/50876/13003/17886/11465/11933/319480/22352/12835/59069/213019/16419",50
"Metabolism","Glycan biosynthesis and metabolism","mmu00520","Amino sugar and nucleotide sugar metabolism","12/1770","39/11190",0.307692307692308,1.94524119947849,2.56315492416685,0.014398931296716,0.0427086945241576,0.0301303711840915,"15211/14635/14584/56174/234730/66681/212032/245847/227620/15212/107652/15277",12
"Metabolism","Metabolism of cofactors and vitamins","mmu00790","Folate biosynthesis","9/1770","26/11190",0.346153846153846,2.1883963494133,2.62963146589986,0.0147473908874354,0.0433746790806923,0.0306002137328941,"72562/110391/13361/12408/56738/67861/20751/14528/19286",9
"Environmental Information Processing","Signal transduction","mmu04340","Hedgehog signaling pathway","16/1770","58/11190",0.275862068965517,1.74400935125658,2.46242272661797,0.0156068188453356,0.0455198882988956,0.0321136280559529,"19206/19207/104318/59056/17237/230500/18747/12444/74239/109689/14451/68897/14633/16568/12234/57810",16
"Human Diseases","Infectious disease: viral","mmu05168","Herpes simplex virus 1 infection","45/1770","209/11190",0.215311004784689,1.36120347092693,2.28486702986333,0.0169409931202833,0.0490028726619766,0.0345708235487502,"11783/14102/54721/22034/22033/72512/12371/20296/20963/16452/13665/20293/21681/66513/23797/19697/18709/20304/20384/16193/18988/12702/19294/56717/23960/22084/217715/228607/246730/24088/20684/14082/56489/56480/67996/15042/213233/21937/11797/12122/18035/20846/11796/16159/20383",45
