"gene","sample","expr","group"
"Spp1","GSM6285065_Sample4",6.66630327074752,"LLTS"
"Icam1","GSM6285062_Sample1",7.35955694853815,"Control"
"Icam1","GSM6285063_Sample2",7.32377417105401,"Sham"
"Icam1","GSM6285064_Sample3",8.14948476206462,"Sepsis"
"Icam1","GSM6285065_Sample4",7.75459222067292,"LLTS"
"Apoe","GSM6285062_Sample1",13.62240469592,"Control"
"Apoe","GSM6285063_Sample2",13.6126775939354,"Sham"
"Apoe","GSM6285064_Sample3",11.3371436154533,"Sepsis"
"Apoe","GSM6285065_Sample4",11.9979299634021,"LLTS"
"Vegfa","GSM6285062_Sample1",5.81496465504457,"Control"
"Vegfa","GSM6285063_Sample2",5.63615235080099,"Sham"
"Vegfa","GSM6285064_Sample3",6.25619683597347,"Sepsis"
"Vegfa","GSM6285065_Sample4",5.95199251282723,"LLTS"
"Pdgfb","GSM6285062_Sample1",6.29317478407871,"Control"
"Pdgfb","GSM6285063_Sample2",6.48639477507047,"Sham"
"Pdgfb","GSM6285064_Sample3",6.35118347639927,"Sepsis"
"Pdgfb","GSM6285065_Sample4",4.02067314406883,"LLTS"
"Angpt1","GSM6285062_Sample1",3.51383861462388,"Control"
"Angpt1","GSM6285063_Sample2",3.66379858807714,"Sham"
"Angpt1","GSM6285064_Sample3",3.04950838073429,"Sepsis"
"Angpt1","GSM6285065_Sample4",0.823581399152159,"LLTS"
"Il10","GSM6285062_Sample1",2.22363731952127,"Control"
"Il10","GSM6285063_Sample2",3.54288996521336,"Sham"
"Il10","GSM6285064_Sample3",2.98840012270607,"Sepsis"
"Il10","GSM6285065_Sample4",4.65812630582356,"LLTS"
"Ifng","GSM6285062_Sample1",2.89377684957163,"Control"
"Ifng","GSM6285063_Sample2",4.7826973878885,"Sham"
"Ifng","GSM6285064_Sample3",2.14848868783602,"Sepsis"
"Ifng","GSM6285065_Sample4",3.72919576064512,"LLTS"
"Cxcl12","GSM6285062_Sample1",9.00355739189999,"Control"
"Cxcl12","GSM6285063_Sample2",8.31042335090342,"Sham"
"Cxcl12","GSM6285064_Sample3",8.55611849447026,"Sepsis"
"Cxcl12","GSM6285065_Sample4",4.82507394738088,"LLTS"
"Ccl7","GSM6285062_Sample1",8.1940375399031,"Control"
"Ccl7","GSM6285063_Sample2",9.00334240336983,"Sham"
"Ccl7","GSM6285064_Sample3",9.18267231090956,"Sepsis"
"Ccl7","GSM6285065_Sample4",9.67380367602187,"LLTS"
"Il18","GSM6285062_Sample1",3.55988224364768,"Control"
"Il18","GSM6285063_Sample2",3.79702351543172,"Sham"
"Il18","GSM6285064_Sample3",3.19453995322488,"Sepsis"
"Il18","GSM6285065_Sample4",3.23461598936033,"LLTS"
"Nampt","GSM6285062_Sample1",5.79716350613616,"Control"
"Nampt","GSM6285063_Sample2",6.02121081486758,"Sham"
"Nampt","GSM6285064_Sample3",6.66610158522932,"Sepsis"
"Nampt","GSM6285065_Sample4",6.42607882392407,"LLTS"
"Tnfrsf1a","GSM6285062_Sample1",6.47046747734989,"Control"
"Tnfrsf1a","GSM6285063_Sample2",6.5629646991004,"Sham"
"Tnfrsf1a","GSM6285064_Sample3",7.2640741297773,"Sepsis"
"Tnfrsf1a","GSM6285065_Sample4",7.28204071869634,"LLTS"
"Tnfrsf1b","GSM6285062_Sample1",4.3774507617368,"Control"
"Tnfrsf1b","GSM6285063_Sample2",4.61592632045181,"Sham"
"Tnfrsf1b","GSM6285064_Sample3",4.84689815677774,"Sepsis"
"Tnfrsf1b","GSM6285065_Sample4",6.27958531947043,"LLTS"
"Il1r1","GSM6285062_Sample1",5.19293596580283,"Control"
"Il1r1","GSM6285063_Sample2",4.97002560921519,"Sham"
"Il1r1","GSM6285064_Sample3",6.02090680720653,"Sepsis"
"Il1r1","GSM6285065_Sample4",6.82047701391813,"LLTS"
"Il1rap","GSM6285062_Sample1",3.18037493433074,"Control"
"Il1rap","GSM6285063_Sample2",3.4884344956794,"Sham"
"Il1rap","GSM6285064_Sample3",3.63820816106552,"Sepsis"
"Il1rap","GSM6285065_Sample4",3.53756437474822,"LLTS"
"Il6ra","GSM6285062_Sample1",5.38421987488756,"Control"
"Il6ra","GSM6285063_Sample2",5.49909493205707,"Sham"
"Il6ra","GSM6285064_Sample3",5.3869157718172,"Sepsis"
"Il6ra","GSM6285065_Sample4",7.21581263076344,"LLTS"
"Il6st","GSM6285062_Sample1",6.53528382987959,"Control"
"Il6st","GSM6285063_Sample2",6.49967144143844,"Sham"
"Il6st","GSM6285064_Sample3",6.85596213844115,"Sepsis"
"Il6st","GSM6285065_Sample4",6.00565604146076,"LLTS"
"Ccr2","GSM6285062_Sample1",4.207728713548,"Control"
"Ccr2","GSM6285063_Sample2",4.91493277689928,"Sham"
"Ccr2","GSM6285064_Sample3",2.71801090810488,"Sepsis"
"Ccr2","GSM6285065_Sample4",4.10299410085301,"LLTS"
"Ccr1","GSM6285062_Sample1",5.24126127239496,"Control"
"Ccr1","GSM6285063_Sample2",5.8954325406776,"Sham"
"Ccr1","GSM6285064_Sample3",5.84808221968666,"Sepsis"
"Ccr1","GSM6285065_Sample4",6.76198839989584,"LLTS"
"Ccr5","GSM6285062_Sample1",5.52645392747699,"Control"
"Ccr5","GSM6285063_Sample2",6.00694722510875,"Sham"
"Ccr5","GSM6285064_Sample3",4.67527743394428,"Sepsis"
"Ccr5","GSM6285065_Sample4",4.24363331006814,"LLTS"
"Cxcr2","GSM6285062_Sample1",1.37829792599404,"Control"
"Cxcr2","GSM6285063_Sample2",2.46133587009914,"Sham"
"Cxcr2","GSM6285064_Sample3",3.01927777297517,"Sepsis"
"Cxcr2","GSM6285065_Sample4",2.51821641069612,"LLTS"
"Cxcr3","GSM6285062_Sample1",1.12344346243714,"Control"
"Cxcr3","GSM6285063_Sample2",2.092167211703,"Sham"
"Cxcr3","GSM6285064_Sample3",0.290643813557339,"Sepsis"
"Cxcr3","GSM6285065_Sample4",0.580017649544799,"LLTS"
"Csf1r","GSM6285062_Sample1",7.8610219623069,"Control"
"Csf1r","GSM6285063_Sample2",8.30948128042567,"Sham"
"Csf1r","GSM6285064_Sample3",5.92632804963728,"Sepsis"
"Csf1r","GSM6285065_Sample4",6.93533213695884,"LLTS"
"Csf2ra","GSM6285062_Sample1",5.97876898684186,"Control"
"Csf2ra","GSM6285063_Sample2",6.25316666650608,"Sham"
"Csf2ra","GSM6285064_Sample3",6.05595148967568,"Sepsis"
"Csf2ra","GSM6285065_Sample4",6.69772029239424,"LLTS"
"Csf3r","GSM6285062_Sample1",3.64971931027139,"Control"
"Csf3r","GSM6285063_Sample2",4.76448022429978,"Sham"
"Csf3r","GSM6285064_Sample3",4.11208113128447,"Sepsis"
"Csf3r","GSM6285065_Sample4",4.18232744069446,"LLTS"
"Tgfbr1","GSM6285062_Sample1",5.56852420702144,"Control"
"Tgfbr1","GSM6285063_Sample2",5.51607183444352,"Sham"
"Tgfbr1","GSM6285064_Sample3",5.49136610459828,"Sepsis"
"Tgfbr1","GSM6285065_Sample4",5.48085687281069,"LLTS"
"Tgfbr2","GSM6285062_Sample1",6.88869362948663,"Control"
"Tgfbr2","GSM6285063_Sample2",7.0198855252317,"Sham"
"Tgfbr2","GSM6285064_Sample3",7.66668103752319,"Sepsis"
"Tgfbr2","GSM6285065_Sample4",7.20474178892827,"LLTS"
"Cd44","GSM6285062_Sample1",6.63103626481347,"Control"
"Cd44","GSM6285063_Sample2",7.15030504404935,"Sham"
"Cd44","GSM6285064_Sample3",7.44737841801716,"Sepsis"
"Cd44","GSM6285065_Sample4",8.23686496067639,"LLTS"
"Itgav","GSM6285062_Sample1",5.65302140589653,"Control"
"Itgav","GSM6285063_Sample2",5.6727545383259,"Sham"
"Itgav","GSM6285064_Sample3",5.3576153620323,"Sepsis"
"Itgav","GSM6285065_Sample4",4.93115201292127,"LLTS"
"Itgal","GSM6285062_Sample1",3.32070411021154,"Control"
"Itgal","GSM6285063_Sample2",4.07642279104129,"Sham"
"Itgal","GSM6285064_Sample3",3.5308716925148,"Sepsis"
"Itgal","GSM6285065_Sample4",4.56512581857858,"LLTS"
"Itgb2","GSM6285062_Sample1",4.89445664047132,"Control"
"Itgb2","GSM6285063_Sample2",5.68345957617519,"Sham"
"Itgb2","GSM6285064_Sample3",5.87745001148429,"Sepsis"
"Itgb2","GSM6285065_Sample4",7.14490344845191,"LLTS"
"Trem2","GSM6285062_Sample1",6.39655901443334,"Control"
"Trem2","GSM6285063_Sample2",6.35224702147841,"Sham"
"Trem2","GSM6285064_Sample3",4.43422480834694,"Sepsis"
"Trem2","GSM6285065_Sample4",4.58067991339008,"LLTS"
"Ldlr","GSM6285062_Sample1",4.84290820179195,"Control"
"Ldlr","GSM6285063_Sample2",5.03757670612533,"Sham"
"Ldlr","GSM6285064_Sample3",4.81293540194287,"Sepsis"
"Ldlr","GSM6285065_Sample4",5.00465154514736,"LLTS"
"Flt1","GSM6285062_Sample1",7.65721923997155,"Control"
"Flt1","GSM6285063_Sample2",7.60453401078474,"Sham"
"Flt1","GSM6285064_Sample3",8.12369769346635,"Sepsis"
"Flt1","GSM6285065_Sample4",6.48630574535547,"LLTS"
"Kdr","GSM6285062_Sample1",7.86654918094139,"Control"
"Kdr","GSM6285063_Sample2",7.86351096437501,"Sham"
"Kdr","GSM6285064_Sample3",6.94629928149719,"Sepsis"
"Kdr","GSM6285065_Sample4",4.74352020128865,"LLTS"
"Pdgfrb","GSM6285062_Sample1",6.17173232879095,"Control"
"Pdgfrb","GSM6285063_Sample2",5.83255552358253,"Sham"
"Pdgfrb","GSM6285064_Sample3",5.97517998622123,"Sepsis"
"Pdgfrb","GSM6285065_Sample4",4.56177086850757,"LLTS"
"Tek","GSM6285062_Sample1",6.13002502626518,"Control"
"Tek","GSM6285063_Sample2",6.13477150320616,"Sham"
"Tek","GSM6285064_Sample3",6.22772649483306,"Sepsis"
"Tek","GSM6285065_Sample4",3.31386583192014,"LLTS"
"Il10ra","GSM6285062_Sample1",4.79295881326155,"Control"
"Il10ra","GSM6285063_Sample2",5.18662551478455,"Sham"
"Il10ra","GSM6285064_Sample3",4.11064810529301,"Sepsis"
"Il10ra","GSM6285065_Sample4",5.39736896652249,"LLTS"
"Ifngr1","GSM6285062_Sample1",7.33869846418734,"Control"
"Ifngr1","GSM6285063_Sample2",7.43045712265698,"Sham"
"Ifngr1","GSM6285064_Sample3",7.66546154051632,"Sepsis"
"Ifngr1","GSM6285065_Sample4",7.39584988466791,"LLTS"
"Cxcr4","GSM6285062_Sample1",4.99309964296206,"Control"
"Cxcr4","GSM6285063_Sample2",5.90211381027764,"Sham"
"Cxcr4","GSM6285064_Sample3",4.75540861981437,"Sepsis"
"Cxcr4","GSM6285065_Sample4",6.093081115597,"LLTS"
"Il18r1","GSM6285062_Sample1",1.3015352601956,"Control"
"Il18r1","GSM6285063_Sample2",1.78752780589965,"Sham"
"Il18r1","GSM6285064_Sample3",0.768835879985323,"Sepsis"
"Il18r1","GSM6285065_Sample4",1.92761181947613,"LLTS"
"Insr","GSM6285062_Sample1",3.89640677310713,"Control"
"Insr","GSM6285063_Sample2",3.85326876068173,"Sham"
"Insr","GSM6285064_Sample3",4.10201992819934,"Sepsis"
"Insr","GSM6285065_Sample4",3.63868404861974,"LLTS"
