"gene","log2FC","pvalue","padj"
"Asxl3",-0.891556496531891,0.05,0.05
"Dtna",0.430938420519156,0.05,0.05
"Gm15972",-0.16433863215842,0.05,0.05
"Mapre2",-0.464289012192005,0.05,0.05
"Zfp397",-0.0121258958923605,0.05,0.05
"Zfp35",-0.0648747040494286,0.05,0.05
"Zfp24",0.0335124532470035,0.05,0.05
"Ino80c",0.269738094589238,0.05,0.05
"Galnt1",-0.271104033333351,0.05,0.05
"2700062C07Rik",-0.0223506396812287,0.05,0.05
"Rprd1a",-0.0178094572840091,0.05,0.05
"Slc39a6",0.218987616347068,0.05,0.05
"Elp2",-0.0554547812627662,0.05,0.05
"Mocos",0.63322787319657,0.05,0.05
"Fhod3",-0.198284024338757,0.05,0.05
"Tpgs2",-0.484111976706602,0.05,0.05
"AW554918",-0.0999810950384439,0.05,0.05
"Celf4",-0.071020465065406,0.05,0.05
"Gm49980",-0.402277316915455,0.05,0.05
"Pik3c3",-0.00620365306519055,0.05,0.05
"Syt4",0.273400603280222,0.05,0.05
"Slc25a46",-0.0827505182420696,0.05,0.05
"B930094E09Rik",-0.0929596377738859,0.05,0.05
"Sap130",0.169167706671894,0.05,0.05
"Ammecr1l",0.112397160812832,0.05,0.05
"Gm26533",0.0786696050149072,0.05,0.05
"Polr2d",-0.220932776737859,0.05,0.05
"Wdr33",0.0582814696933314,0.05,0.05
"Sft2d3",-0.10894261442527,0.05,0.05
"Lims2",0.868269480430192,0.05,0.05
"Iws1",-0.0281918590642842,0.05,0.05
"Map3k2",0.0474602757127638,0.05,0.05
"Ercc3",-0.00405316037709103,0.05,0.05
"A830052D11Rik",-0.600742426398924,0.05,0.05
"Bin1",-0.880969644668569,0.05,0.05
"Gypc",-0.0361810004376513,0.05,0.05
"Tslp",-1.6345555071568,0.05,0.05
"Wdr36",-0.20827190173542,0.05,0.05
"Camk4",-0.758904099252938,0.05,0.05
"Stard4",-0.620944770857562,0.05,0.05
"Nrep",-2.00973713199686,0.05,0.05
"Epb41l4aos",0.10789500775302,0.05,0.05
"Epb41l4a",-1.03277518004021,0.05,0.05
"Apc",-0.0958746924402201,0.05,0.05
"Srp19",0.148146323134366,0.05,0.05
"Reep5",-0.193035052691325,0.05,0.05
"Pkd2l2",-0.123477464321379,0.05,0.05
"Fam13b",-0.183287879333717,0.05,0.05
"Nme5",-0.318264638373699,0.05,0.05
"4933408B17Rik",0.504370115782854,0.05,0.05
"Brd8",0.099227080511179,0.05,0.05
"Kif20a",-0.784237308822719,0.05,0.05
"Cdc23",-0.038994125843208,0.05,0.05
"Gfra3",-0.504142362464583,0.05,0.05
"Cdc25c",-0.186313258154898,0.05,0.05
"Gm3550",-0.0234247640494204,0.05,0.05
"2010110K18Rik",-0.0883798296566254,0.05,0.05
"Fam53c",0.113304706308638,0.05,0.05
"Kdm3b",0.0278910097437421,0.05,0.05
"Reep2",0.140199718588831,0.05,0.05
"Egr1",-0.630036084555057,0.05,0.05
"Etf1",0.303670493390391,0.05,0.05
"Hspa9",0.338397991069613,0.05,0.05
"Gm36037",-0.0908754337705813,0.05,0.05
"Ctnna1",0.0055559890937884,0.05,0.05
"Lrrtm2",0.189980196929422,0.05,0.05
"Sil1",-0.464095534879559,0.05,0.05
"Gm50149",0.11279937025526,0.05,0.05
"Snhg4",0.487371226808684,0.05,0.05
"Snhg4.1",-0.000545602168194367,0.05,0.05
"Matr3",0.103957778717323,0.05,0.05
"Paip2",-0.0944867876922704,0.05,0.05
"Slc23a1",-0.101114226357134,0.05,0.05
"Mzb1",-1.61550765869756,0.05,0.05
"Prob1",-0.0341847244545875,0.05,0.05
"Spata24",-0.484884375327654,0.05,0.05
"Dnajc18",0.12618652173407,0.05,0.05
"1700066B19Rik",-0.0263202269558835,0.05,0.05
"Ecscr",0.882366375256453,0.05,0.05
"Tmem173",0.166676353521939,0.05,0.05
"Ube2d2a",-0.106122308418747,0.05,0.05
"Cxxc5",-0.198018980556023,0.05,0.05
"Gm29417",0.191268367616548,0.05,0.05
"Gm50399",0.0229490837713296,0.05,0.05
"Nrg2",-0.386224187770242,0.05,0.05
"Pura",-0.0744945332711406,0.05,0.05
"Igip",-0.325595200728543,0.05,0.05
"Cystm1",-0.125225162176228,0.05,0.05
"Pfdn1",0.015832652817239,0.05,0.05
"Hbegf",0.371152902729425,0.05,0.05
"Ankhd1",0.065155693883467,0.05,0.05
"Eif4ebp3",0.0696821892281561,0.05,0.05
"Sra1",0.353022791999575,0.05,0.05
"Apbb3",-0.21110515472753,0.05,0.05
"Slc35a4",0.127072185412848,0.05,0.05
"E230025N22Rik",0.148406485660772,0.05,0.05
"Cd14",0.126956305954536,0.05,0.05
"Tmco6",-0.19246951373418,0.05,0.05
"Ndufa2",0.0553193987124914,0.05,0.05
"Ik",-0.0666098743128041,0.05,0.05
"Wdr55",0.0676946151476971,0.05,0.05
"Dnd1",-0.126300236176176,0.05,0.05
"Hars",0.274204396834132,0.05,0.05
"Hars2",-0.322097263385207,0.05,0.05
"Zmat2",0.00950449374099449,0.05,0.05
"Pcdhac2",-0.363717600639317,0.05,0.05
"Gm10544",-0.103741525167194,0.05,0.05
"Pcdhb2",0.041145331042349,0.05,0.05
"Pcdhb3",0.0317025943689846,0.05,0.05
"Pcdhb4",-0.344360704953876,0.05,0.05
"Pcdhb5",0.0970639211100998,0.05,0.05
"Pcdhb7",0.0947803340633482,0.05,0.05
"Pcdhb9",-0.328751127570375,0.05,0.05
"Pcdhb10",-0.00124378721928653,0.05,0.05
"Pcdhb11",-0.118934339754805,0.05,0.05
"Pcdhb12",0.0626500840095896,0.05,0.05
"Pcdhb13",0.145800738315053,0.05,0.05
"Pcdhb14",-0.0861212108942384,0.05,0.05
"Pcdhb15",0.105831616237392,0.05,0.05
"Pcdhb16",-0.123248199309528,0.05,0.05
"Pcdhb17",-0.304885340206075,0.05,0.05
"Pcdhb18",0.070361446749906,0.05,0.05
"Pcdhb19",-0.275678128712113,0.05,0.05
"Pcdhb20",-0.000113893065493365,0.05,0.05
"Pcdhb21",0.089353519241874,0.05,0.05
"Pcdhb22",0.153772913283946,0.05,0.05
"Slc25a2",0.172468878157389,0.05,0.05
"Taf7",0.0412319456828643,0.05,0.05
"3222401L13Rik",-0.59618110387872,0.05,0.05
"Pcdhga1",-0.14319252386552,0.05,0.05
"Pcdhga2",-0.245091348511285,0.05,0.05
"Pcdhga3",0.147756098439438,0.05,0.05
"Pcdhgb1",0.0447513798045485,0.05,0.05
"Pcdhga4",-0.381227324214997,0.05,0.05
"Pcdhgb2",0.0623507415927462,0.05,0.05
"Pcdhga5",-0.0770797735450384,0.05,0.05
"Pcdhga6",-0.197722259649695,0.05,0.05
"Pcdhga7",-0.130029624674909,0.05,0.05
"Pcdhgb4",-0.122383178804211,0.05,0.05
"Pcdhga8",0.0909228527816688,0.05,0.05
"Pcdhgb5",-0.239201226575275,0.05,0.05
"Pcdhga9",-0.200192765498243,0.05,0.05
"Pcdhgb6",-0.155196057468574,0.05,0.05
"Gm26672",0.0152464143376896,0.05,0.05
"Pcdhga10",0.032715537618055,0.05,0.05
"Pcdhgb7",0.218819342110481,0.05,0.05
"Pcdhga11",0.193222775040772,0.05,0.05
"Pcdhga12",0.0778890030963533,0.05,0.05
"BC037039",0.320890517268111,0.05,0.05
"Pcdhgc3",-0.0562091829217453,0.05,0.05
"Pcdhgc4",0.423296002173589,0.05,0.05
"Pcdhgc5",0.546594416187701,0.05,0.05
"Gm29994",0.506970724285528,0.05,0.05
"Diaph1",0.292930209326843,0.05,0.05
"Hdac3",-0.147140555764997,0.05,0.05
"Rell2",0.295614154567286,0.05,0.05
"Fchsd1",-0.355565080370205,0.05,0.05
"Arap3",-0.0859949673348419,0.05,0.05
"Pcdh1",0.190892742032488,0.05,0.05
"2010320O07Rik",-0.215021083125538,0.05,0.05
"1700086O06Rik",0.0436876604300194,0.05,0.05
"Dele1",-0.18436692455735,0.05,0.05
"Pcdh12",-0.772087639695322,0.05,0.05
"Rnf14",0.28115007140241,0.05,0.05
"Gnpda1",-1.07309562844155,0.05,0.05
"Ndfip1",-0.382926907732864,0.05,0.05
"Spry4",0.118616994766942,0.05,0.05
"9630014M24Rik",-0.0817245715572484,0.05,0.05
"Fgf1",-0.225540197084564,0.05,0.05
"Arhgap26",0.633344145860793,0.05,0.05
"Gm15337",0.11556549515675,0.05,0.05
"Nr3c1",-0.767938246581209,0.05,0.05
"Yipf5",0.166377437918988,0.05,0.05
"Prelid2",-0.797241198546955,0.05,0.05
"Lars",-0.0709214561489873,0.05,0.05
"Gm4013",-0.330919434717806,0.05,0.05
"Rbm27",0.184924979058801,0.05,0.05
"Tcerg1",0.15039091967529,0.05,0.05
"Stk32a",0.171342037150266,0.05,0.05
"Dpysl3",-0.805078645945086,0.05,0.05
"Eif3j2",0.392946588904344,0.05,0.05
"Myot",0.310927293536356,0.05,0.05
"Dcp2",-0.134255813528871,0.05,0.05
"Mcc",-0.123743973285482,0.05,0.05
"Ythdc2",-0.183064243388327,0.05,0.05
"Trim36",-0.602628836664536,0.05,0.05
"Pggt1b",0.0166962533009158,0.05,0.05
"Ccdc112",-0.553129007404731,0.05,0.05
"Fem1c",0.104952467498288,0.05,0.05
"Ticam2",-1.06838566901374,0.05,0.05
"Tmed7",-0.237522992815414,0.05,0.05
"Eif1a",0.205941273565727,0.05,0.05
"Gm3734",0.173618226759525,0.05,0.05
"Cdo1",1.97460770226498,0.05,0.05
"Atg12",0.175522769947928,0.05,0.05
"Ap3s1",0.192411877878889,0.05,0.05
"Lvrn",1.62584267448997,0.05,0.05
"Commd10",-0.380505608743651,0.05,0.05
"Hspe1-rs1",0.130651325120542,0.05,0.05
"Gm49975",-0.507203073361537,0.05,0.05
"Sema6a",-0.589378291829092,0.05,0.05
"Eno1b",0.298023357465294,0.05,0.05
"Dtwd2",-0.245839038191186,0.05,0.05
"Gm16283",-0.134588549888657,0.05,0.05
"Dmxl1",-0.391384014467453,0.05,0.05
"Tnfaip8",-0.571640123795053,0.05,0.05
"C030005K06Rik",-0.39156155998133,0.05,0.05
"Hsd17b4",-0.383376470068725,0.05,0.05
"Prr16",0.421903760342523,0.05,0.05
"Srfbp1",0.15026886233856,0.05,0.05
"Lox",2.13890118824451,0.05,0.05
"Sncaip",-0.289909639937719,0.05,0.05
"Snx2",-0.6650759814747,0.05,0.05
"Snx24",-0.167749552543802,0.05,0.05
"Ppic",-0.136388802203426,0.05,0.05
"Prdm6",0.0367604356693136,0.05,0.05
"Cep120",-0.171005404868088,0.05,0.05
"Csnk1g3",0.0794139710875816,0.05,0.05
"Zfp608",-0.669363704695453,0.05,0.05
"Gm4221",-0.771613888249084,0.05,0.05
"Gramd3",-0.681153247239555,0.05,0.05
"Aldh7a1",-0.752999783322429,0.05,0.05
"Phax",0.0236499975324973,0.05,0.05
"Gm50288",-0.0416782232690401,0.05,0.05
"Lmnb1",-0.245613552893884,0.05,0.05
"March3",0.50844700374944,0.05,0.05
"C330018D20Rik",-0.143514435882867,0.05,0.05
"Megf10",-0.627539230065464,0.05,0.05
"Prrc1",-0.0168658544778735,0.05,0.05
"Ctxn3",0.401649883073854,0.05,0.05
"Slc12a2",-0.040884852600799,0.05,0.05
"Fbn2",-0.198993079480243,0.05,0.05
"Slc27a6",-0.229921026087139,0.05,0.05
"Isoc1",-0.767267925822152,0.05,0.05
"Adamts19",-0.787891157314663,0.05,0.05
"Chsy3",0.437246404552644,0.05,0.05
"Gm4951",-0.445349558118876,0.05,0.05
"Gm4841",0.351200823892892,0.05,0.05
"F830016B08Rik",-0.132080698797697,0.05,0.05
"Iigp1",1.12167193679444,0.05,0.05
"Smim3",0.269598220483414,0.05,0.05
"Dctn4",0.0739213382867376,0.05,0.05
"Rbm22",0.0426426041079395,0.05,0.05
"Synpo",0.242202330287046,0.05,0.05
"Ndst1",-0.101445090878984,0.05,0.05
"Rps14",0.101823123617027,0.05,0.05
"Cd74",-3.55848057025868,0.05,0.05
"Tcof1",-0.18671016689466,0.05,0.05
"Arsi",0.0311234094546524,0.05,0.05
"Camk2a",-0.606604410315888,0.05,0.05
"Pdgfrb",0.142624462638708,0.05,0.05
"Csf1r",-2.38315323078839,0.05,0.05
"Hmgxb3",0.251265314540906,0.05,0.05
"Slc26a2",-0.0533844902915837,0.05,0.05
"Pde6a",-0.267935639160936,0.05,0.05
"Ppargc1b",-0.567701323514276,0.05,0.05
"Arhgef37",0.711311966312355,0.05,0.05
"Csnk1a1",0.130574724265861,0.05,0.05
"Bvht",0.520305401874748,0.05,0.05
"Carmn",0.163630604797491,0.05,0.05
"Pcyox1l",-0.682058795517258,0.05,0.05
"Grpel2",0.0876760224135618,0.05,0.05
"1500015A07Rik",-0.143229769978218,0.05,0.05
"Afap1l1",-0.0167301947936824,0.05,0.05
"Ablim3",0.695468664736019,0.05,0.05
"Sh3tc2",-0.352492343158826,0.05,0.05
"Adrb2",-0.47891443094605,0.05,0.05
"Gm9949",-0.757811820574123,0.05,0.05
"Fbxo38",-0.00299998788565281,0.05,0.05
"Spink10",-0.112680425083307,0.05,0.05
"2700046A07Rik",-0.173811592749697,0.05,0.05
"Apcdd1",-0.262399998929209,0.05,0.05
"Napg",0.127373763973979,0.05,0.05
"Piezo2",-1.38101418585837,0.05,0.05
"Txnl1",0.160375467389683,0.05,0.05
"Wdr7",-0.0202752236109358,0.05,0.05
"Onecut2",0.0205895148945333,0.05,0.05
"Fech",0.103852610727557,0.05,0.05
"Nars",0.00995113834615946,0.05,0.05
"Atp8b1",0.669777537983529,0.05,0.05
"A330084C13Rik",0.612433067668279,0.05,0.05
"Nedd4l",-0.0311107019657904,0.05,0.05
"Alpk2",0.00757614304870824,0.05,0.05
"Gm50228",-0.327772205578957,0.05,0.05
"Malt1",-0.427160959404969,0.05,0.05
"Gm41760",-0.00453568176368591,0.05,0.05
"Zfp532",-0.217294156766671,0.05,0.05
"Gm50115",-0.170952318422435,0.05,0.05
"AC132307.1",-0.258676415796829,0.05,0.05
"Oacyl",-0.0688176462178998,0.05,0.05
"Sec11c",-0.282276037217924,0.05,0.05
"Rax",-0.579970340906044,0.05,0.05
"Lman1",0.128050103503018,0.05,0.05
"Ccbe1",0.101393211148753,0.05,0.05
"Gm50143",0.0856405496042009,0.05,0.05
"Pmaip1",-0.373762732452885,0.05,0.05
"Gnal",0.0351241187775362,0.05,0.05
"Gm50169",-0.199437756502752,0.05,0.05
"Chmp1b",-0.167363869877965,0.05,0.05
"Mppe1",-0.409383277083049,0.05,0.05
"Impa2",-0.709894081489549,0.05,0.05
"Cidea",-0.132420496175608,0.05,0.05
"Tubb6",0.00845904516346163,0.05,0.05
"Afg3l2",-0.128847161162728,0.05,0.05
"Prelid3a",-0.645515511517275,0.05,0.05
"Spire1",-0.546122252427578,0.05,0.05
"Cep76",0.0993512662821798,0.05,0.05
"Psmg2",-0.265228209790615,0.05,0.05
"Ptpn2",0.169265077748743,0.05,0.05
"Gm26910",-0.129569829811408,0.05,0.05
"Seh1l",-0.035734254781536,0.05,0.05
"Cep192",-0.293628543681719,0.05,0.05
"Ldlrad4",-0.384385588486237,0.05,0.05
"Gm41764",-0.476868030543807,0.05,0.05
"Fam210a",0.0215811410472915,0.05,0.05
"Rnmt",0.00637208000645728,0.05,0.05
"Mc5r",0.0591835312373266,0.05,0.05
"Tcf4",-0.25856924218566,0.05,0.05
"Ccdc68",-0.361412750890495,0.05,0.05
"Rab27b",-0.680071028545307,0.05,0.05
"4930503L19Rik",-0.0830647051053686,0.05,0.05
"Stard6",-0.561084264598409,0.05,0.05
"Poli",-0.34945445537797,0.05,0.05
"Mbd2",0.0112731521178766,0.05,0.05
"Mex3c",-0.103536696176687,0.05,0.05
"Smad4",0.0862798687990418,0.05,0.05
"Elac1",-0.298507532210146,0.05,0.05
"Me2",-0.167231580574308,0.05,0.05
"Mapk4",0.0442430646976328,0.05,0.05
"Ska1",-0.9609551038227,0.05,0.05
"Cxxc1",0.104541924966707,0.05,0.05
"Mbd1",1.21769319962515,0.05,0.05
"Cfap53",0.225118668819011,0.05,0.05
"Myo5b",0.277276093815238,0.05,0.05
"Acaa2",0.177153214367093,0.05,0.05
"Lipg",1.63250637393384,0.05,0.05
"Rpl17",0.0913482870661237,0.05,0.05
"BC031181",0.114882273889621,0.05,0.05
"Dym",0.170352277759681,0.05,0.05
"Gm20544",-0.188396818123979,0.05,0.05
"Smad7",-0.0778549879369592,0.05,0.05
"Ctif",0.0269421526948559,0.05,0.05
"Zbtb7c",-0.255880490430779,0.05,0.05
"Smad2",-0.301830475533333,0.05,0.05
"Ier3ip1",-0.110088539360991,0.05,0.05
"Hdhd2",-0.200285033098085,0.05,0.05
"Pias2",0.127464332958759,0.05,0.05
"Rnf165",-0.286283706340761,0.05,0.05
"8030462N17Rik",0.0257049538890977,0.05,0.05
"Haus1",-0.415803975772394,0.05,0.05
"Atp5a1",-0.0316671510320479,0.05,0.05
"Pstpip2",-0.283788159250075,0.05,0.05
"F830208F22Rik",0.359400824302448,0.05,0.05
"Epg5",-0.162546962019194,0.05,0.05
"Slc14a1",-2.78810214060186,0.05,0.05
"Gm6133",0.362766958401569,0.05,0.05
"Setbp1",-0.138720580573403,0.05,0.05
"Pard6g",-0.171935654379454,0.05,0.05
"Adnp2",0.0442540960654614,0.05,0.05
"Rbfa",-0.635953819969245,0.05,0.05
"Gm16286",-0.0712527965366343,0.05,0.05
"Txnl4a",-0.10631056415396,0.05,0.05
"Hsbp1l1",0.131773306549404,0.05,0.05
"Pqlc1",-0.278689079545798,0.05,0.05
"Kcng2",-1.18643182233942,0.05,0.05
"Gm26676",-0.0202690185013444,0.05,0.05
"Ctdp1",0.0221860114031545,0.05,0.05
"Gm50209",-0.112601045698104,0.05,0.05
"Nfatc1",-0.330774890961091,0.05,0.05
"Atp9b",-0.231489893544796,0.05,0.05
"Sall3",0.0856405496042009,0.05,0.05
"B020010K11Rik",0.114299312841389,0.05,0.05
"Mbp",-1.00736256925789,0.05,0.05
"Zfp236",-0.115425221646396,0.05,0.05
"Gm46620",-0.103741525167194,0.05,0.05
"4930445N18Rik",0.0816005470715168,0.05,0.05
"Zfp516",-0.106595698451877,0.05,0.05
"AC142100.1",-0.00124378721928653,0.05,0.05
"Gm31621",-0.121799158131011,0.05,0.05
"Tshz1",0.252591929915646,0.05,0.05
"Zadh2",0.0747403124232009,0.05,0.05
"Zfp407",0.10299200749198,0.05,0.05
"Cndp1",-0.106522242852652,0.05,0.05
"Cndp2",0.364776600606523,0.05,0.05
"Cyb5a",0.240920491893947,0.05,0.05
"Timm21",-0.386853613707299,0.05,0.05
"Socs6",-0.130815353430675,0.05,0.05
"Rttn",-0.0631272021411842,0.05,0.05
"Cd226",-0.996877282101063,0.05,0.05
"Dok6",0.107329009281407,0.05,0.05
"Tmx3",-0.146479332672569,0.05,0.05
"Gm45871",0.120561921358295,0.05,0.05
"Ighmbp2",0.0101010209598966,0.05,0.05
"Mrpl21",0.0621248698295087,0.05,0.05
"Cpt1a",-0.00748212027521067,0.05,0.05
"Tesmin",-0.50769008263816,0.05,0.05
"Gal",-0.320298085086852,0.05,0.05
"Ppp6r3",0.0956560391139192,0.05,0.05
"Lrp5",-0.185095497283236,0.05,0.05
"Gm36608",-0.406855707653532,0.05,0.05
"1810055G02Rik",0.1400152252321,0.05,0.05
"Kmt5b",0.0486134291660703,0.05,0.05
"Chka",0.109226652946179,0.05,0.05
"Tcirg1",0.0616617083661115,0.05,0.05
"Ndufs8",-0.184609546130189,0.05,0.05
"Aldh3b1",0.0893943139603524,0.05,0.05
"Unc93b1",-1.72234989992229,0.05,0.05
"Acy3",0.112662851205316,0.05,0.05
"4833408A19Rik",0.426986581396596,0.05,0.05
"Nudt8",0.317931976765249,0.05,0.05
"Doc2g",-0.361716873280728,0.05,0.05
"Ndufv1",0.16090162320571,0.05,0.05
"Gstp1",-0.239306303601571,0.05,0.05
"Gstp2",-0.42144237690317,0.05,0.05
"Gstp3",-0.773016796383074,0.05,0.05
"Cdk2ap2",0.00427129192754272,0.05,0.05
"Pitpnm1",0.283988234823105,0.05,0.05
"Aip",0.0808245042457667,0.05,0.05
"Tmem134",-0.194820840863472,0.05,0.05
"Cabp4",0.0294475417525625,0.05,0.05
"Gpr152",0.0161518260317483,0.05,0.05
"Coro1b",-0.366961629750604,0.05,0.05
"Ptprcap",-2.00419553991157,0.05,0.05
"Rps6kb2",0.231880369369703,0.05,0.05
"Carns1",-0.385907618418338,0.05,0.05
"Gm17552",0.0126568326471854,0.05,0.05
"Tbc1d10c",-1.33977957487464,0.05,0.05
"Ppp1ca",-0.235445154212637,0.05,0.05
"Rad9a",-0.234724133381646,0.05,0.05
"Gm30082",-0.158074272904191,0.05,0.05
"Clcf1",0.239764968337201,0.05,0.05
"Pold4",-0.058999144849448,0.05,0.05
"Ssh3",-0.0921432259975523,0.05,0.05
"Ankrd13d",-0.549044340328564,0.05,0.05
"Grk2",-0.499587313780459,0.05,0.05
"Kdm2a",0.158625161525524,0.05,0.05
"Rhod",-0.178413226409238,0.05,0.05
"Syt12",1.29967925438266,0.05,0.05
"Pcx",0.346772608111426,0.05,0.05
"Lrfn4",-0.0247421863429327,0.05,0.05
"Rce1",-0.285864576779973,0.05,0.05
"Gm960",-0.000671190395060375,0.05,0.05
"Sptbn2",-0.163654918683414,0.05,0.05
"Rbm4b",0.366553519307113,0.05,0.05
"Rbm4",0.286987166584535,0.05,0.05
"Rbm14",0.215597503505465,0.05,0.05
"Ccs",-0.031130097339048,0.05,0.05
"Ctsf",-0.838878851044942,0.05,0.05
"Actn3",-0.173379925926958,0.05,0.05
"Zdhhc24",0.297010729033115,0.05,0.05
"Bbs1",-0.0862595300490836,0.05,0.05
"Dpp3",0.0803577902047428,0.05,0.05
"Peli3",-0.441121994017494,0.05,0.05
"Mrpl11",-0.0617497680984016,0.05,0.05
"Slc29a2",0.162698835821847,0.05,0.05
"B4gat1",-0.227771370825915,0.05,0.05
"Brms1",0.144175023560779,0.05,0.05
"Rin1",0.672857522259679,0.05,0.05
"Cd248",-0.250611323567226,0.05,0.05
"Tmem151a",0.289842003627247,0.05,0.05
"Yif1a",0.0540897509125582,0.05,0.05
"Cnih2",-0.358808024694111,0.05,0.05
"Rab1b",0.0216692923924171,0.05,0.05
"Klc2",0.134472212742991,0.05,0.05
"Pacs1",-0.515720509675709,0.05,0.05
"Sf3b2",-0.110966501162213,0.05,0.05
"Gm50203",0.111165259604778,0.05,0.05
"Gm42064",-0.286573798940091,0.05,0.05
"Cst6",-1.57408795867398,0.05,0.05
"Banf1",0.0371016095107475,0.05,0.05
"Eif1ad",0.287736634675052,0.05,0.05
"Sart1",0.0690530316278295,0.05,0.05
"D330050I16Rik",-0.0493124433891134,0.05,0.05
"4930481A15Rik",0.154733922731424,0.05,0.05
"Drap1",0.264498994870499,0.05,0.05
"AI837181",0.159545387444139,0.05,0.05
"Fosl1",1.68137964110799,0.05,0.05
"Ccdc85b",-0.318504174374175,0.05,0.05
"Fibp",-0.131829472738554,0.05,0.05
"Ctsw",-1.84360252948482,0.05,0.05
"Efemp2",-0.0606441275855882,0.05,0.05
"Mus81",0.123863937084058,0.05,0.05
"Cfl1",-0.0628779942807558,0.05,0.05
"Snx32",-0.208939370309629,0.05,0.05
"1700020D05Rik",-0.0225393897758359,0.05,0.05
"Ap5b1",0.40948612587442,0.05,0.05
"Rnaseh2c",-0.35070774560636,0.05,0.05
"Kat5",-0.047296510375392,0.05,0.05
"Rela",-0.0302376239242959,0.05,0.05
"Sipa1",-0.407596081095571,0.05,0.05
"Pcnx3",-0.168434347346247,0.05,0.05
"Map3k11",-0.052878229138587,0.05,0.05
"Gm50315",-0.172438790599405,0.05,0.05
"Kcnk7",0.110525558404981,0.05,0.05
"Ehbp1l1",0.0805811596849919,0.05,0.05
"Fam89b",-0.44917085934123,0.05,0.05
"Znrd2",0.0711046095831236,0.05,0.05
"Ltbp3",-0.280088956842175,0.05,0.05
"Scyl1",-0.0745985453571834,0.05,0.05
"Malat1",-0.167957885408475,0.05,0.05
"Neat1",0.619811631188778,0.05,0.05
"Frmd8os",0.268722202677048,0.05,0.05
"Frmd8",-0.175519031320663,0.05,0.05
"Slc25a45",-0.405684340823559,0.05,0.05
"Tigd3",-0.0596870972647441,0.05,0.05
"Dpf2",0.0416935094521911,0.05,0.05
"Gm42067",-0.151498064100281,0.05,0.05
"Cdc42ep2",0.417884216562202,0.05,0.05
"Pola2",0.0345511370511442,0.05,0.05
"Capn1",0.0276324192666104,0.05,0.05
"Gm10814",0.146114515203334,0.05,0.05
"Syvn1",0.406250691942632,0.05,0.05
"Mrpl49",0.13039231618253,0.05,0.05
"Fau",-0.254492833400015,0.05,0.05
"Znhit2",0.0105936196481684,0.05,0.05
"Tm7sf2",-0.0693698492791275,0.05,0.05
"Vps51",-0.516717960321027,0.05,0.05
"Zfpl1",0.00447096901395927,0.05,0.05
"Cdca5",-0.587851246454545,0.05,0.05
"Sac3d1",-0.203205411753208,0.05,0.05
"Snx15",-0.136373245867775,0.05,0.05
"Arl2",0.107971788766702,0.05,0.05
"Batf2",0.369915507439602,0.05,0.05
"Majin",-0.0628304504663073,0.05,0.05
"Ppp2r5b",-0.133158226480064,0.05,0.05
"Atg2a",-0.0233005787229468,0.05,0.05
"Gm14963",-0.0607508260742808,0.05,0.05
"Ehd1",0.913874942021444,0.05,0.05
"Cdc42bpg",-0.199808003505587,0.05,0.05
"Men1",0.244842419624456,0.05,0.05
"Map4k2",0.213208736561045,0.05,0.05
"Gm14966",-0.472210568943487,0.05,0.05
"Sf1",-0.0741876345450203,0.05,0.05
"Pygm",0.100892585649211,0.05,0.05
"Rasgrp2",0.217526229731866,0.05,0.05
"Nrxn2",-0.576305627531482,0.05,0.05
"Gm14964",0.118511606963221,0.05,0.05
"CAAA01066123.1",-0.16461841950057,0.05,0.05
"Rps6ka4",-0.0555732826200709,0.05,0.05
"Ccdc88b",-0.120917763291382,0.05,0.05
"Prdx5",0.488301163960867,0.05,0.05
"Trmt112",-0.236040322322432,0.05,0.05
"Esrra",0.216076290721419,0.05,0.05
"Catsperz",0.0450789066161307,0.05,0.05
"Kcnk4",-0.140931670356032,0.05,0.05
"Gpr137",-0.0188536132597119,0.05,0.05
"Bad",0.123036099148404,0.05,0.05
"Plcb3",-0.435995544579764,0.05,0.05
"Ppp1r14b",0.538011645051188,0.05,0.05
"Fkbp2",-0.151048734586322,0.05,0.05
"Vegfb",-0.723126051423598,0.05,0.05
"Dnajc4",-0.176631736519688,0.05,0.05
"Nudt22",0.196717279995905,0.05,0.05
"Trpt1",0.131731045410775,0.05,0.05
"Fermt3",0.150947709648383,0.05,0.05
"Stip1",0.347708770089181,0.05,0.05
"Macrod1",-0.367400951289611,0.05,0.05
"Flrt1",-0.14831155475226,0.05,0.05
"Otub1",0.0454169589195725,0.05,0.05
"Cox8a",-0.127714763302176,0.05,0.05
"Naa40",-0.138914738400718,0.05,0.05
"Rcor2",-0.27813483234571,0.05,0.05
"Mark2",-0.132761091461616,0.05,0.05
"Gm17227",0.279532487538265,0.05,0.05
"Spindoc",-0.0723786468334069,0.05,0.05
"Gm50232",0.397721183473243,0.05,0.05
"1700105P06Rik",0.0944093211779635,0.05,0.05
"2700081O15Rik",-0.13910657094218,0.05,0.05
"Rtn3",0.10618685939473,0.05,0.05
"Atl3",0.205385050526657,0.05,0.05
"Plaat3",0.191668422174832,0.05,0.05
"9830166K06Rik",0.0908559422736481,0.05,0.05
"Slc3a2",0.395647806027955,0.05,0.05
"Snhg1",0.401784791675104,0.05,0.05
"Wdr74",0.185977212506113,0.05,0.05
"1700092M07Rik",-0.0871878776469815,0.05,0.05
"Stx5a",0.152380594021846,0.05,0.05
"Nxf1",-0.125501508172552,0.05,0.05
