"gene","logFC","AveExpr","t","P.Value","adj.P.Val","B","log2FC","pvalue","padj"
"Tmem59",7.11725943227369,6.9716090430187,238.6524905681,2.96258347890024e-19,1.93627919987033e-16,33.5901434631942,7.11725943227369,2.96258347890024e-19,1.93627919987033e-16
"Septin2",5.92187333220432,5.94415253003598,238.55466427802,2.97413261221676e-19,1.93627919987033e-16,33.5876986376896,5.92187333220432,2.97413261221676e-19,1.93627919987033e-16
"Immt",8.14332291595034,8.02373421508997,238.379765870558,2.99490491758246e-19,1.93627919987033e-16,33.5833230084319,8.14332291595034,2.99490491758246e-19,1.93627919987033e-16
"Atp2a2",11.765843508391,11.5565830577938,237.726012807943,3.07398183343932e-19,1.93627919987033e-16,33.5669142950954,11.765843508391,3.07398183343932e-19,1.93627919987033e-16
"Rps2",10.8828026238583,11.0145614112367,235.810384682551,3.31929709806099e-19,1.98745118176278e-16,33.5183472001233,10.8828026238583,3.31929709806099e-19,1.98745118176278e-16
"Copb2",5.8864666752658,5.79130017720996,235.013785917207,3.42761550779886e-19,1.98745118176278e-16,33.4979351423558,5.8864666752658,3.42761550779886e-19,1.98745118176278e-16
"Eif4g2",7.08732254403151,7.11693649832239,234.544302382717,3.49328041246506e-19,1.98745118176278e-16,33.4858450923907,7.08732254403151,3.49328041246506e-19,1.98745118176278e-16
"Gatd3a",8.06517850494091,7.98392597229925,233.386934800751,3.66117605925253e-19,2.01169875444469e-16,33.4558492114524,8.06517850494091,3.66117605925253e-19,2.01169875444469e-16
"Phyh",9.07586437861668,9.04416103518447,232.161158368559,3.8487819755835e-19,2.01169875444469e-16,33.4237803256311,9.07586437861668,3.8487819755835e-19,2.01169875444469e-16
"Rpl8",9.03751729491463,9.19054186124697,230.897125415883,4.05343905838976e-19,2.01169875444469e-16,33.3903834061836,9.03751729491463,4.05343905838976e-19,2.01169875444469e-16
"Rpl13",9.39585966705969,9.57645752980812,230.55894636629,4.11021237869737e-19,2.01169875444469e-16,33.3813915475451,9.39585966705969,4.11021237869737e-19,2.01169875444469e-16
"Ociad1",7.0082937492693,7.07659098346838,230.413245167251,4.13494306907479e-19,2.01169875444469e-16,33.3775100506559,7.0082937492693,4.13494306907479e-19,2.01169875444469e-16
"Sh3glb1",6.93924069778808,7.00425386310519,229.917851987219,4.2202672741653e-19,2.01169875444469e-16,33.3642790902058,6.93924069778808,4.2202672741653e-19,2.01169875444469e-16
"Gnas",9.07214546864224,9.01147855125695,228.311812708919,4.51054846032769e-19,2.09348797881051e-16,33.3210249482125,9.07214546864224,4.51054846032769e-19,2.09348797881051e-16
"Serbp1",5.6595846795408,5.72421181547916,225.695178120422,5.03193791446335e-19,2.24172997105539e-16,33.2493557879098,5.6595846795408,5.03193791446335e-19,2.24172997105539e-16
"Naca",8.19689529739118,8.15576313539522,225.449790603684,5.08415256802265e-19,2.24172997105539e-16,33.2425574076411,8.19689529739118,5.08415256802265e-19,2.24172997105539e-16
"Uqcrc1",9.89708056021266,9.80958816013596,222.857629887895,5.67385563016051e-19,2.44072662802783e-16,33.169918324195,9.89708056021266,5.67385563016051e-19,2.44072662802783e-16
"Vdac1",9.44188029355568,9.30487676169875,221.751771216681,5.94811792026933e-19,2.49778466094739e-16,33.138464944066,9.44188029355568,5.94811792026933e-19,2.49778466094739e-16
"Arl8b",5.22031885911988,5.19703085261869,218.965485607751,6.70641701689833e-19,2.73949998524502e-16,33.0579573045142,5.22031885911988,6.70641701689833e-19,2.73949998524502e-16
"Sdha",9.55104214747307,9.44062798166396,217.938454053868,7.01239153330454e-19,2.73949998524502e-16,33.0278197474283,9.55104214747307,7.01239153330454e-19,2.73949998524502e-16
"Atp6ap1",6.14897603470651,6.10325261076852,217.653823506875,7.09989697588467e-19,2.73949998524502e-16,33.0194227689788,6.14897603470651,7.09989697588467e-19,2.73949998524502e-16
"Mesd",4.34055348618346,4.27088074758243,217.508511156313,7.14503596537228e-19,2.73949998524502e-16,33.0151283469422,4.34055348618346,7.14503596537228e-19,2.73949998524502e-16
"Mrpl9",6.14858846204116,6.09046921239058,216.127443389605,7.59023917957924e-19,2.82314716193298e-16,32.9740584413981,6.14858846204116,7.59023917957924e-19,2.82314716193298e-16
"Rhoa",7.68619191476589,7.67185613049198,215.555571841511,7.78349411448387e-19,2.82314716193298e-16,32.9569160874413,7.68619191476589,7.78349411448387e-19,2.82314716193298e-16
"Eef1d",7.45424582096838,7.39246317763824,214.702111323118,8.08210130808395e-19,2.82314716193298e-16,32.9311831128955,7.45424582096838,8.08210130808395e-19,2.82314716193298e-16
"Psmd8",6.33332383992624,6.37223970841269,214.310377972371,8.22338202066613e-19,2.82314716193298e-16,32.9193114070064,6.33332383992624,8.22338202066613e-19,2.82314716193298e-16
"Idh3g",8.66459130178087,8.63142736564034,214.247988212534,8.24613420345022e-19,2.82314716193298e-16,32.9174171237708,8.66459130178087,8.24613420345022e-19,2.82314716193298e-16
"Atp6v1b2",5.38336494680548,5.61215385831379,214.036934842121,8.32361809947923e-19,2.82314716193298e-16,32.9110019056655,5.38336494680548,8.32361809947923e-19,2.82314716193298e-16
"Pcp4l1",7.28379307723152,6.92987075232057,212.784119278045,8.80046174453469e-19,2.92856120355393e-16,32.8726911476013,7.28379307723152,8.80046174453469e-19,2.92856120355393e-16
"Got1",9.25260631342772,9.20110141459665,211.305631022817,9.40244101733713e-19,2.98215317697776e-16,32.8269678755177,9.25260631342772,9.40244101733713e-19,2.98215317697776e-16
"Lmod2",8.33997515440769,8.31918861866311,211.292051478144,9.40817686990654e-19,2.98215317697776e-16,32.8265453276644,8.33997515440769,9.40817686990654e-19,2.98215317697776e-16
"Micu2",5.81906346826511,5.68328167408508,210.964484030906,9.54771649568799e-19,2.98215317697776e-16,32.8163381952599,5.81906346826511,9.54771649568799e-19,2.98215317697776e-16
"Calu",7.12696023663011,7.04313468760857,210.426356111428,9.78194514561586e-19,2.98215317697776e-16,32.7995097786982,7.12696023663011,9.78194514561586e-19,2.98215317697776e-16
"Prkar1a",7.44966598419108,7.35276050222442,210.356640823161,9.81275177245354e-19,2.98215317697776e-16,32.7973241437346,7.44966598419108,9.81275177245354e-19,2.98215317697776e-16
"Etfb",10.3255828914344,10.1816857660729,209.234835744699,1.03235072406618e-18,2.98215317697776e-16,32.7619804191863,10.3255828914344,1.03235072406618e-18,2.98215317697776e-16
"Lamp1",7.8090320038487,7.6934010080478,208.898571276633,1.04822803541853e-18,2.98215317697776e-16,32.7513218050161,7.8090320038487,1.04822803541853e-18,2.98215317697776e-16
"Csde1",7.57439611307355,7.48335362497159,208.252047791286,1.07951871572492e-18,2.98215317697776e-16,32.7307450257119,7.57439611307355,1.07951871572492e-18,2.98215317697776e-16
"Coq2",6.07476442818304,6.06942526223957,208.207259591891,1.08172432623123e-18,2.98215317697776e-16,32.7293154595719,6.07476442818304,1.08172432623123e-18,2.98215317697776e-16
"Aldh2",6.98159963745494,6.81056306221687,208.043820188154,1.08981531159062e-18,2.98215317697776e-16,32.724094220043,6.98159963745494,1.08981531159062e-18,2.98215317697776e-16
"Hadh",8.97643972804947,8.78103968721507,207.169236652045,1.13426381599423e-18,2.98215317697776e-16,32.6960336952111,8.97643972804947,1.13426381599423e-18,2.98215317697776e-16
"Pebp1",8.37196934144906,8.34376783838973,206.527414069232,1.1681575913699e-18,2.98215317697776e-16,32.675310625075,8.37196934144906,1.1681575913699e-18,2.98215317697776e-16
"Tfb2m",5.28409210387938,5.23601368261141,206.490035942708,1.17016569655819e-18,2.98215317697776e-16,32.6741003417358,5.28409210387938,1.17016569655819e-18,2.98215317697776e-16
"Mrfap1",7.87761847253667,7.78774878526528,206.369623851683,1.17666071414014e-18,2.98215317697776e-16,32.6701988941247,7.87761847253667,1.17666071414014e-18,2.98215317697776e-16
"Ddx47",5.0387116154412,5.02009949215038,206.200479613591,1.18585174201091e-18,2.98215317697776e-16,32.6647118541691,5.0387116154412,1.18585174201091e-18,2.98215317697776e-16
"Cd81",7.85961198808305,7.26179768889615,206.136492805316,1.18934934758131e-18,2.98215317697776e-16,32.6626340992895,7.85961198808305,1.18934934758131e-18,2.98215317697776e-16
"Cdc37",6.96607935736738,6.7460532691054,206.041117174432,1.19458389268545e-18,2.98215317697776e-16,32.6595350355931,6.96607935736738,1.19458389268545e-18,2.98215317697776e-16
"Myoz2",9.84137797585443,9.82683331891549,205.933806936041,1.20050391543585e-18,2.98215317697776e-16,32.6560452226637,9.84137797585443,1.20050391543585e-18,2.98215317697776e-16
"Sec13",5.77801650025,5.85865038208071,205.173162836319,1.24340815094748e-18,3.0375652560238e-16,32.6312184757896,5.77801650025,1.24340815094748e-18,3.0375652560238e-16
"Atp6v0c",7.62052678302551,7.72358966638222,204.804524503685,1.26480877863677e-18,3.0375652560238e-16,32.6191294456849,7.62052678302551,1.26480877863677e-18,3.0375652560238e-16
"Got2",9.06301799196081,9.04942982630795,204.640207565481,1.27447881695164e-18,3.0375652560238e-16,32.6137288321355,9.06301799196081,1.27447881695164e-18,3.0375652560238e-16
"Chtop",5.61060261491381,5.75320364243915,204.290336851276,1.2953420962366e-18,3.04226901930181e-16,32.6022047886363,5.61060261491381,1.2953420962366e-18,3.04226901930181e-16
"Samm50",6.83389474008758,6.71722325879084,203.759813667016,1.32770185855845e-18,3.04226901930181e-16,32.5846657228699,6.83389474008758,1.32770185855845e-18,3.04226901930181e-16
"Chchd3",8.58294042846811,8.44713038022096,203.693299615783,1.33182159748998e-18,3.04226901930181e-16,32.5824612535217,8.58294042846811,1.33182159748998e-18,3.04226901930181e-16
"Myl3",13.0421108220341,12.9014616605366,203.47487891232,1.34544981292477e-18,3.04226901930181e-16,32.5752134813841,13.0421108220341,1.34544981292477e-18,3.04226901930181e-16
"Eif5a",8.33779825620393,8.55711063552585,200.590836910989,1.54062763240473e-18,3.43949994338256e-16,32.4782521216801,8.33779825620393,1.54062763240473e-18,3.43949994338256e-16
"Pink1",8.44492024052703,8.40244777635645,200.016194366723,1.583144311543e-18,3.49023952783548e-16,32.4586487907234,8.44492024052703,1.583144311543e-18,3.49023952783548e-16
"Rpl28",10.0543272614176,10.0998515898134,199.164436413805,1.64856990324248e-18,3.5896083189491e-16,32.4294157247802,10.0543272614176,1.64856990324248e-18,3.5896083189491e-16
"Eif4a3",5.62282944337225,5.75993860347324,197.249470628852,1.80685432709092e-18,3.88627923986616e-16,32.3629146045794,5.62282944337225,1.80685432709092e-18,3.88627923986616e-16
"Cct8",6.28874488591608,6.36851938188794,196.844694219964,1.84242010554345e-18,3.91503173511685e-16,32.3487184677136,6.28874488591608,1.84242010554345e-18,3.91503173511685e-16
"Psmc3",7.79746118806602,7.83257269828696,195.827261781157,1.93528262175147e-18,4.06340233331319e-16,32.3128180273809,7.79746118806602,1.93528262175147e-18,4.06340233331319e-16
"Acaa2",9.85184909956541,9.77492516599833,195.036341046721,2.0110480393091e-18,4.17053444830299e-16,32.2846933981558,9.85184909956541,2.0110480393091e-18,4.17053444830299e-16
"Cryab",11.142696406124,11.30979185104,194.419887031568,2.07237565283136e-18,4.17053444830299e-16,32.2626400592985,11.142696406124,2.07237565283136e-18,4.17053444830299e-16
"Ddx5",7.95994045829324,8.0674045955722,193.908488116333,2.12482246515608e-18,4.17053444830299e-16,32.2442562174992,7.95994045829324,2.12482246515608e-18,4.17053444830299e-16
"Cct4",6.51289217325506,6.54585436323458,193.902259480097,2.1254702234775e-18,4.17053444830299e-16,32.244031811161,6.51289217325506,2.1254702234775e-18,4.17053444830299e-16
"Rplp0",9.34892177347485,9.5691917580437,193.882941234925,2.1274806481361e-18,4.17053444830299e-16,32.2433357337785,9.34892177347485,2.1274806481361e-18,4.17053444830299e-16
"Ckmt2",11.0568275842167,10.9553498961703,193.876171773402,2.12818563444616e-18,4.17053444830299e-16,32.2430917883514,11.0568275842167,2.12818563444616e-18,4.17053444830299e-16
"Rpl29",8.86538787086165,8.98274953760679,192.707640476951,2.25383900694893e-18,4.3490640379957e-16,32.2007687087623,8.86538787086165,2.25383900694893e-18,4.3490640379957e-16
"Tpm1",13.4631118864308,13.3707825752498,192.575067387034,2.26860515674777e-18,4.3490640379957e-16,32.1959400704174,13.4631118864308,2.26860515674777e-18,4.3490640379957e-16
"Rpl4",9.01744581388068,9.16710250778696,191.674864790947,2.37174480187696e-18,4.46824117105683e-16,32.1630059361008,9.01744581388068,2.37174480187696e-18,4.46824117105683e-16
"Etfdh",8.86203644589936,8.70657788910835,191.592473672449,2.381440551564e-18,4.46824117105683e-16,32.1599788237568,8.86203644589936,2.381440551564e-18,4.46824117105683e-16
"Ube2d3",7.34917368420118,7.56200886451683,190.718159943147,2.48707317123218e-18,4.61731679168652e-16,32.1277225763395,7.34917368420118,2.48707317123218e-18,4.61731679168652e-16
"Dazap2",7.09068502255551,7.18140333624603,190.057473605921,2.57033241531467e-18,4.72218258426092e-16,32.1031851471792,7.09068502255551,2.57033241531467e-18,4.72218258426092e-16
"Arpc2",6.83754357027372,6.98666577271622,189.424723632626,2.6529678826486e-18,4.82375201507973e-16,32.0795529913616,6.83754357027372,2.6529678826486e-18,4.82375201507973e-16
"Ei24",5.7185733157525,5.63746184773265,188.785298848675,2.73946876479389e-18,4.93020516374183e-16,32.0555391329274,5.7185733157525,2.73946876479389e-18,4.93020516374183e-16
"Pgm1",7.07293090349224,6.90845605683695,188.214338872168,2.81934778496501e-18,5.02271079630584e-16,32.0339832339148,7.07293090349224,2.81934778496501e-18,5.02271079630584e-16
"Gapdh",12.0641636189892,12.0362069559685,187.557142191041,2.91449418580801e-18,5.10472272979205e-16,32.0090383620527,12.0641636189892,2.91449418580801e-18,5.10472272979205e-16
"Rbbp4",4.90709176995579,4.86420814798182,187.497728806828,2.92326923915063e-18,5.10472272979205e-16,32.0067761785021,4.90709176995579,2.92326923915063e-18,5.10472272979205e-16
"Fh1",8.37391166954852,8.28047117775479,186.887594013921,3.01509258939184e-18,5.18924319922432e-16,31.9834770176903,8.37391166954852,3.01509258939184e-18,5.18924319922432e-16
"Rplp2",10.3328643237362,10.4050811012964,186.787129524355,3.03051567454842e-18,5.18924319922432e-16,31.9796286571182,10.3328643237362,3.03051567454842e-18,5.18924319922432e-16
"Hadha",9.44199744256673,9.31913091851453,186.365771391376,3.09615829620406e-18,5.24683275846186e-16,31.9634513403026,9.44199744256673,3.09615829620406e-18,5.24683275846186e-16
"Ctsb",8.47603347719599,8.50571097234739,186.192253084129,3.12364596948741e-18,5.24683275846186e-16,31.9567720332957,8.47603347719599,3.12364596948741e-18,5.24683275846186e-16
"Slc25a4",12.2706477226679,12.1571480692192,185.571924822555,3.2241429075867e-18,5.36454796802892e-16,31.9328102431563,12.2706477226679,3.2241429075867e-18,5.36454796802892e-16
"Rack1",8.37116426933654,8.55817267897466,185.235129997057,3.28019886752142e-18,5.38093442005274e-16,31.9197459368147,8.37116426933654,3.28019886752142e-18,5.38093442005274e-16
"St13",6.32941790735734,6.16867714534318,185.14720367422,3.29501002078412e-18,5.38093442005274e-16,31.9163289000298,6.32941790735734,3.29501002078412e-18,5.38093442005274e-16
"Pitpna",5.18768896244571,5.22845621762529,184.610102053241,3.38710532810498e-18,5.48058501576032e-16,31.8953983567561,5.18768896244571,3.38710532810498e-18,5.48058501576032e-16
"Rpl7a",9.61296437318423,9.7902695561955,184.322721809842,3.43754739634947e-18,5.51163849358323e-16,31.8841586379051,9.61296437318423,3.43754739634947e-18,5.51163849358323e-16
"Popdc2",8.16324389733399,8.42908007090297,183.454669209795,3.59502294971398e-18,5.71219997874825e-16,31.8500349766157,8.16324389733399,3.59502294971398e-18,5.71219997874825e-16
"Oat",7.37182956224165,7.2933275477157,183.256619061244,3.63205854070009e-18,5.71951932877924e-16,31.8422128411548,7.37182956224165,3.63205854070009e-18,5.71951932877924e-16
"Gstm1",7.72593192684423,7.45662269958282,183.035224383001,3.67395959041424e-18,5.73430312355185e-16,31.833452490863,7.72593192684423,3.67395959041424e-18,5.73430312355185e-16
"Vti1b",6.47513574452909,6.50404315701518,182.751331943732,3.72847275523694e-18,5.74928145177566e-16,31.822194071012,6.47513574452909,3.72847275523694e-18,5.74928145177566e-16
"Ndfip1",7.01020247757555,7.03997759273429,182.352485216436,3.80657590429652e-18,5.74928145177566e-16,31.8063290573379,7.01020247757555,3.80657590429652e-18,5.74928145177566e-16
"Snx17",5.35708258836079,5.34912605333348,182.339287346552,3.80919107147805e-18,5.74928145177566e-16,31.8058031254124,5.35708258836079,3.80919107147805e-18,5.74928145177566e-16
"Nipsnap2",8.8391677403189,8.75504969380285,182.248268682327,3.82728064993561e-18,5.74928145177566e-16,31.8021743805146,8.8391677403189,3.82728064993561e-18,5.74928145177566e-16
"Capzb",7.44891117711511,7.47517436835002,182.151858485828,3.84654539496245e-18,5.74928145177566e-16,31.7983274955295,7.44891117711511,3.84654539496245e-18,5.74928145177566e-16
"Rpl6",8.85538295181699,8.99408619683425,181.508772536554,3.97782250246922e-18,5.88532114689014e-16,31.7725833658279,8.85538295181699,3.97782250246922e-18,5.88532114689014e-16
"Mrpl54",6.95218848055662,6.96748198775135,181.381907279625,4.00430083135917e-18,5.88532114689014e-16,31.7674873190219,6.95218848055662,4.00430083135917e-18,5.88532114689014e-16
"Lap3",5.32769408597022,5.35643134021041,180.978858824162,4.08972310379087e-18,5.96119391583137e-16,31.7512591604825,5.32769408597022,4.08972310379087e-18,5.96119391583137e-16
"Rpsa",8.6030000446574,8.79153422265532,180.785419427076,4.13143449249083e-18,5.97263197902137e-16,31.7434499558824,8.6030000446574,4.13143449249083e-18,5.97263197902137e-16
"Stoml2",5.68628621442149,5.59210506984986,180.485553625032,4.19702720354785e-18,6.01812754381898e-16,31.7313177225173,5.68628621442149,4.19702720354785e-18,6.01812754381898e-16
"Eef1g",7.96854454870128,8.03961504070508,180.143547071104,4.27324649340566e-18,6.04871651197924e-16,31.7174409737013,7.96854454870128,4.27324649340566e-18,6.04871651197924e-16
"Eci1",8.72092295243035,8.55618481094172,180.082768121894,4.28695109144075e-18,6.04871651197924e-16,31.7149704753214,8.72092295243035,4.28695109144075e-18,6.04871651197924e-16
"Slc25a20",7.8080657887679,7.71353543636082,179.805350964554,4.35012383609806e-18,6.08913762676678e-16,31.7036772329231,7.8080657887679,4.35012383609806e-18,6.08913762676678e-16
"Vamp3",5.70607466640487,5.58751520643478,177.816014875477,4.83446251723099e-18,6.67197149252706e-16,31.6218702360798,5.70607466640487,4.83446251723099e-18,6.67197149252706e-16
"Ndrg2",9.6721071880567,9.68835247096565,177.786190146441,4.84216335569237e-18,6.67197149252706e-16,31.6206326576549,9.6721071880567,4.84216335569237e-18,6.67197149252706e-16
"Gstp1",8.32073307881396,8.23789460575357,177.41641299378,4.93877563771574e-18,6.74972713222101e-16,31.6052612422609,8.32073307881396,4.93877563771574e-18,6.74972713222101e-16
"Idh3b",9.50914029250795,9.41680642258261,177.242878693345,4.98484823067339e-18,6.74972713222101e-16,31.5980299414091,9.50914029250795,4.98484823067339e-18,6.74972713222101e-16
"Tufm",7.68101181661088,7.5163647816463,177.136205777677,5.01340508204883e-18,6.74972713222101e-16,31.5935792146172,7.68101181661088,5.01340508204883e-18,6.74972713222101e-16
"Prdx5",8.83906750180563,8.78082848736225,176.898097170762,5.07780244657333e-18,6.78463649622832e-16,31.5836292005378,8.83906750180563,5.07780244657333e-18,6.78463649622832e-16
"Calm3",6.72397162771068,6.42524451586419,176.658872067862,5.1434237964392e-18,6.82064402239084e-16,31.5736110889248,6.72397162771068,5.1434237964392e-18,6.82064402239084e-16
"Hadhb",10.4635695671702,10.3617248313858,176.51127147584,5.1843791100071e-18,6.82364883307427e-16,31.5674192212814,10.4635695671702,5.1843791100071e-18,6.82364883307427e-16
"Bag1",7.70508541384108,7.7245335829573,176.080210707432,5.3060653179156e-18,6.93207955645018e-16,31.5492890540809,7.70508541384108,5.3060653179156e-18,6.93207955645018e-16
"Pkm",9.58012098406577,9.57145125547915,175.86451510513,5.36813750458543e-18,6.96160596826274e-16,31.5401905975661,9.58012098406577,5.36813750458543e-18,6.96160596826274e-16
"Gabarap",7.74253534138147,7.75299537840204,175.541320264733,5.4626532022488e-18,7.02763199766207e-16,31.52652450089,7.74253534138147,5.4626532022488e-18,7.02763199766207e-16
"Pygm",9.06708466697084,8.83032593382692,175.419540829679,5.49874250539982e-18,7.02763199766207e-16,31.5213648020297,9.06708466697084,5.49874250539982e-18,7.02763199766207e-16
"Rps9",9.6357178423819,9.72742120619481,174.94380300734,5.64227445946133e-18,7.1324480105206e-16,31.5011537818211,9.6357178423819,5.64227445946133e-18,7.1324480105206e-16
"Cyc1",9.50340817651648,9.36929666386529,174.880654783181,5.66163588746886e-18,7.1324480105206e-16,31.4984644954061,9.50340817651648,5.66163588746886e-18,7.1324480105206e-16
"Pmpcb",7.25012858065479,7.11746078611406,174.661071044995,5.72953472645064e-18,7.13860817043218e-16,31.4891011635707,7.25012858065479,5.72953472645064e-18,7.13860817043218e-16
"Pam",7.35653904093692,7.25560806022788,174.598141993127,5.74915897776434e-18,7.13860817043218e-16,31.4864143633937,7.35653904093692,5.74915897776434e-18,7.13860817043218e-16
"Dap3",6.48554780141515,6.40270427334304,174.474442379385,5.78795128634009e-18,7.13860817043218e-16,31.4811284669271,6.48554780141515,5.78795128634009e-18,7.13860817043218e-16
"Hsp90ab1",9.55903082263792,9.62910794744577,174.187024373964,5.87920776057465e-18,7.20080467175382e-16,31.4688237613939,9.55903082263792,5.87920776057465e-18,7.20080467175382e-16
"Ube2i",5.304523771701,5.37586966062935,174.000766975782,5.93919405384484e-18,7.22410796742493e-16,31.4608327667017,5.304523771701,5.93919405384484e-18,7.22410796742493e-16
"Ybx1",8.89468523314581,8.92266123927335,173.303419509872,6.16986558936355e-18,7.45328215065787e-16,31.4307945495236,8.89468523314581,6.16986558936355e-18,7.45328215065787e-16
"Vps4a",5.48878905242003,5.38243962951529,172.831697125144,6.33151357876021e-18,7.59652414888394e-16,31.4103672015773,5.48878905242003,6.33151357876021e-18,7.59652414888394e-16
"Idh2",10.0285841060189,9.94389821517552,171.835315832034,6.68856112252048e-18,7.97068598093876e-16,31.3669314306252,10.0285841060189,6.68856112252048e-18,7.97068598093876e-16
"Eif3l",5.67285347297145,5.67615644231488,171.667200618414,6.75097076719603e-18,7.99106519604271e-16,31.3595638042611,5.67285347297145,6.75097076719603e-18,7.99106519604271e-16
"Aldoa",11.0137510119092,10.9544164492081,171.474882902455,6.82315568124806e-18,8.02266645001147e-16,31.3511216615367,11.0137510119092,6.82315568124806e-18,8.02266645001147e-16
"Adhfe1",5.10332482921952,5.04583687662407,170.855447346467,7.06151761863404e-18,8.15496589449436e-16,31.3238295660627,5.10332482921952,7.06151761863404e-18,8.15496589449436e-16
"Galnt1",5.21566060694783,5.35713787282069,170.824259303823,7.07375998480894e-18,8.15496589449436e-16,31.3224513503551,5.21566060694783,7.07375998480894e-18,8.15496589449436e-16
"Rab1b",6.75293771741544,6.59844435580645,170.822661441256,7.07438783159062e-18,8.15496589449436e-16,31.3223807294163,6.75293771741544,7.07438783159062e-18,8.15496589449436e-16
"Rpl18",9.04869225684855,9.26143365647218,170.157058818517,7.34136013939805e-18,8.32084571831478e-16,31.2928731776471,9.04869225684855,7.34136013939805e-18,8.32084571831478e-16
"Ilk",5.7474148304821,5.59517405741955,170.026688086761,7.39494527381321e-18,8.32084571831478e-16,31.2870725144823,5.7474148304821,7.39494527381321e-18,8.32084571831478e-16
