"gene","source"
"SNX27","GeneCards"
"SRCAP","GeneCards"
"ST14","GeneCards"
"VAMP2","GeneCards"
"VARS1","GeneCards"
"YES1","GeneCards"
"ADCY10","GeneCards"
"AP1G1","GeneCards"
"APC2","GeneCards"
"ARFGEF2","GeneCards"
"ATP6V0A4","GeneCards"
"BRF1","GeneCards"
"C8B","GeneCards"
"CCNK","GeneCards"
"CTR9","GeneCards"
"DHX16","GeneCards"
"DSCAM","GeneCards"
"EDA","GeneCards"
"EIF2B1","GeneCards"
"EXOC7","GeneCards"
"FBXO7","GeneCards"
"FGR","GeneCards"
"HCN2","GeneCards"
"HLCS","GeneCards"
"IGHMBP2","GeneCards"
"KCNH5","GeneCards"
"KDM2B","GeneCards"
"KRT8","GeneCards"
"LAMC3","GeneCards"
"MED25","GeneCards"
"MYH2","GeneCards"
"MYO9A","GeneCards"
"PCLO","GeneCards"
"PHC1","GeneCards"
"PPP1R13L","GeneCards"
"PRKAR2B","GeneCards"
"PRPF4","GeneCards"
"PSMD12","GeneCards"
"SEPTIN9","GeneCards"
"SHANK2","GeneCards"
"SLC6A2","GeneCards"
"SYT2","GeneCards"
"TACR3","GeneCards"
"TGM1","GeneCards"
"TUBA1B","GeneCards"
"TUBGCP4","GeneCards"
"VPS37A","GeneCards"
"YARS1","GeneCards"
"ADGRG1","GeneCards"
"ALDH1A2","GeneCards"
"ANO6","GeneCards"
"AQP2","GeneCards"
"ARHGAP24","GeneCards"
"ARHGEF28","GeneCards"
"CEP57","GeneCards"
"COL9A1","GeneCards"
"CORO1A","GeneCards"
"CPOX","GeneCards"
"CRHR1","GeneCards"
"CTNNA2","GeneCards"
"DEPDC5","GeneCards"
"DPAGT1","GeneCards"
"EIF2B4","GeneCards"
"EPHA7","GeneCards"
"EXTL3","GeneCards"
"EYA4","GeneCards"
"GDF5","GeneCards"
"GJB2","GeneCards"
"GRID2","GeneCards"
"LIMK2","GeneCards"
"LTBP2","GeneCards"
"MLH3","GeneCards"
"MPDZ","GeneCards"
"NSF","GeneCards"
"NSUN2","GeneCards"
"PKN2","GeneCards"
"PLXNA2","GeneCards"
"PPP1CA","GeneCards"
"PPP2R5C","GeneCards"
"PSMC5","GeneCards"
"RFC2","GeneCards"
"RNF216","GeneCards"
"RNF43","GeneCards"
"ROBO3","GeneCards"
"RPL9","GeneCards"
"RPLP0","GeneCards"
"SLC1A5","GeneCards"
"SLC7A7","GeneCards"
"STX16","GeneCards"
"TBCD","GeneCards"
"TBX5","GeneCards"
"TGFA","GeneCards"
"TRAK1","GeneCards"
"TRPM1","GeneCards"
"WNT7A","GeneCards"
"AASS","GeneCards"
"ADGRV1","GeneCards"
"ALPK1","GeneCards"
"ARHGAP26","GeneCards"
"ARIH1","GeneCards"
"BRD1","GeneCards"
"CDC45","GeneCards"
"CIC","GeneCards"
"CUL2","GeneCards"
"CYFIP1","GeneCards"
"DARS2","GeneCards"
"DEAF1","GeneCards"
"DLG5","GeneCards"
"DPYS","GeneCards"
"DPYSL2","GeneCards"
"EIF3F","GeneCards"
"ESRRA","GeneCards"
"GEMIN5","GeneCards"
"GJA8","GeneCards"
"GNRHR","GeneCards"
"GRM2","GeneCards"
"HACE1","GeneCards"
"HDAC10","GeneCards"
"KHK","GeneCards"
"LARP7","GeneCards"
"MAD2L2","GeneCards"
"MCM6","GeneCards"
"MINK1","GeneCards"
"MUC16","GeneCards"
"NEB","GeneCards"
"NPHP4","GeneCards"
"NRXN2","GeneCards"
"NUP188","GeneCards"
"PDE11A","GeneCards"
"PFKP","GeneCards"
"PKP1","GeneCards"
"PNPO","GeneCards"
"QDPR","GeneCards"
"RASA2","GeneCards"
"RNASEL","GeneCards"
"RNF14","GeneCards"
"RPL13","GeneCards"
"RPS9","GeneCards"
"SEC61A1","GeneCards"
"SF3B4","GeneCards"
"SLC19A3","GeneCards"
"SOX17","GeneCards"
"SYN1","GeneCards"
"TRIM63","GeneCards"
"VPS41","GeneCards"
"WASF1","GeneCards"
"ZMYND11","GeneCards"
"ACOX2","GeneCards"
"AMPD3","GeneCards"
"ARHGAP21","GeneCards"
"ATN1","GeneCards"
"BMI1","GeneCards"
"CABIN1","GeneCards"
"CDC7","GeneCards"
"CHN1","GeneCards"
"CKAP5","GeneCards"
"CLPP","GeneCards"
"CRADD","GeneCards"
"EFHC1","GeneCards"
"EPHA8","GeneCards"
"ETFB","GeneCards"
"EXOSC2","GeneCards"
"EXOSC9","GeneCards"
"GLE1","GeneCards"
"GSDME","GeneCards"
"HERC1","GeneCards"
"HIP1","GeneCards"
"HNRNPDL","GeneCards"
"KCNN2","GeneCards"
"KLHL3","GeneCards"
"KSR1","GeneCards"
"MAPK8IP3","GeneCards"
"MLPH","GeneCards"
"MLST8","GeneCards"
"MYSM1","GeneCards"
"NLGN1","GeneCards"
"NLRP7","GeneCards"
"PDK3","GeneCards"
"PEX13","GeneCards"
"PGM3","GeneCards"
"PLD3","GeneCards"
"PNKD","GeneCards"
"POGZ","GeneCards"
"POU2F1","GeneCards"
"PPP5C","GeneCards"
"RAI1","GeneCards"
"RGS6","GeneCards"
"RPS14","GeneCards"
"RPS28","GeneCards"
"RPS29","GeneCards"
"SH2D1A","GeneCards"
"SIAH1","GeneCards"
"SLC5A6","GeneCards"
"SMCHD1","GeneCards"
"TEC","GeneCards"
"TFAP2B","GeneCards"
"TRIP13","GeneCards"
"UROD","GeneCards"
"VIPR1","GeneCards"
"WDR35","GeneCards"
"ACTR2","GeneCards"
"CAST","GeneCards"
"CCNF","GeneCards"
"CDC27","GeneCards"
"CDC42BPA","GeneCards"
"CEP152","GeneCards"
"CHD1L","GeneCards"
"CHM","GeneCards"
"CHRNG","GeneCards"
"COG4","GeneCards"
"COP1","GeneCards"
"CPT1C","GeneCards"
"D2HGDH","GeneCards"
"DEF6","GeneCards"
"DHDDS","GeneCards"
"DYNC1I2","GeneCards"
"EPB41L3","GeneCards"
"FKBP5","GeneCards"
"GAK","GeneCards"
"GBA2","GeneCards"
"GNPTAB","GeneCards"
"GRIK1","GeneCards"
"GYS2","GeneCards"
"HDAC11","GeneCards"
"HNRNPR","GeneCards"
"KMT5A","GeneCards"
"MAD1L1","GeneCards"
"MEIS2","GeneCards"
"MYO10","GeneCards"
"MYO19","GeneCards"
"MYRF","GeneCards"
"NARS2","GeneCards"
"OPRK1","GeneCards"
"PEX1","GeneCards"
"PFAS","GeneCards"
"PLEKHG2","GeneCards"
"POLQ","GeneCards"
"PPP2R1B","GeneCards"
"PPP3CC","GeneCards"
"PTPRZ1","GeneCards"
"PYCR2","GeneCards"
"RGR","GeneCards"
"RPL3","GeneCards"
"SEC31A","GeneCards"
"SLC16A2","GeneCards"
"SLC25A22","GeneCards"
"SLC27A5","GeneCards"
"SLC36A1","GeneCards"
"SLC9A6","GeneCards"
"SUMF1","GeneCards"
"TPK1","GeneCards"
"TSFM","GeneCards"
"TTBK2","GeneCards"
"U2AF2","GeneCards"
"UQCRC2","GeneCards"
"VPS16","GeneCards"
"WNT2B","GeneCards"
"ZFYVE26","GeneCards"
"ADCYAP1R1","GeneCards"
"ADGRG6","GeneCards"
"AFDN","GeneCards"
"AP4B1","GeneCards"
"ARHGAP35","GeneCards"
"ASPM","GeneCards"
"ATP5F1D","GeneCards"
"ATP8A2","GeneCards"
"BAZ2B","GeneCards"
"CC2D2A","GeneCards"
"CCT3","GeneCards"
"CDC5L","GeneCards"
"CIB2","GeneCards"
"CSTB","GeneCards"
"DAP3","GeneCards"
"DHX37","GeneCards"
"DMBT1","GeneCards"
"DOK1","GeneCards"
"DPP6","GeneCards"
"ECT2","GeneCards"
"ETHE1","GeneCards"
"FARP2","GeneCards"
"FASTKD2","GeneCards"
"FKRP","GeneCards"
"FKTN","GeneCards"
"GDI1","GeneCards"
"GRIK5","GeneCards"
"GRK1","GeneCards"
"IPO8","GeneCards"
"LRRC8A","GeneCards"
"MBD5","GeneCards"
"MELK","GeneCards"
"MIB2","GeneCards"
"MST1","GeneCards"
"MTA3","GeneCards"
"NALCN","GeneCards"
"NANS","GeneCards"
"NCOA6","GeneCards"
"P4HA2","GeneCards"
"PEX6","GeneCards"
"PIK3AP1","GeneCards"
"PLAA","GeneCards"
"PREX2","GeneCards"
"PSENEN","GeneCards"
"PSMD3","GeneCards"
"PTPRM","GeneCards"
"RHOH","GeneCards"
"RPS18","GeneCards"
"SACS","GeneCards"
"SCN7A","GeneCards"
"SLC26A5","GeneCards"
"SLC39A7","GeneCards"
"SLC4A3","GeneCards"
"SLC7A5","GeneCards"
"STK36","GeneCards"
"TAF10","GeneCards"
"TBC1D4","GeneCards"
"TCP1","GeneCards"
"THOC2","GeneCards"
"TIAM2","GeneCards"
"TOR1AIP1","GeneCards"
"TP53BP2","GeneCards"
"UNC119","GeneCards"
"USP15","GeneCards"
"USP2","GeneCards"
"VPS45","GeneCards"
"WDFY3","GeneCards"
"WDR26","GeneCards"
"ALG9","GeneCards"
"ANKFY1","GeneCards"
"ANKZF1","GeneCards"
"ARF4","GeneCards"
"ARHGEF4","GeneCards"
"BRD7","GeneCards"
"CASQ1","GeneCards"
"CEACAM1","GeneCards"
"CENPT","GeneCards"
"CEP120","GeneCards"
"CLCN1","GeneCards"
"COLGALT1","GeneCards"
"CRLF1","GeneCards"
"CSDE1","GeneCards"
"DNAH9","GeneCards"
"EIF3B","GeneCards"
"EML4","GeneCards"
"ESCO2","GeneCards"
"ESRRG","GeneCards"
"FOXA1","GeneCards"
"FRAS1","GeneCards"
"GABRA3","GeneCards"
"GALNT12","GeneCards"
"GCNT2","GeneCards"
"GIPR","GeneCards"
"GMPPA","GeneCards"
"GPC6","GeneCards"
"GRM4","GeneCards"
"HOXB13","GeneCards"
"HSPA1L","GeneCards"
"JUNB","GeneCards"
"KCNT1","GeneCards"
"KPNB1","GeneCards"
"KRT2","GeneCards"
"LMO7","GeneCards"
"LYST","GeneCards"
"MAP3K10","GeneCards"
"MAP3K9","GeneCards"
"MBTPS2","GeneCards"
"MYOC","GeneCards"
"MYOD1","GeneCards"
"MYT1L","GeneCards"
"NCAPD3","GeneCards"
"NPLOC4","GeneCards"
"NRXN3","GeneCards"
"PDCD6IP","GeneCards"
"PKHD1","GeneCards"
"POLR3F","GeneCards"
"PORCN","GeneCards"
"PPA2","GeneCards"
"PPP2CB","GeneCards"
"PSMC1","GeneCards"
"PTCH2","GeneCards"
"RAB33B","GeneCards"
"RALGDS","GeneCards"
"RASGRF1","GeneCards"
"RBBP6","GeneCards"
"RBL1","GeneCards"
"RDH11","GeneCards"
"RNASEH2A","GeneCards"
"RP1","GeneCards"
"RP2","GeneCards"
"RPIA","GeneCards"
"RPL28","GeneCards"
"SEMA5A","GeneCards"
"SFTPA1","GeneCards"
"SNCAIP","GeneCards"
"SUMO2","GeneCards"
"TBC1D1","GeneCards"
"TBXT","GeneCards"
"TLE1","GeneCards"
"TNNT1","GeneCards"
"TRAIP","GeneCards"
"TRIT1","GeneCards"
"TRMU","GeneCards"
"UBE2A","GeneCards"
"UBR5","GeneCards"
"UNC13A","GeneCards"
"UROS","GeneCards"
"VANGL1","GeneCards"
"VIPR2","GeneCards"
"VPS35","GeneCards"
"XPNPEP3","GeneCards"
"ZFYVE27","GeneCards"
"ZIC1","GeneCards"
"ZMYND8","GeneCards"
"ACTN3","GeneCards"
"ADCY4","GeneCards"
"ADGRB2","GeneCards"
"AFF4","GeneCards"
"AKR1C1","GeneCards"
"APLP2","GeneCards"
"ARHGAP29","GeneCards"
"ARHGAP6","GeneCards"
"ARHGEF11","GeneCards"
"ASTN2","GeneCards"
"ATAD1","GeneCards"
"AVPR1A","GeneCards"
"BACH2","GeneCards"
"BCAT1","GeneCards"
"CCNE2","GeneCards"
"CHST3","GeneCards"
"CLCN4","GeneCards"
"CNOT2","GeneCards"
"CNTRL","GeneCards"
"COL27A1","GeneCards"
"CRB2","GeneCards"
"CRHR2","GeneCards"
"CYC1","GeneCards"
"DNAJB2","GeneCards"
"DNAJC13","GeneCards"
"ELOB","GeneCards"
"ELOC","GeneCards"
"ERLIN1","GeneCards"
"FAAH","GeneCards"
"FERMT2","GeneCards"
"FOXN1","GeneCards"
"FRMPD4","GeneCards"
"FZD7","GeneCards"
"GAB2","GeneCards"
"GCSH","GeneCards"
"GGA3","GeneCards"
"GJB3","GeneCards"
"IFT38","GeneCards"
"KCNK9","GeneCards"
"LOXL3","GeneCards"
"LTK","GeneCards"
"MAP3K6","GeneCards"
"MAP4K1","GeneCards"
"MATK","GeneCards"
"MED16","GeneCards"
"MKI67","GeneCards"
"MYH3","GeneCards"
"MYOT","GeneCards"
"NAA15","GeneCards"
"NBAS","GeneCards"
"NECTIN4","GeneCards"
"NELFE","GeneCards"
"NTF3","GeneCards"
"PICK1","GeneCards"
"PPFIBP1","GeneCards"
"PROKR2","GeneCards"
"PSMA2","GeneCards"
"PSMD13","GeneCards"
"RAB4A","GeneCards"
"RFWD3","GeneCards"
"RPL10A","GeneCards"
"RPL12","GeneCards"
"RPL35A","GeneCards"
"RPL4","GeneCards"
"RPS3A","GeneCards"
"RPS4X","GeneCards"
"SLC44A4","GeneCards"
"SLC45A2","GeneCards"
"SLIT3","GeneCards"
"SORBS1","GeneCards"
"SOX11","GeneCards"
"SRGAP2","GeneCards"
"SRPK1","GeneCards"
"STAG3","GeneCards"
"STX11","GeneCards"
"SYNJ2","GeneCards"
"TMC1","GeneCards"
"TMPRSS3","GeneCards"
"TUB","GeneCards"
"UBE2C","GeneCards"
"UBE2V1","GeneCards"
"WAC","GeneCards"
"ZCCHC8","GeneCards"
"AGAP2","GeneCards"
"AHCYL1","GeneCards"
"ANO1","GeneCards"
"AP1M1","GeneCards"
"AP2A1","GeneCards"
"CDC23","GeneCards"
"CDK5R1","GeneCards"
"CHRM4","GeneCards"
"DAPK3","GeneCards"
"DCT","GeneCards"
"DDX20","GeneCards"
"DENND5A","GeneCards"
"DSE","GeneCards"
"E2F2","GeneCards"
"EOMES","GeneCards"
"ESPL1","GeneCards"
"EXOSC3","GeneCards"
"FARP1","GeneCards"
"FRK","GeneCards"
"GATAD2A","GeneCards"
"GNA13","GeneCards"
"GPC1","GeneCards"
"HCRTR1","GeneCards"
"IFT57","GeneCards"
"IL15RA","GeneCards"
"KPNA1","GeneCards"
"LEFTY2","GeneCards"
"MNAT1","GeneCards"
"NAE1","GeneCards"
"NDUFB9","GeneCards"
"NHLRC1","GeneCards"
"NISCH","GeneCards"
"NLGN3","GeneCards"
"OPRD1","GeneCards"
"ORC6","GeneCards"
"PDP1","GeneCards"
"PHC2","GeneCards"
"PHKB","GeneCards"
"PIAS2","GeneCards"
"PIGA","GeneCards"
"PIGG","GeneCards"
"PLA2G1B","GeneCards"
"PLEKHA7","GeneCards"
"PLS1","GeneCards"
"PNPLA8","GeneCards"
"PRPF19","GeneCards"
"PSMB3","GeneCards"
"PTPRK","GeneCards"
"RGS7","GeneCards"
"SCAPER","GeneCards"
"SCO1","GeneCards"
"SF1","GeneCards"
"SH3GL1","GeneCards"
"SH3PXD2B","GeneCards"
"SLC22A2","GeneCards"
"SLC24A4","GeneCards"
"SLC24A5","GeneCards"
"SLC35A2","GeneCards"
"SLC35A3","GeneCards"
"SRI","GeneCards"
"ST3GAL4","GeneCards"
"TAF8","GeneCards"
"TAL1","GeneCards"
"TBC1D7","GeneCards"
"TCF20","GeneCards"
"TMC6","GeneCards"
"TNS3","GeneCards"
"TRA2B","GeneCards"
"TTK","GeneCards"
"TXK","GeneCards"
"UBE4A","GeneCards"
"UNC13B","GeneCards"
"WNT9B","GeneCards"
"AFG2B","GeneCards"
"AGTPBP1","GeneCards"
"ANAPC5","GeneCards"
"ANO3","GeneCards"
"ARHGAP9","GeneCards"
"ARPC4","GeneCards"
"B9D1","GeneCards"
"CARD14","GeneCards"
"CATSPER1","GeneCards"
"CBR1","GeneCards"
"CLK2","GeneCards"
"CTSZ","GeneCards"
"DCLRE1B","GeneCards"
"DCTN2","GeneCards"
"DNAH1","GeneCards"
"DOCK10","GeneCards"
"DPM2","GeneCards"
"DYRK2","GeneCards"
"EDEM3","GeneCards"
"ELOVL4","GeneCards"
"ENAH","GeneCards"
"ERC1","GeneCards"
"ESPN","GeneCards"
"FKBP8","GeneCards"
"GMPS","GeneCards"
"GPR35","GeneCards"
"GRAP2","GeneCards"
"GUCY1B1","GeneCards"
"HESX1","GeneCards"
"HGSNAT","GeneCards"
"HJV","GeneCards"
"HOXD13","GeneCards"
"KCNC4","GeneCards"
"KRT13","GeneCards"
"MACROH2A1","GeneCards"
"MEGF8","GeneCards"
"MMP19","GeneCards"
"MRPS22","GeneCards"
"MYH7B","GeneCards"
"MYO18B","GeneCards"
"MYO1A","GeneCards"
"MYT1","GeneCards"
"NAGA","GeneCards"
"NDUFA2","GeneCards"
"NECAP1","GeneCards"
"NEK7","GeneCards"
"NFYC","GeneCards"
"NGEF","GeneCards"
"ODF2","GeneCards"
"PARP4","GeneCards"
"PATJ","GeneCards"
"PDLIM3","GeneCards"
"PIGO","GeneCards"
"PSMB2","GeneCards"
"PSMD7","GeneCards"
"RAB10","GeneCards"
"RAE1","GeneCards"
"RASSF1","GeneCards"
"RPL27A","GeneCards"
"RSPH1","GeneCards"
"RTN4IP1","GeneCards"
"RUNX1T1","GeneCards"
"RXFP2","GeneCards"
"SARS1","GeneCards"
"SIPA1L3","GeneCards"
"SLA","GeneCards"
"SLC13A3","GeneCards"
"SMC4","GeneCards"
"SMS","GeneCards"
"SRGAP1","GeneCards"
"SRGAP3","GeneCards"
"SYNCRIP","GeneCards"
"TANC2","GeneCards"
"TNNI3K","GeneCards"
"TOM1","GeneCards"
"TPX2","GeneCards"
"TRADD","GeneCards"
"TRAPPC4","GeneCards"
"UBE2D1","GeneCards"
"UBE3B","GeneCards"
"UIMC1","GeneCards"
"VRK3","GeneCards"
"ZDHHC9","GeneCards"
"ZNF462","GeneCards"
"ACAA2","GeneCards"
"ACSL5","GeneCards"
"ANKS6","GeneCards"
"AP1S2","GeneCards"
"APBB1IP","GeneCards"
"ASAP1","GeneCards"
"CELF2","GeneCards"
"CHD6","GeneCards"
"COX6B1","GeneCards"
"CRMP1","GeneCards"
"DNAH7","GeneCards"
"DYNLL1","GeneCards"
"EIF3H","GeneCards"
"ELF1","GeneCards"
"EPB41L2","GeneCards"
"ETV5","GeneCards"
"FSHB","GeneCards"
"GALM","GeneCards"
"GLP2R","GeneCards"
"GRB14","GeneCards"
"HIVEP1","GeneCards"
"HK3","GeneCards"
"KCNJ4","GeneCards"
"KCNT2","GeneCards"
"LAS1L","GeneCards"
"MAT2B","GeneCards"
"MSH5","GeneCards"
"NACC1","GeneCards"
"NDEL1","GeneCards"
"NDUFA12","GeneCards"
"NEFH","GeneCards"
"NLK","GeneCards"
"NMT1","GeneCards"
"NPSR1","GeneCards"
"NRL","GeneCards"
"ODAD2","GeneCards"
"PAXIP1","GeneCards"
"PBK","GeneCards"
"PHOX2B","GeneCards"
"RAB35","GeneCards"
"RANBP9","GeneCards"
"RBBP5","GeneCards"
"RNF123","GeneCards"
"RNF125","GeneCards"
"RPL31","GeneCards"
"RRAGC","GeneCards"
"RSPO1","GeneCards"
"RXFP1","GeneCards"
"SARDH","GeneCards"
"SCTR","GeneCards"
"SEC24A","GeneCards"
"SERPINI1","GeneCards"
"SLC22A3","GeneCards"
"SLC8A3","GeneCards"
"SNX9","GeneCards"
"SRSF5","GeneCards"
"SSTR1","GeneCards"
"STK39","GeneCards"
"STMN1","GeneCards"
"SULT2A1","GeneCards"
"TACR2","GeneCards"
"TBC1D24","GeneCards"
"TECTA","GeneCards"
"TMEM237","GeneCards"
"TOE1","GeneCards"
"TRAPPC2L","GeneCards"
"TRPM8","GeneCards"
"TXN2","GeneCards"
"USP13","GeneCards"
"VPS13A","GeneCards"
"VPS13D","GeneCards"
"VSX2","GeneCards"
"WASF2","GeneCards"
"WDR45","GeneCards"
"XRN1","GeneCards"
"ZBTB24","GeneCards"
"ACSM3","GeneCards"
"ADH1A","GeneCards"
"ALDH1L1","GeneCards"
"ANAPC11","GeneCards"
"ANKS1B","GeneCards"
"ANO10","GeneCards"
"ARAP3","GeneCards"
"ARPC1A","GeneCards"
"ATP5PO","GeneCards"
"ATP6V0B","GeneCards"
"BAG6","GeneCards"
"BMS1","GeneCards"
"BRDT","GeneCards"
"CBLIF","GeneCards"
"CD96","GeneCards"
"CDH8","GeneCards"
"CDK11A","GeneCards"
"CEP55","GeneCards"
"CERKL","GeneCards"
"CHST14","GeneCards"
"CNNM2","GeneCards"
"CNP","GeneCards"
"CPD","GeneCards"
"CRYL1","GeneCards"
"CXXC1","GeneCards"
"CYTH2","GeneCards"
"DDX17","GeneCards"
"DIP2A","GeneCards"
"DNAH2","GeneCards"
"DNAI2","GeneCards"
"DRP2","GeneCards"
"EPHA10","GeneCards"
"FLRT1","GeneCards"
"FNTB","GeneCards"
"FOXRED1","GeneCards"
"FUT1","GeneCards"
"FUT2","GeneCards"
"GPR17","GeneCards"
"HBD","GeneCards"
"HELZ2","GeneCards"
"HIF1AN","GeneCards"
"IL13RA1","GeneCards"
"IQSEC2","GeneCards"
"KIRREL1","GeneCards"
"KIRREL2","GeneCards"
"L3MBTL1","GeneCards"
"LHX1","GeneCards"
"MAN2A2","GeneCards"
"MAPK4","GeneCards"
"MAPKBP1","GeneCards"
"MAST3","GeneCards"
"MCF2","GeneCards"
"MCRS1","GeneCards"
"MED27","GeneCards"
"MSH4","GeneCards"
"NPAT","GeneCards"
"NPTN","GeneCards"
"NRAP","GeneCards"
"NTSR1","GeneCards"
"NUP54","GeneCards"
"NXF1","GeneCards"
"OASL","GeneCards"
"PAPPA2","GeneCards"
"PDIA2","GeneCards"
"PHF20","GeneCards"
"POM121","GeneCards"
"POU4F3","GeneCards"
"PPP2R2B","GeneCards"
"PTPN7","GeneCards"
"RAB9B","GeneCards"
"RAP1GDS1","GeneCards"
"RCHY1","GeneCards"
"RIC3","GeneCards"
"RPA3","GeneCards"
"RTN2","GeneCards"
"SELENON","GeneCards"
"SERPINA6","GeneCards"
"SFTPA2","GeneCards"
"SH3BP4","GeneCards"
"SIX5","GeneCards"
"SLCO1C1","GeneCards"
"SNAP91","GeneCards"
"SNIP1","GeneCards"
"SNU13","GeneCards"
"STK24","GeneCards"
"STK38L","GeneCards"
"TSEN54","GeneCards"
"UBE2S","GeneCards"
"USP53","GeneCards"
"WAPL","GeneCards"
"WNK3","GeneCards"
"ZFR","GeneCards"
"ACOT2","GeneCards"
"ACOX3","GeneCards"
"ADAMTSL2","GeneCards"
"ADCYAP1","GeneCards"
"ATP6V1G1","GeneCards"
"ATRN","GeneCards"
"B3GALNT2","GeneCards"
"BCL9","GeneCards"
"BCORL1","GeneCards"
"CASP14","GeneCards"
"CCN6","GeneCards"
"CDIPT","GeneCards"
"CELF1","GeneCards"
"CHN2","GeneCards"
"CHRM5","GeneCards"
"CNTN6","GeneCards"
"CRTC1","GeneCards"
"CSNK1G3","GeneCards"
"DMC1","GeneCards"
"DOCK5","GeneCards"
"DOLK","GeneCards"
"DSPP","GeneCards"
"DYM","GeneCards"
"DYNC1LI2","GeneCards"
"E2F5","GeneCards"
"E2F7","GeneCards"
"ECSIT","GeneCards"
"EIF3C","GeneCards"
"ERAL1","GeneCards"
"EXOSC5","GeneCards"
"FGD2","GeneCards"
"FGD5","GeneCards"
"FMNL2","GeneCards"
"GJC1","GeneCards"
"GORASP1","GeneCards"
"GRID1","GeneCards"
"GYG2","GeneCards"
"HIPK1","GeneCards"
"HIVEP2","GeneCards"
"HSPA2","GeneCards"
"INHA","GeneCards"
"KIRREL3","GeneCards"
"KLC3","GeneCards"
"KTN1","GeneCards"
"LTN1","GeneCards"
"MAPRE2","GeneCards"
"MPP7","GeneCards"
"MYH8","GeneCards"
"NAV2","GeneCards"
"ORC3","GeneCards"
"PAX1","GeneCards"
"PCDH19","GeneCards"
"PDIA6","GeneCards"
"PIP5K1B","GeneCards"
"PLEKHM2","GeneCards"
"PSME2","GeneCards"
"RAB6B","GeneCards"
"RAB8B","GeneCards"
"RAB9A","GeneCards"
"RANGRF","GeneCards"
"RBM14","GeneCards"
"RGS12","GeneCards"
"RHOD","GeneCards"
"RNF5","GeneCards"
"RNF7","GeneCards"
"ROM1","GeneCards"
"RTTN","GeneCards"
"SGK3","GeneCards"
"SGSM3","GeneCards"
"SLC28A1","GeneCards"
"SLC35D1","GeneCards"
"SPAG9","GeneCards"
"SRSF9","GeneCards"
"STARD13","GeneCards"
"TACSTD2","GeneCards"
"TBX4","GeneCards"
"TECR","GeneCards"
"TLR10","GeneCards"
"TUBGCP3","GeneCards"
"USP33","GeneCards"
"VPS13C","GeneCards"
"XRN2","GeneCards"
"YY1AP1","GeneCards"
"ZFHX4","GeneCards"
"ZFYVE9","GeneCards"
"ZNF217","GeneCards"
"ZW10","GeneCards"
"ACOT7","GeneCards"
"AGFG1","GeneCards"
"ARF5","GeneCards"
"ARFGAP2","GeneCards"
"ARHGAP10","GeneCards"
"ARHGEF5","GeneCards"
"ATPAF2","GeneCards"
"B3GALT6","GeneCards"
"BRSK1","GeneCards"
"CARMIL2","GeneCards"
"CD200","GeneCards"
"CDH6","GeneCards"
"CDHR1","GeneCards"
"CDK16","GeneCards"
"CELF4","GeneCards"
"CLN5","GeneCards"
"CNOT9","GeneCards"
"COCH","GeneCards"
"COL25A1","GeneCards"
"DACT1","GeneCards"
"DERL1","GeneCards"
"DNAH17","GeneCards"
"DNAJC21","GeneCards"
"DNAJC7","GeneCards"
"DPF1","GeneCards"
"DPYSL3","GeneCards"
"EIF3K","GeneCards"
"ERAP2","GeneCards"
"EXOSC10","GeneCards"
"EYA2","GeneCards"
"FLOT2","GeneCards"
"FOXI1","GeneCards"
"GAP43","GeneCards"
"GINS1","GeneCards"
"GNAZ","GeneCards"
"GRHL3","GeneCards"
"GZF1","GeneCards"
"HEATR1","GeneCards"
"HES7","GeneCards"
"HNRNPF","GeneCards"
"HRH4","GeneCards"
"HSD17B12","GeneCards"
"HUS1","GeneCards"
"IGSF1","GeneCards"
"IKZF2","GeneCards"
"IRS4","GeneCards"
"ITGA10","GeneCards"
"KCNA4","GeneCards"
"KCNJ13","GeneCards"
"KCTD1","GeneCards"
"KLHL22","GeneCards"
"KPTN","GeneCards"
"LIMA1","GeneCards"
"LIN7B","GeneCards"
"LMX1A","GeneCards"
"LPCAT1","GeneCards"
"LRRC7","GeneCards"
"MAGED2","GeneCards"
"MAST2","GeneCards"
"MC5R","GeneCards"
"METAP1","GeneCards"
"MGA","GeneCards"
"MINPP1","GeneCards"
"MPRIP","GeneCards"
"MSL3","GeneCards"
"MTMR1","GeneCards"
"MTMR6","GeneCards"
"NAPA","GeneCards"
"NCAPH","GeneCards"
"NCR3","GeneCards"
"NDC80","GeneCards"
"NDN","GeneCards"
"NDUFAB1","GeneCards"
"NEK4","GeneCards"
"NET1","GeneCards"
"NFIC","GeneCards"
"NFYA","GeneCards"
"NMUR2","GeneCards"
"NOC2L","GeneCards"
"NSD3","GeneCards"
"OTOG","GeneCards"
"PARP3","GeneCards"
"PCDH12","GeneCards"
"PDE4DIP","GeneCards"
"PELP1","GeneCards"
"PFKFB1","GeneCards"
"PGM2","GeneCards"
"PIM2","GeneCards"
"PIP4K2C","GeneCards"
"PITX1","GeneCards"
"PLCZ1","GeneCards"
"POLE3","GeneCards"
"PPFIA3","GeneCards"
"PUS3","GeneCards"
"RAB38","GeneCards"
"RIOK1","GeneCards"
"RNF40","GeneCards"
"RNMT","GeneCards"
"RUFY1","GeneCards"
"S1PR4","GeneCards"
"SFRP1","GeneCards"
"SHROOM2","GeneCards"
"SNRNP40","GeneCards"
"STAM2","GeneCards"
"SYNPO","GeneCards"
"TBX15","GeneCards"
"TGS1","GeneCards"
