"gene","sample_id","expr","time","group"
"Calm3","H004",8.04593815770034,"CLP_early","CLP"
"Calm3","H007",7.63665622601413,"CLP_mid","CLP"
"Calm3","H009",7.20368033147293,"CLP_late","CLP"
"Calm3","H011",7.4287226752796,"CLP_mid","CLP"
"Cpt1a","H001",6.1459920905259,"Steady","Steady"
"Cpt1a","H002",5.39517246861718,"CLP_early","CLP"
"Cpt1a","H003",6.18107398884231,"Steady","Steady"
"Cpt1a","H004",5.3213021558377,"CLP_early","CLP"
"Cpt1a","H007",5.33880300571385,"CLP_mid","CLP"
"Cpt1a","H009",5.77463340331214,"CLP_late","CLP"
"Cpt1a","H011",5.55530860062602,"CLP_mid","CLP"
"Acsl4","H001",5.71179982711744,"Steady","Steady"
"Acsl4","H002",5.83450595926841,"CLP_early","CLP"
"Acsl4","H003",5.75869243549065,"Steady","Steady"
"Acsl4","H004",5.1865726076443,"CLP_early","CLP"
"Acsl4","H007",5.4543521646584,"CLP_mid","CLP"
"Acsl4","H009",5.63476442867282,"CLP_late","CLP"
"Acsl4","H011",5.64026833871517,"CLP_mid","CLP"
"Lpin1","H001",5.26889278614232,"Steady","Steady"
"Lpin1","H002",4.01040966579003,"CLP_early","CLP"
"Lpin1","H003",5.12468509701429,"Steady","Steady"
"Lpin1","H004",4.00938587404144,"CLP_early","CLP"
"Lpin1","H007",4.25901760306673,"CLP_mid","CLP"
"Lpin1","H009",5.08316478015406,"CLP_late","CLP"
"Lpin1","H011",4.91934110924952,"CLP_mid","CLP"
"Dgat2","H001",1.7914592057051,"Steady","Steady"
"Dgat2","H002",3.1934279131404,"CLP_early","CLP"
"Dgat2","H003",1.39788898488546,"Steady","Steady"
"Dgat2","H004",3.94175245855561,"CLP_early","CLP"
"Dgat2","H007",2.72136395856781,"CLP_mid","CLP"
"Dgat2","H009",2.14154010481002,"CLP_late","CLP"
"Dgat2","H011",2.30095350990723,"CLP_mid","CLP"
"Osbpl5","H001",3.63596836650854,"Steady","Steady"
"Osbpl5","H002",2.62040467794401,"CLP_early","CLP"
"Osbpl5","H003",1.0157638757045,"Steady","Steady"
"Osbpl5","H004",0.871642598139296,"CLP_early","CLP"
"Osbpl5","H007",0.782692709684325,"CLP_mid","CLP"
"Osbpl5","H009",0.842266451224053,"CLP_late","CLP"
"Osbpl5","H011",0.969806888204483,"CLP_mid","CLP"
"Pla2g6","H001",2.21240612840561,"Steady","Steady"
"Pla2g6","H002",2.11450225686789,"CLP_early","CLP"
"Pla2g6","H003",1.76188830840148,"Steady","Steady"
"Pla2g6","H004",1.49218466899438,"CLP_early","CLP"
"Pla2g6","H007",1.56738154791324,"CLP_mid","CLP"
"Pla2g6","H009",1.57392856894823,"CLP_late","CLP"
"Pla2g6","H011",1.67704197626366,"CLP_mid","CLP"
"Dnm1l","H001",5.79987628011953,"Steady","Steady"
"Dnm1l","H002",5.60460468569132,"CLP_early","CLP"
"Dnm1l","H003",5.62645814206952,"Steady","Steady"
"Dnm1l","H004",5.05971746025202,"CLP_early","CLP"
"Dnm1l","H007",5.53301515745375,"CLP_mid","CLP"
"Dnm1l","H009",5.57314389528417,"CLP_late","CLP"
"Dnm1l","H011",5.72592908702513,"CLP_mid","CLP"
"Opa1","H001",5.5608445058733,"Steady","Steady"
"Opa1","H002",5.10082413307535,"CLP_early","CLP"
"Opa1","H003",5.44205459531904,"Steady","Steady"
"Opa1","H004",4.53721697450954,"CLP_early","CLP"
"Opa1","H007",5.12374030709878,"CLP_mid","CLP"
"Opa1","H009",5.30081198884447,"CLP_late","CLP"
"Opa1","H011",5.42240796482323,"CLP_mid","CLP"
"Mff","H001",6.37606882491714,"Steady","Steady"
"Mff","H002",6.21802514634412,"CLP_early","CLP"
"Mff","H003",5.70600159666454,"Steady","Steady"
"Mff","H004",6.19034769066968,"CLP_early","CLP"
"Mff","H007",6.2129297223845,"CLP_mid","CLP"
"Mff","H009",6.07144838165831,"CLP_late","CLP"
"Mff","H011",6.06889047541015,"CLP_mid","CLP"
"Pink1","H001",6.41777009150841,"Steady","Steady"
"Pink1","H002",6.14749733232905,"CLP_early","CLP"
"Pink1","H003",5.96111284448475,"Steady","Steady"
"Pink1","H004",5.96846517258385,"CLP_early","CLP"
"Pink1","H007",5.90733398483924,"CLP_mid","CLP"
"Pink1","H009",6.10696390531925,"CLP_late","CLP"
"Pink1","H011",5.57631541228506,"CLP_mid","CLP"
"Prkn","H001",2.40375157677471,"Steady","Steady"
"Prkn","H002",1.38399508518451,"CLP_early","CLP"
"Prkn","H003",2.41499233414657,"Steady","Steady"
"Prkn","H004",1.47234861476849,"CLP_early","CLP"
"Prkn","H007",1.79775233435328,"CLP_mid","CLP"
"Prkn","H009",2.45844610788191,"CLP_late","CLP"
"Prkn","H011",2.07944114492012,"CLP_mid","CLP"
"Bnip3","H001",4.9447434598345,"Steady","Steady"
"Bnip3","H002",7.02700843508587,"CLP_early","CLP"
"Bnip3","H003",3.99654129303059,"Steady","Steady"
"Bnip3","H004",4.78809410700267,"CLP_early","CLP"
"Bnip3","H007",4.51455501654491,"CLP_mid","CLP"
"Bnip3","H009",4.84751604213966,"CLP_late","CLP"
"Bnip3","H011",4.69160165599538,"CLP_mid","CLP"
"Fundc1","H001",5.27033881184631,"Steady","Steady"
"Fundc1","H002",5.21930391043677,"CLP_early","CLP"
"Fundc1","H003",5.09047462114353,"Steady","Steady"
"Fundc1","H004",5.43224803131232,"CLP_early","CLP"
"Fundc1","H007",5.55891515425138,"CLP_mid","CLP"
"Fundc1","H009",5.46748301367753,"CLP_late","CLP"
"Fundc1","H011",5.42751132098755,"CLP_mid","CLP"
"Slc25a4","H001",8.06292159704237,"Steady","Steady"
"Slc25a4","H002",7.98917460485399,"CLP_early","CLP"
"Slc25a4","H003",7.2074656644177,"Steady","Steady"
"Slc25a4","H004",8.18710044258106,"CLP_early","CLP"
"Slc25a4","H007",7.86594721351216,"CLP_mid","CLP"
"Slc25a4","H009",7.28975788779329,"CLP_late","CLP"
"Slc25a4","H011",7.60487126689474,"CLP_mid","CLP"
