"gene","sample","expr","group"
"Cxcl2","H003",9.84958561376483,"Steady"
"Cxcl2","H004",10.3410313711942,"CLP"
"Cxcl2","H007",9.97214992321784,"CLP"
"Cxcl2","H009",10.2677468894912,"CLP"
"Cxcl2","H011",10.1179753778532,"CLP"
"Cxcl1","H001",6.89846104969051,"Steady"
"Cxcl1","H002",5.50231721991374,"CLP"
"Cxcl1","H003",5.88081874570283,"Steady"
"Cxcl1","H004",5.60683854767166,"CLP"
"Cxcl1","H007",5.65697353226734,"CLP"
"Cxcl1","H009",5.64116137627771,"CLP"
"Cxcl1","H011",6.38121264816199,"CLP"
"Cxcl10","H001",3.78503844838952,"Steady"
"Cxcl10","H002",3.83516275018984,"CLP"
"Cxcl10","H003",5.77762979625295,"Steady"
"Cxcl10","H004",4.2636574038988,"CLP"
"Cxcl10","H007",5.65922891493968,"CLP"
"Cxcl10","H009",5.71496409640098,"CLP"
"Cxcl10","H011",6.06687923989087,"CLP"
"Csf1","H001",5.45588506230687,"Steady"
"Csf1","H002",5.18071877168242,"CLP"
"Csf1","H003",3.17189051885787,"Steady"
"Csf1","H004",2.80265585655859,"CLP"
"Csf1","H007",2.77850022011065,"CLP"
"Csf1","H009",2.65055145734183,"CLP"
"Csf1","H011",3.11385671342808,"CLP"
"Tgfb1","H001",7.62377843260331,"Steady"
"Tgfb1","H002",7.01485834242026,"CLP"
"Tgfb1","H003",8.20577626380963,"Steady"
"Tgfb1","H004",7.4734648175137,"CLP"
"Tgfb1","H007",7.88775035614144,"CLP"
"Tgfb1","H009",8.10170695588728,"CLP"
"Tgfb1","H011",7.57528733576522,"CLP"
"Spp1","H001",2.30937440410172,"Steady"
"Spp1","H002",5.46426979742563,"CLP"
"Spp1","H003",3.66809788788794,"Steady"
"Spp1","H004",5.29019788057206,"CLP"
"Spp1","H007",3.96841034573337,"CLP"
"Spp1","H009",3.36928796669271,"CLP"
"Spp1","H011",4.96379360710499,"CLP"
"Icam1","H001",6.41166767132213,"Steady"
"Icam1","H002",5.97642675643477,"CLP"
"Icam1","H003",7.18311979321454,"Steady"
"Icam1","H004",6.27751443667448,"CLP"
"Icam1","H007",6.61135078487801,"CLP"
"Icam1","H009",7.53118392294054,"CLP"
"Icam1","H011",7.13427073665734,"CLP"
"Apoe","H001",13.2407253327271,"Steady"
"Apoe","H002",13.0882777178533,"CLP"
"Apoe","H003",14.3757891082667,"Steady"
"Apoe","H004",13.5665117972489,"CLP"
"Apoe","H007",14.6438464827824,"CLP"
"Apoe","H009",14.5323660834548,"CLP"
"Apoe","H011",14.2698284955875,"CLP"
"Vegfa","H001",4.00016935596161,"Steady"
"Vegfa","H002",3.4949111950342,"CLP"
"Vegfa","H003",1.12795605907134,"Steady"
"Vegfa","H004",1.37314401982843,"CLP"
"Vegfa","H007",0.909367034396897,"CLP"
"Vegfa","H009",1.002613194679,"CLP"
"Vegfa","H011",1.0452949457725,"CLP"
"Pdgfb","H001",6.8044431374482,"Steady"
"Pdgfb","H002",7.06828328634971,"CLP"
"Pdgfb","H003",6.07571867842452,"Steady"
"Pdgfb","H004",4.79250031294821,"CLP"
"Pdgfb","H007",5.582874066642,"CLP"
"Pdgfb","H009",5.64637422700206,"CLP"
"Pdgfb","H011",5.61605829324624,"CLP"
"Angpt1","H001",4.0071244054436,"Steady"
"Angpt1","H002",1.92207442834841,"CLP"
"Angpt1","H003",0.878150914402775,"Steady"
"Angpt1","H004",1.00464516621873,"CLP"
"Angpt1","H007",0.679808349492757,"CLP"
"Angpt1","H009",0.455587987627041,"CLP"
"Angpt1","H011",0.736673184812505,"CLP"
"Il10","H001",0.836878207677694,"Steady"
"Il10","H002",2.15487451198196,"CLP"
"Il10","H003",2.05939574782321,"Steady"
"Il10","H004",3.16834309699998,"CLP"
"Il10","H007",3.00463984114127,"CLP"
"Il10","H009",3.50938275686881,"CLP"
"Il10","H011",3.21176237293476,"CLP"
"Ifng","H001",2.01952620248703,"Steady"
"Ifng","H002",0.359132472881571,"CLP"
"Ifng","H003",0.743732368278026,"Steady"
"Ifng","H004",0.948318040885609,"CLP"
"Ifng","H007",1.51852846272219,"CLP"
"Ifng","H009",0.920847468086869,"CLP"
"Ifng","H011",2.09136288886292,"CLP"
"Cxcl12","H001",9.14207677462938,"Steady"
"Cxcl12","H002",9.0591349439519,"CLP"
"Cxcl12","H003",4.34304205811872,"Steady"
"Cxcl12","H004",4.73913139077251,"CLP"
"Cxcl12","H007",4.98048209593047,"CLP"
"Cxcl12","H009",4.05104790163056,"CLP"
"Cxcl12","H011",4.85144492377454,"CLP"
"Ccl7","H001",6.34369613945555,"Steady"
"Ccl7","H002",7.7738979561611,"CLP"
"Ccl7","H003",7.53119128951519,"Steady"
"Ccl7","H004",8.38769969796568,"CLP"
"Ccl7","H007",9.13676968872148,"CLP"
"Ccl7","H009",8.079771987283,"CLP"
"Ccl7","H011",8.7681706572305,"CLP"
"Il18","H001",4.12477130103294,"Steady"
"Il18","H002",4.22849387508324,"CLP"
"Il18","H003",4.6198321100177,"Steady"
"Il18","H004",4.86008418686911,"CLP"
"Il18","H007",5.03620961358005,"CLP"
"Il18","H009",4.87885708162706,"CLP"
"Il18","H011",4.96271234671378,"CLP"
"Nampt","H001",6.06776477910275,"Steady"
"Nampt","H002",6.17229345552066,"CLP"
"Nampt","H003",5.92030754903538,"Steady"
"Nampt","H004",5.61974478555388,"CLP"
"Nampt","H007",5.69813784814204,"CLP"
"Nampt","H009",5.659611007949,"CLP"
"Nampt","H011",5.8436707708673,"CLP"
"Tnfrsf1a","H001",6.94688954494971,"Steady"
"Tnfrsf1a","H002",7.50201264186929,"CLP"
"Tnfrsf1a","H003",7.17742701689917,"Steady"
"Tnfrsf1a","H004",7.48878792671743,"CLP"
"Tnfrsf1a","H007",7.25049878784583,"CLP"
"Tnfrsf1a","H009",6.96379047034512,"CLP"
"Tnfrsf1a","H011",7.00735910261617,"CLP"
"Tnfrsf1b","H001",5.98446410460098,"Steady"
"Tnfrsf1b","H002",5.78969788421119,"CLP"
"Tnfrsf1b","H003",6.50933413101214,"Steady"
"Tnfrsf1b","H004",5.78786131117881,"CLP"
"Tnfrsf1b","H007",6.13222016780756,"CLP"
"Tnfrsf1b","H009",6.28852095817272,"CLP"
"Tnfrsf1b","H011",6.27980487038684,"CLP"
"Il1r1","H001",5.57962889332674,"Steady"
"Il1r1","H002",4.96437272913568,"CLP"
"Il1r1","H003",1.31735088730882,"Steady"
"Il1r1","H004",2.23597330745551,"CLP"
"Il1r1","H007",1.44722982676591,"CLP"
"Il1r1","H009",1.11383788887913,"CLP"
"Il1r1","H011",1.36633474126406,"CLP"
"Il1rap","H001",3.7931088112737,"Steady"
"Il1rap","H002",3.68058614044634,"CLP"
"Il1rap","H003",3.14880294570085,"Steady"
"Il1rap","H004",3.48281496636541,"CLP"
"Il1rap","H007",3.52222112796195,"CLP"
"Il1rap","H009",3.62772888311542,"CLP"
"Il1rap","H011",3.42775818845852,"CLP"
"Il6ra","H001",7.50166804194961,"Steady"
"Il6ra","H002",6.99164066128077,"CLP"
"Il6ra","H003",8.056488615356,"Steady"
"Il6ra","H004",7.25670730424419,"CLP"
"Il6ra","H007",7.24375166669394,"CLP"
"Il6ra","H009",7.80971661959618,"CLP"
"Il6ra","H011",7.33980024994521,"CLP"
"Il6st","H001",6.91072142912706,"Steady"
"Il6st","H002",6.4166309010415,"CLP"
"Il6st","H003",5.37755191400375,"Steady"
"Il6st","H004",4.25671624109846,"CLP"
"Il6st","H007",4.78366571965751,"CLP"
"Il6st","H009",5.11275835929742,"CLP"
"Il6st","H011",5.07103521783506,"CLP"
"Ccr2","H001",5.744421614181,"Steady"
"Ccr2","H002",5.43751771435606,"CLP"
"Ccr2","H003",6.7584405305454,"Steady"
"Ccr2","H004",5.64189007739858,"CLP"
"Ccr2","H007",7.33139494513376,"CLP"
"Ccr2","H009",7.56422689270327,"CLP"
"Ccr2","H011",7.8356731422869,"CLP"
"Ccr1","H001",4.00365107187478,"Steady"
"Ccr1","H002",6.07413334280389,"CLP"
"Ccr1","H003",6.12809358336464,"Steady"
"Ccr1","H004",6.61701914061932,"CLP"
"Ccr1","H007",6.87406139875072,"CLP"
"Ccr1","H009",5.70583857805154,"CLP"
"Ccr1","H011",6.61733976111104,"CLP"
"Ccr5","H001",5.81910546891872,"Steady"
"Ccr5","H002",6.44234304225609,"CLP"
"Ccr5","H003",7.85637018043639,"Steady"
"Ccr5","H004",7.17092932949114,"CLP"
"Ccr5","H007",8.16691028079198,"CLP"
"Ccr5","H009",7.9069718506954,"CLP"
"Ccr5","H011",8.04561385050869,"CLP"
"Cxcr2","H001",2.28287373046105,"Steady"
"Cxcr2","H002",5.02225811112557,"CLP"
"Cxcr2","H003",2.35285236666092,"Steady"
"Cxcr2","H004",5.82372418200054,"CLP"
"Cxcr2","H007",5.12128837063395,"CLP"
"Cxcr2","H009",4.03435533399679,"CLP"
"Cxcr2","H011",4.09271768740515,"CLP"
"Cxcr3","H001",2.06910973664362,"Steady"
"Cxcr3","H002",1.27831857780983,"CLP"
"Cxcr3","H003",2.31186810775351,"Steady"
"Cxcr3","H004",2.31828376771653,"CLP"
"Cxcr3","H007",2.82142606634767,"CLP"
"Cxcr3","H009",2.6036790984113,"CLP"
"Cxcr3","H011",2.99619319936507,"CLP"
"Csf1r","H001",9.28942682910282,"Steady"
"Csf1r","H002",8.76221110673755,"CLP"
"Csf1r","H003",10.3878296922142,"Steady"
"Csf1r","H004",9.3107046055537,"CLP"
"Csf1r","H007",9.87897753226081,"CLP"
"Csf1r","H009",10.1051958488982,"CLP"
"Csf1r","H011",9.90213834962721,"CLP"
"Csf2ra","H001",6.75537629954569,"Steady"
"Csf2ra","H002",6.53912552532593,"CLP"
"Csf2ra","H003",7.36458875512344,"Steady"
"Csf2ra","H004",7.31257936360203,"CLP"
"Csf2ra","H007",7.43654536626945,"CLP"
"Csf2ra","H009",7.51892073915689,"CLP"
"Csf2ra","H011",7.4351687201449,"CLP"
"Csf3r","H001",3.99551395873439,"Steady"
"Csf3r","H002",5.05729146517313,"CLP"
"Csf3r","H003",4.7014328353862,"Steady"
"Csf3r","H004",5.80322697996701,"CLP"
"Csf3r","H007",5.8470296974265,"CLP"
"Csf3r","H009",5.44804533413801,"CLP"
"Csf3r","H011",5.43532755629361,"CLP"
"Tgfbr1","H001",6.12536515113635,"Steady"
"Tgfbr1","H002",5.60897057016501,"CLP"
"Tgfbr1","H003",6.71475204569027,"Steady"
"Tgfbr1","H004",5.35364871779358,"CLP"
"Tgfbr1","H007",5.63077999517258,"CLP"
"Tgfbr1","H009",6.27400013116296,"CLP"
"Tgfbr1","H011",6.02579543770374,"CLP"
"Tgfbr2","H001",7.62641562759574,"Steady"
"Tgfbr2","H002",7.61674955753015,"CLP"
"Tgfbr2","H003",7.96031092094015,"Steady"
"Tgfbr2","H004",6.75610104536371,"CLP"
"Tgfbr2","H007",7.62689435013081,"CLP"
"Tgfbr2","H009",7.65674977670124,"CLP"
"Tgfbr2","H011",7.80523280125366,"CLP"
"Cd44","H001",6.21944655796837,"Steady"
"Cd44","H002",6.65044106459398,"CLP"
"Cd44","H003",7.24469005634971,"Steady"
"Cd44","H004",6.98201722082569,"CLP"
"Cd44","H007",6.92368548943523,"CLP"
"Cd44","H009",7.06814623901855,"CLP"
"Cd44","H011",7.28624329720418,"CLP"
"Itgav","H001",5.51237750367832,"Steady"
"Itgav","H002",4.91820940805986,"CLP"
"Itgav","H003",5.48020874666836,"Steady"
"Itgav","H004",4.40220129976499,"CLP"
"Itgav","H007",4.80215323272394,"CLP"
"Itgav","H009",4.96806619038243,"CLP"
"Itgav","H011",5.11257521970658,"CLP"
"Itgal","H001",4.17092166684998,"Steady"
"Itgal","H002",4.61309562134036,"CLP"
"Itgal","H003",3.88320625352113,"Steady"
"Itgal","H004",5.0389644893339,"CLP"
"Itgal","H007",5.51351413446313,"CLP"
"Itgal","H009",4.74757218127705,"CLP"
"Itgal","H011",5.25009898045619,"CLP"
"Itgb2","H001",6.38632987249845,"Steady"
"Itgb2","H002",7.68605722284897,"CLP"
"Itgb2","H003",7.26917438923084,"Steady"
"Itgb2","H004",7.87781104712923,"CLP"
"Itgb2","H007",7.74421336947525,"CLP"
"Itgb2","H009",7.75063641225812,"CLP"
"Itgb2","H011",7.77559940890109,"CLP"
"Trem2","H001",6.2368089415657,"Steady"
"Trem2","H002",5.16103218544836,"CLP"
"Trem2","H003",7.79953175748798,"Steady"
"Trem2","H004",6.50114815650677,"CLP"
"Trem2","H007",7.42515973981645,"CLP"
"Trem2","H009",7.26304684308889,"CLP"
"Trem2","H011",7.86635199811122,"CLP"
"Ldlr","H001",3.83149152561522,"Steady"
"Ldlr","H002",2.53426958529222,"CLP"
"Ldlr","H003",4.5166875305162,"Steady"
"Ldlr","H004",2.72095606241827,"CLP"
"Ldlr","H007",4.1904985631872,"CLP"
"Ldlr","H009",4.49555991577061,"CLP"
"Ldlr","H011",5.17785927422312,"CLP"
"Flt1","H001",8.69160896557892,"Steady"
"Flt1","H002",9.38394936089585,"CLP"
"Flt1","H003",4.3774986873855,"Steady"
"Flt1","H004",4.60072118619548,"CLP"
"Flt1","H007",4.28772756351366,"CLP"
"Flt1","H009",3.82758341025309,"CLP"
"Flt1","H011",4.03524598851699,"CLP"
"Kdr","H001",8.6934515978445,"Steady"
"Kdr","H002",8.67154791182181,"CLP"
"Kdr","H003",4.71159727514902,"Steady"
"Kdr","H004",4.1645404559117,"CLP"
"Kdr","H007",4.30799309824086,"CLP"
"Kdr","H009",4.18125612153821,"CLP"
"Kdr","H011",4.36485936910471,"CLP"
"Pdgfrb","H001",5.0904787815529,"Steady"
"Pdgfrb","H002",4.16961482468006,"CLP"
"Pdgfrb","H003",1.78773989515829,"Steady"
"Pdgfrb","H004",1.54631714470771,"CLP"
"Pdgfrb","H007",1.0188022822979,"CLP"
"Pdgfrb","H009",1.45221211083874,"CLP"
"Pdgfrb","H011",1.47952395402362,"CLP"
"Tek","H001",6.78518479100244,"Steady"
"Tek","H002",6.25633399682887,"CLP"
"Tek","H003",2.0090033619047,"Steady"
"Tek","H004",2.25699535062612,"CLP"
"Tek","H007",2.19906807420628,"CLP"
"Tek","H009",1.46800020666076,"CLP"
"Tek","H011",1.97606485148395,"CLP"
"Il10ra","H001",6.07495395008814,"Steady"
"Il10ra","H002",5.55077860774423,"CLP"
"Il10ra","H003",7.04279149479215,"Steady"
"Il10ra","H004",6.27164437898572,"CLP"
"Il10ra","H007",6.19205250677919,"CLP"
"Il10ra","H009",6.9603064382284,"CLP"
"Il10ra","H011",6.61096988913564,"CLP"
"Ifngr1","H001",8.74779359776015,"Steady"
"Ifngr1","H002",8.56748419811671,"CLP"
"Ifngr1","H003",8.30952103976966,"Steady"
"Ifngr1","H004",8.47040055392369,"CLP"
"Ifngr1","H007",8.68569747417721,"CLP"
"Ifngr1","H009",8.73428625043873,"CLP"
"Ifngr1","H011",8.63710310355651,"CLP"
"Cxcr4","H001",6.21844808227886,"Steady"
"Cxcr4","H002",5.11572988451926,"CLP"
"Cxcr4","H003",5.72675269245753,"Steady"
"Cxcr4","H004",4.63636559148703,"CLP"
"Cxcr4","H007",4.3622986984817,"CLP"
"Cxcr4","H009",5.52017669581904,"CLP"
"Cxcr4","H011",4.71297968965153,"CLP"
"Il18r1","H001",3.03414915911293,"Steady"
"Il18r1","H002",2.70983840509103,"CLP"
"Il18r1","H003",2.09434223803451,"Steady"
"Il18r1","H004",1.65237538878187,"CLP"
"Il18r1","H007",2.13892613193331,"CLP"
"Il18r1","H009",2.20572198784672,"CLP"
"Il18r1","H011",2.26981823440227,"CLP"
"Insr","H001",5.53380752282321,"Steady"
"Insr","H002",5.16745983889129,"CLP"
"Insr","H003",5.34236992829376,"Steady"
"Insr","H004",4.17746207025791,"CLP"
"Insr","H007",4.47028431422138,"CLP"
"Insr","H009",5.11275835929742,"CLP"
"Insr","H011",4.83617532905529,"CLP"
