"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
4.49124975873421e-15,1.59648467747779,0.168,0.035,1.47034534601441e-10,"5","CDIP1"
4.67237153504586e-15,1.12686260668521,0.23,0.059,1.52964099314331e-10,"5","TAX1BP3.2"
4.81718975960046e-15,1.73098692478658,0.124,0.02,1.577051583498e-10,"5","RASGRP4.4"
5.30240198554112e-15,1.43537186143432,0.199,0.047,1.73590036202645e-10,"5","RSAD2.1"
5.46888252917511e-15,1.85159889375701,0.118,0.019,1.79040276240135e-10,"5","SCARB2.2"
5.48183007775271e-15,1.26198438414713,0.559,0.242,1.79464153085468e-10,"5","REEP5.1"
5.60642484907118e-15,1.26797313104688,0.23,0.059,1.83543136708892e-10,"5","SH3BP2.2"
6.86297810205828e-15,1.33587611773034,0.441,0.163,2.24680177105184e-10,"5","EPSTI1.2"
7.17674499755922e-15,1.00708455807581,0.335,0.109,2.34952277730094e-10,"5","MMP24-AS1.1"
7.49194725779856e-15,1.26720109915087,0.193,0.045,2.45271369325809e-10,"5","PRKCD.2"
8.21801265484544e-15,4.21553127237681,0.05,0.003,2.6904129829433e-10,"5","C20orf201"
8.64874887904288e-15,3.40883950889275,0.05,0.003,2.83142740802106e-10,"5","PPP1R17"
9.43429744625915e-15,1.03940168725282,0.404,0.146,3.08860029795632e-10,"5","TMEM179B.1"
9.70011068243986e-15,1.42274200086442,0.217,0.056,3.17562223521716e-10,"5","PDXK.3"
9.94511928870445e-15,1.03530405012484,0.646,0.283,3.25583315273606e-10,"5","BAX.1"
1.14022081726344e-14,1.96352594614072,0.118,0.019,3.73285491155706e-10,"5","ADRBK2.2"
1.26128580879354e-14,1.49685728642176,0.174,0.038,4.12919748082831e-10,"5","HNMT.5"
1.34820242806867e-14,1.07666309410243,0.795,0.452,4.41374510901121e-10,"5","TPM3"
1.41975597542281e-14,1.82784984481795,0.304,0.095,4.64799711233919e-10,"5","SNX5.1"
1.6130728619274e-14,1.0503647624606,0.609,0.276,5.28087793537791e-10,"5","H2AFY.3"
1.72841834842784e-14,1.88869903541994,0.143,0.028,5.65849598908306e-10,"5","PPM1F.2"
2.46956829065444e-14,-1.02247773418194,0.851,0.827,8.0848726699445e-10,"5","GLTSCR2.1"
4.03930543314971e-14,1.67257020364776,0.224,0.059,1.32238781270455e-09,"5","DDAH2.1"
4.23419410793243e-14,1.28664830949029,0.273,0.083,1.38619046705492e-09,"5","RABGAP1L"
6.85770454225639e-14,2.09950965264911,0.118,0.02,2.2450753130439e-09,"5","SLC1A5"
6.94585537846544e-14,2.11187369849459,0.087,0.011,2.27393413380201e-09,"5","PLCXD1"
6.968362457786e-14,1.05486136978137,0.46,0.179,2.28130250142998e-09,"5","LYSMD2"
7.436443297624e-14,-3.91699787874965,0.043,0.319,2.43454280677614e-09,"5","ACAP1.2"
8.03817598465798e-14,1.13006758662012,0.255,0.075,2.63153805385733e-09,"5","FAM89B.1"
9.58614923784811e-14,3.63293626431954,0.05,0.003,3.13831353748671e-09,"5","FGFRL1.1"
1.12766438453202e-13,2.23393174854712,0.093,0.013,3.69174766208091e-09,"5","SIGLEC5.2"
1.23586777411531e-13,1.90962161946021,0.118,0.02,4.0459839188987e-09,"5","H1F0.3"
1.30692211696515e-13,2.8629456945598,0.075,0.008,4.27860162652049e-09,"5","XXbac-B135H6.15.2"
1.56095138788077e-13,1.2385583055104,0.255,0.076,5.11024265364405e-09,"5","VMA21.2"
1.59071643242854e-13,1.11159714010524,0.478,0.204,5.20768745648455e-09,"5","M6PR"
1.59714875862172e-13,3.14555549950754,0.056,0.004,5.22874560597578e-09,"5","TAGLN.1"
1.62147486663139e-13,1.22979003436206,0.248,0.073,5.30838441837786e-09,"5","NUDT3"
1.71395622828287e-13,-1.44690013089683,0.534,0.646,5.61114990015246e-09,"5","HINT1.1"
1.9167000671594e-13,1.47654648067346,0.168,0.039,6.27489267986643e-09,"5","MEF2BNB.1"
1.981130208634e-13,1.27646774211667,0.242,0.071,6.485824077026e-09,"5","PLEKHO1.3"
2.02821896213091e-13,2.18970611593681,0.081,0.01,6.63998323822416e-09,"5","DOCK5.2"
2.19690633364259e-13,1.47254586853553,0.155,0.034,7.19223195507912e-09,"5","UBE2E2.4"
2.21536705412992e-13,1.84825405177492,0.205,0.055,7.25266866181052e-09,"5","TMEM176B.5"
2.24534170303528e-13,1.1510845265087,0.335,0.12,7.3507996673969e-09,"5","SCO2.3"
2.52527754995403e-13,1.13501420373287,0.112,0.019,8.26725364303949e-09,"5","ABHD5"
2.55326765241461e-13,4.53429120288302,0.031,0.001,8.35888764047495e-09,"5","EPHX3"
3.17582634657115e-13,1.10319259281576,0.565,0.278,1.03970202934046e-08,"5","NOP10.2"
4.03864286899507e-13,1.71047358586524,0.124,0.023,1.32217090245161e-08,"5","GAA.2"
4.30047215807674e-13,2.25786766249335,0.087,0.012,1.40788857511116e-08,"5","CDC42EP2.3"
4.58520001697133e-13,1.81166149426555,0.13,0.026,1.50110278155607e-08,"5","MCOLN1.1"
4.67735894777732e-13,2.10811333793779,0.099,0.015,1.53127377232334e-08,"5","EPB41L3.3"
5.01773892105867e-13,3.1750811421338,0.037,0.002,1.64270736797619e-08,"5","PTGDR2"
5.09143464912965e-13,4.33312359160572,0.037,0.002,1.66683387543207e-08,"5","LIPN"
5.09646923648194e-13,1.89106024352448,0.112,0.019,1.66848209863946e-08,"5","CHST15.2"
7.39363513380322e-13,1.59235270813251,0.168,0.04,2.4205282701045e-08,"5","NOTCH2.2"
7.52385434909694e-13,3.6385357790099,0.05,0.004,2.46315943680736e-08,"5","EPS8.1"
7.75398920647883e-13,1.05453880383483,0.23,0.067,2.53850098641704e-08,"5","HHEX.3"
8.5286949091557e-13,1.32873794684377,0.217,0.062,2.79212413935939e-08,"5","UBE2R2.2"
8.56298115412566e-13,1.82231797201781,0.124,0.024,2.80334877023766e-08,"5","STAC3.3"
9.07336508820151e-13,1.97904958058489,0.261,0.082,2.97043826257541e-08,"5","TNFRSF1A.3"
1.10277027887392e-12,1.00601502319571,0.484,0.207,3.61024933897745e-08,"5","CD97.2"
1.10940423991421e-12,1.40447912812845,0.161,0.038,3.63196760063113e-08,"5","TMEM189.2"
1.18828214745682e-12,1.5173549318726,0.13,0.026,3.89019809434415e-08,"5","RRBP1.2"
1.35262788241856e-12,1.22240167370796,0.248,0.077,4.42823316146187e-08,"5","MRPL53"
1.41725961150197e-12,2.27961218691209,0.081,0.011,4.63982451613515e-08,"5","ZG16B.2"
1.6869458427852e-12,3.21816321630993,0.106,0.018,5.52272330011019e-08,"5","KLF11.1"
1.95435915231554e-12,-2.94751794549808,0.13,0.373,6.3981809928506e-08,"5","CD69.1"
1.99366594864436e-12,1.91659509737594,0.093,0.014,6.5268635826719e-08,"5","SH3TC1.2"
2.0836711682118e-12,1.81380144172211,0.118,0.022,6.8215226704918e-08,"5","NFE2.4"
2.13940418731556e-12,1.06892959393504,0.199,0.054,7.00398142843368e-08,"5","SLC39A1"
2.41605161258655e-12,1.38313240312285,0.168,0.041,7.90966976928584e-08,"5","ADCY7.1"
2.53786923313785e-12,2.58093145062202,0.062,0.006,8.30847629544669e-08,"5","C3orf14"
2.55780687243882e-12,1.43501732857359,0.168,0.041,8.37374813899022e-08,"5","CBWD2.1"
3.32323530491385e-12,3.48067184623359,0.043,0.003,1.0879607741227e-07,"5","RP3-525N10.2.1"
3.33720331999149e-12,1.0048357436219,0.286,0.096,1.09253362289882e-07,"5","IL10RB"
3.49091489405767e-12,2.21885536626833,0.081,0.011,1.1428557180166e-07,"5","UBASH3B"
3.62720400795311e-12,1.15703350733869,0.435,0.178,1.18747404812369e-07,"5","ATP1A1.1"
3.73337476117472e-12,1.6299734490513,0.112,0.02,1.22223222931338e-07,"5","MEFV.4"
3.75720877545282e-12,-5.41935162011287,0.019,0.26,1.23003500890774e-07,"5","GZMM.4"
4.07382124064861e-12,1.48855233472358,0.18,0.048,1.33368759776354e-07,"5","CYSTM1.2"
4.30199084577613e-12,2.64905015445065,0.056,0.005,1.40838576309019e-07,"5","RGS12"
4.31108438375064e-12,1.52595260444496,0.143,0.032,1.41136280555228e-07,"5","SH2D3C.1"
4.56444487029226e-12,-2.13875865897164,0.28,0.48,1.49430796163628e-07,"5","SELL.3"
4.83766848595208e-12,1.67161713347326,0.124,0.025,1.58375590893099e-07,"5","PCK2"
5.25123023826804e-12,1.04306867027474,0.199,0.056,1.71914775540419e-07,"5","TNFAIP2.5"
5.98893731713108e-12,6.97448739972272,0.019,0,1.96065829888237e-07,"5","WDR65"
5.98893731713108e-12,7.24613016016619,0.019,0,1.96065829888237e-07,"5","ITLN1"
5.98893731713108e-12,6.76373815656032,0.019,0,1.96065829888237e-07,"5","MYO10"
5.98893731713108e-12,7.06576829288624,0.019,0,1.96065829888237e-07,"5","RP11-525A16.4"
6.22464728582374e-12,1.50317669192661,0.149,0.035,2.03782502843298e-07,"5","APH1B"
7.88134631777875e-12,-4.35412611924411,0.075,0.314,2.58019515751441e-07,"5","CTSW.5"
8.22179825485472e-12,1.04531450076498,0.28,0.095,2.69165231267434e-07,"5","KLF3"
8.78951638837901e-12,1.76677467087868,0.112,0.021,2.87751187522752e-07,"5","SH2B2.3"
9.56800300030321e-12,1.59564245917764,0.137,0.03,3.13237282223927e-07,"5","SH2B3.3"
9.97548940378436e-12,1.31386754748983,0.205,0.06,3.26577572101092e-07,"5","NIPSNAP3A.3"
1.00801378190413e-11,2.21522129920473,0.087,0.013,3.30003551919772e-07,"5","LILRA6.2"
1.29683852591766e-11,1.55198548202551,0.137,0.03,4.24558996614923e-07,"5","CAMKK2.2"
1.32053931961743e-11,1.26465222961287,0.161,0.04,4.32318162456353e-07,"5","GMIP"
1.32711928125795e-11,1.66970329284471,0.155,0.038,4.34472310298229e-07,"5","PDLIM5"
1.37356069913692e-11,4.68892146377207,0.031,0.001,4.49676301683446e-07,"5","KCNMA1"
1.39471786507184e-11,3.49914015319806,0.031,0.001,4.5660273466722e-07,"5","GUCY1A3"
1.44901704505322e-11,3.2782706541215,0.031,0.001,4.74379200209522e-07,"5","KCNC3"
1.52053054404871e-11,-3.3105140300912,0.099,0.331,4.97791289510667e-07,"5","CD2.4"
1.66780677717448e-11,1.20518789785858,0.298,0.106,5.46006582711381e-07,"5","MLX"
1.67623888095139e-11,2.56218675424611,0.081,0.012,5.48767084845867e-07,"5","ACP2"
1.69378615590345e-11,-2.00694349585775,0.28,0.469,5.54511711719672e-07,"5","ISG20.2"
1.73729717182861e-11,1.77436786478053,0.118,0.024,5.68756348113251e-07,"5","EMILIN2.3"
1.76884835311238e-11,-1.27340824859133,0.54,0.644,5.7908557384193e-07,"5","EIF4A2.1"
1.81025745743328e-11,1.10838288231367,0.242,0.077,5.92642086414508e-07,"5","DNASE2"
1.99209883042596e-11,1.79700741630073,0.106,0.02,6.52173315104851e-07,"5","LTBR.3"
2.16161075486682e-11,1.46879345743287,0.174,0.047,7.07668128928299e-07,"5","SERTAD3"
2.19867591645433e-11,1.81120649209168,0.137,0.032,7.19802521528818e-07,"5","CLEC12A.4"
2.41236276803788e-11,1.72152759846034,0.099,0.018,7.8975932300024e-07,"5","GNGT2.2"
2.99561146991748e-11,2.60901267769334,0.068,0.009,9.80703283021586e-07,"5","KCNMB1.2"
3.08031867402308e-11,1.9721449139168,0.062,0.007,1.00843472750168e-06,"5","ADM.2"
3.43366571360728e-11,1.07133571243986,0.578,0.287,1.12411348132075e-06,"5","PRDX1"
3.89084234884203e-11,1.06683380702943,0.211,0.064,1.2737839681639e-06,"5","VAMP3.1"
4.12449984184018e-11,1.91671612746504,0.112,0.022,1.35027875822164e-06,"5","MARCKS.3"
4.50197809331197e-11,1.36659988572216,0.404,0.169,1.47385758818847e-06,"5","IDH2.1"
4.52844702830617e-11,1.27961781015214,0.155,0.04,1.48252298812687e-06,"5","PLD4.3"
5.24575197885128e-11,1.33399725731699,0.342,0.133,1.71735428283633e-06,"5","PMVK"
5.29818621112706e-11,1.98719967469412,0.087,0.014,1.73452020179878e-06,"5","HEG1.2"
5.6015832032675e-11,1.65643192818354,0.137,0.033,1.83384630908571e-06,"5","SEMA4A.3"
5.72434702042189e-11,1.61239974792823,0.124,0.027,1.87403672754572e-06,"5","CKAP4.3"
5.81763772753198e-11,1.11333649954396,0.186,0.054,1.90457823923942e-06,"5","ZNF593"
6.11972986187364e-11,1.04869789244551,0.205,0.062,2.00347716218019e-06,"5","TOLLIP.3"
6.85074417634275e-11,-4.92667403008184,0.019,0.238,2.24279662845109e-06,"5","OCIAD2.2"
7.1248049579366e-11,1.61925485518995,0.13,0.03,2.33251864712928e-06,"5","IRF5.2"
7.81829551828263e-11,1.58820357570236,0.155,0.041,2.55955358677537e-06,"5","ST3GAL5"
7.85675040716009e-11,1.68531830516377,0.311,0.118,2.57214294829607e-06,"5","GCA.4"
9.56142174593327e-11,2.2056113619688,0.236,0.079,3.13021825118363e-06,"5","GUSB.1"
1.25602107215089e-10,1.40008920512279,0.143,0.035,4.11196178600759e-06,"5","RASSF2.2"
1.32288641542529e-10,2.82399901997319,0.05,0.005,4.33086554681931e-06,"5","CALML4.1"
1.47706952716793e-10,1.2752506493856,0.143,0.036,4.83563021804236e-06,"5","RETN.5"
1.53071569254326e-10,-4.25296848623231,0.031,0.247,5.01125703424812e-06,"5","ALOX5AP.2"
1.80322498190763e-10,1.32871691912892,0.193,0.059,5.9033979457692e-06,"5","HEBP1.4"
1.89138902272633e-10,1.65740251430708,0.112,0.024,6.19202938260147e-06,"5","SVIL.1"
1.94664147063504e-10,1.4271232648004,0.18,0.053,6.37291484656498e-06,"5","FBP1.4"
2.16637803675763e-10,1.14138635417208,0.168,0.047,7.09228841673712e-06,"5","HDLBP.2"
2.21544595975086e-10,1.32084601057325,0.168,0.047,7.25292698303238e-06,"5","MARCH2.1"
2.33370063831511e-10,2.26942437887443,0.056,0.006,7.640069149716e-06,"5","SORT1.2"
2.33753990942493e-10,-3.66274622559071,0.062,0.28,7.65263815547533e-06,"5","CD247.3"
2.38869602612925e-10,1.75720829753652,0.106,0.022,7.82011305034193e-06,"5","CDK5.1"
2.76262942406054e-10,1.733979085145,0.112,0.024,9.04429620848938e-06,"5","PLEKHO2.2"
2.92957312014456e-10,1.47212646444731,0.18,0.053,9.59083648072927e-06,"5","MSRA.1"
3.05268275939485e-10,-1.31912836569346,0.342,0.536,9.99387281770686e-06,"5","HMGN1.1"
3.12216507187166e-10,1.67244873174493,0.118,0.026,1.02213440122935e-05,"5","DNASE1L1.1"
3.14543394857114e-10,1.33373774015231,0.472,0.225,1.02975216608322e-05,"5","RTN4"
3.3184406370137e-10,2.0621748775292,0.081,0.013,1.08639109574555e-05,"5","RP11-65J3.1.3"
3.39983431115531e-10,4.30790921806025,0.025,0.001,1.11303775678603e-05,"5","PDK4"
3.50162519174384e-10,1.38693252677471,0.112,0.024,1.1463620552731e-05,"5","ELF4.1"
3.70384369063696e-10,1.48513290729613,0.304,0.119,1.21256434744073e-05,"5","CYTH4"
3.73606378799136e-10,1.21723511248016,0.168,0.048,1.22311256291261e-05,"5","TRAPPC5.2"
4.06776032673252e-10,1.63715695574358,0.087,0.015,1.33170337576569e-05,"5","TLR1"
4.12411071665283e-10,1.25657642114088,0.435,0.198,1.3501513664178e-05,"5","NDUFB5"
4.68479412234853e-10,1.50059429377097,0.112,0.024,1.53370789977446e-05,"5","ABHD11"
5.02131898838853e-10,2.6406158706005,0.05,0.005,1.64387941041864e-05,"5","MFSD7.2"
5.54505864597926e-10,1.59659041088012,0.143,0.037,1.81534129952069e-05,"5","PNPLA6"
5.59504344240944e-10,1.00694676636986,0.13,0.032,1.831705322176e-05,"5","PRKACA.4"
5.68678867037998e-10,-3.85751631488034,0.043,0.25,1.861740874909e-05,"5","CD27.4"
5.75166660788255e-10,2.09522624625675,0.075,0.012,1.88298061408859e-05,"5","CYFIP1.2"
5.91202869599562e-10,1.49538015682025,0.112,0.024,1.93547995449504e-05,"5","SNAPC3"
6.01779269185948e-10,1.02635182059528,0.236,0.082,1.97010497146096e-05,"5","SLC44A2.1"
6.11525353139775e-10,1.39168436697923,0.137,0.035,2.002011701109e-05,"5","STK24"
6.22271244228802e-10,2.29550208537146,0.062,0.008,2.03719159935625e-05,"5","IL10RB-AS1.2"
6.76777311693635e-10,1.27916732978072,0.155,0.043,2.21563356302262e-05,"5","FKBP15.2"
7.07107054173724e-10,1.38205303886701,0.149,0.04,2.31492707395394e-05,"5","BCAP29"
7.67045815776946e-10,1.13171056250009,0.199,0.063,2.51115459169057e-05,"5","TMPO"
8.2266943178029e-10,1.21900365874065,0.261,0.097,2.69325518576231e-05,"5","MIDN.2"
8.65619251861029e-10,2.76953225250216,0.043,0.004,2.83386430674264e-05,"5","SNX21.1"
9.99444089141078e-10,1.31867767446241,0.124,0.03,3.27198005903006e-05,"5","PSEN1"
1.14387431770757e-09,1.33935002307998,0.137,0.035,3.74481574131105e-05,"5","FUCA2.2"
1.17749385403594e-09,1.37323694034962,0.13,0.033,3.85487937934285e-05,"5","SNX11"
1.24180464887904e-09,1.4164799240872,0.106,0.023,4.06542005950022e-05,"5","WDR11"
1.33530287743414e-09,1.10454909704453,0.149,0.041,4.37151456014388e-05,"5","FAM127A.3"
1.46067792108339e-09,2.67134212179941,0.062,0.009,4.78196737804279e-05,"5","TMEM164.1"
1.54888292126842e-09,2.02092114448274,0.062,0.009,5.07073290764856e-05,"5","GNB4.1"
1.55264627352503e-09,1.23652407958547,0.143,0.038,5.08305337026623e-05,"5","PAPSS1"
1.55781288142169e-09,1.36435600665473,0.161,0.047,5.09996781119832e-05,"5","SRD5A3.1"
1.56395706390771e-09,1.17065171816982,0.193,0.063,5.12008263582106e-05,"5","CDKN1A.4"
1.81513701299787e-09,1.31639724971614,0.099,0.021,5.94239555315243e-05,"5","SLC15A3.3"
1.85710868350196e-09,1.36448330493982,0.317,0.128,6.07980240804872e-05,"5","PRKCB.2"
1.88413995165225e-09,1.63680901187013,0.186,0.059,6.16829737371914e-05,"5","ATG16L2.2"
1.95276618029525e-09,1.5932420549054,0.137,0.036,6.3929659210506e-05,"5","SNX27.2"
2.24491179734546e-09,-1.67775114813006,0.273,0.445,7.34939224214958e-05,"5","IL2RG.2"
2.34847416508922e-09,1.06823886493385,0.267,0.102,7.68843472166909e-05,"5","TIMM8B.2"
2.53740866536844e-09,1.38152944932709,0.093,0.019,8.30696848868319e-05,"5","FAM214B.2"
2.93318481428436e-09,1.2221204567725,0.081,0.015,9.60266044500413e-05,"5","KIAA0513.2"
3.1185933061111e-09,1.54045760311842,0.124,0.032,0.000102096507655465,"5","LPCAT3"
3.27586116736704e-09,2.19745188362152,0.062,0.009,0.000107245142897262,"5","UPK3A.2"
3.37546098650988e-09,2.14961595035723,0.062,0.009,0.00011050584177636,"5","KNSTRN.1"
3.44284152879288e-09,3.60616662740906,0.043,0.004,0.000112711745969621,"5","E2F1"
3.52455002394506e-09,2.14494830758134,0.062,0.009,0.000115386718683913,"5","SLC30A1"
3.58708491774793e-09,1.41280240583872,0.13,0.034,0.000117433986037232,"5","RENBP.3"
3.74903401211832e-09,2.11713068277829,0.043,0.004,0.00012273587548873,"5","LAIR2.2"
3.78276618705955e-09,2.44360219571123,0.043,0.004,0.000123840199431956,"5","VNN1.2"
4.01291931572621e-09,1.88341427915807,0.081,0.015,0.000131374952558245,"5","PTRH2"
4.10930138498291e-09,3.3477456942909,0.031,0.002,0.000134530308741571,"5","SMAD1"
4.27211017968254e-09,2.19658298861598,0.068,0.011,0.000139860343062447,"5","SRGAP2.2"
4.41533670783966e-09,2.03340174586576,0.075,0.013,0.000144549293141255,"5","DKFZP761J1410.3"
4.60110244311912e-09,-2.62582248693358,0.13,0.327,0.000150630891782834,"5","STK17A.1"
4.6726937867493e-09,1.74892942261895,0.075,0.013,0.000152974649190599,"5","SBF2"
4.85883197360419e-09,-2.96125681128328,0.062,0.259,0.000159068441151854,"5","BIN1.1"
4.90768682824981e-09,1.12395330835248,0.186,0.061,0.000160667851383242,"5","CINP.1"
4.93890886824392e-09,2.20106352163896,0.056,0.007,0.000161689998528569,"5","LPCAT2.2"
5.24077866282871e-09,2.42806588344425,0.05,0.006,0.000171572611863686,"5","XYLT1"
5.30424122853743e-09,2.05923786589694,0.056,0.007,0.000173650249339858,"5","ADAMTSL4.2"
5.32845534020908e-09,3.24418029397304,0.037,0.003,0.000174442970927765,"5","QPRT"
5.35803714204273e-09,5.59526872824186,0.019,0,0.000175411419956195,"5","TRNP1"
5.35803714204273e-09,6.22281531166244,0.019,0,0.000175411419956195,"5","RP11-282O18.3"
5.51100645097538e-09,4.23475171614702,0.019,0,0.000180419329192032,"5","RP11-277B15.3"
5.51100645097538e-09,4.63823841281382,0.019,0,0.000180419329192032,"5","RP11-338C15.3"
5.51100645097538e-09,4.50653754576782,0.019,0,0.000180419329192032,"5","PDE8B"
5.51100645097538e-09,4.31674336677873,0.019,0,0.000180419329192032,"5","CYP4F22"
5.51100645097538e-09,4.84969540594023,0.019,0,0.000180419329192032,"5","LL22NC03-86G7.1"
5.54701258186924e-09,2.96021330180081,0.037,0.003,0.000181598097905235,"5","MRVI1.1"
5.57101047237328e-09,-3.66376663721395,0.031,0.221,0.000182383740844557,"5","SPOCK2.3"
5.61952985382173e-09,1.29148789397384,0.155,0.046,0.000183972168354416,"5","DYNC1LI1"
5.81880717750516e-09,-2.96649236046511,0.068,0.26,0.000190496109377164,"5","RHOH.2"
6.8656827058776e-09,1.85876164001314,0.081,0.015,0.000224768720425021,"5","HSPA6.3"
7.01044839190847e-09,1.8859054999647,0.081,0.015,0.000229508059454299,"5","ULK2"
7.59557527954161e-09,1.23946228005818,0.168,0.053,0.000248663943501633,"5","SNRNP25"
7.8338861348609e-09,2.23328751417326,0.062,0.009,0.000256465764283076,"5","JDP2.2"
7.90720116073531e-09,1.07551941727058,0.404,0.181,0.000258865951600153,"5","MRPL18"
8.13571734522157e-09,2.09536735043236,0.068,0.011,0.000266347114447864,"5","CBFA2T3.2"
8.15978695716023e-09,1.9859526624244,0.068,0.011,0.000267135105403511,"5","CTD-2267D19.2.2"
1.04780889394623e-08,-2.6998780106338,0.081,0.273,0.000343031675700116,"5","MZT2A.2"
1.08434437952105e-08,3.47802271867565,0.025,0.001,0.000354992662967601,"5","WFIKKN1"
1.10316008353828e-08,1.79462700158658,0.106,0.025,0.000361152548148762,"5","HRH2.4"
1.21413041833958e-08,1.19191361262678,0.137,0.038,0.000397482016356011,"5","AIG1.1"
1.27667974732196e-08,1.34743831104751,0.118,0.03,0.000417959415678265,"5","TBCD"
1.28731739328473e-08,1.6760261989783,0.087,0.018,0.000421441968213554,"5","TMLHE.1"
1.37633204350762e-08,1.7333426062435,0.087,0.018,0.000450583584403523,"5","RP11-81H14.2.3"
1.60217266335316e-08,1.00284869397127,0.168,0.053,0.000524519286528557,"5","ATF3.4"
1.7168077529879e-08,1.40080809159708,0.168,0.054,0.000562048522173178,"5","STAT2"
1.75110568452642e-08,1.25680562342351,0.118,0.031,0.000573276979000259,"5","CTNNA1.2"
1.75654814600658e-08,1.95338258989898,0.068,0.012,0.000575058732039633,"5","RP11-802E16.3.2"
1.92263116626605e-08,1.69675374427752,0.478,0.233,0.000629430991212179,"5","CCDC12.1"
1.95410859291539e-08,6.40190445478778,0.012,0,0.000639736071148639,"5","OLFML2B"
1.95410859291539e-08,6.51363849853733,0.012,0,0.000639736071148639,"5","ADORA1"
1.95410859291539e-08,6.90409523965659,0.012,0,0.000639736071148639,"5","AC010894.3"
1.95410859291539e-08,6.39361827043493,0.012,0,0.000639736071148639,"5","RP11-10J5.1"
1.95410859291539e-08,6.82434384849941,0.012,0,0.000639736071148639,"5","RP11-350J20.12"
1.95410859291539e-08,6.42849663709155,0.012,0,0.000639736071148639,"5","CCDC170"
1.95410859291539e-08,6.51365694618375,0.012,0,0.000639736071148639,"5","RP3-323P24.3"
1.95410859291539e-08,6.35538390079781,0.012,0,0.000639736071148639,"5","SMC5-AS1"
1.95410859291539e-08,6.37088579543866,0.012,0,0.000639736071148639,"5","CLEC12B"
1.95410859291539e-08,6.76891630262984,0.012,0,0.000639736071148639,"5","PROZ"
1.95410859291539e-08,6.60289338204902,0.012,0,0.000639736071148639,"5","ALDH1A2"
1.95410859291539e-08,6.99659826219993,0.012,0,0.000639736071148639,"5","HAP1"
1.95410859291539e-08,6.64208638207536,0.012,0,0.000639736071148639,"5","DNAH17"
2.00622404690589e-08,1.6636154259654,0.081,0.016,0.000656797628476052,"5","S100Z.3"
2.0875416412828e-08,1.69078170805864,0.081,0.016,0.000683419382523161,"5","METRNL.2"
2.40651485622019e-08,1.41122403596263,0.149,0.046,0.000787844833629366,"5","ACOT9"
2.43632941615316e-08,2.43402974298915,0.056,0.008,0.000797605524260223,"5","SEC24D.1"
2.66305489362807e-08,2.13217991718339,0.056,0.008,0.000871830911075956,"5","C9orf66.2"
2.68204147802487e-08,2.09353593335562,0.075,0.014,0.000878046739075782,"5","PWWP2B"
2.98769548808087e-08,1.09812362660728,0.168,0.055,0.000978111748887916,"5","ZDHHC7.2"
3.35487044011006e-08,1.21093452801839,0.354,0.16,0.00109831748468323,"5","ZNHIT3"
3.8404906486879e-08,2.42601664953418,0.05,0.007,0.00125729982856745,"5","FPR2.2"
3.85419728348129e-08,2.40783216606857,0.05,0.007,0.0012617871066661,"5","B3GNT8"
3.9147538480554e-08,1.38881614452682,0.106,0.026,0.00128161211477638,"5","VPS53"
3.98559861416923e-08,1.10792225773849,0.143,0.043,0.00130480527430672,"5","TMEM107.1"
4.07024191443199e-08,2.33786876965955,0.043,0.005,0.00133251579794674,"5","EXOC3L1.2"
4.67512631286507e-08,1.03294917521528,0.155,0.049,0.00153054285230577,"5","TRAPPC12"
5.09049256032324e-08,1.31688682411876,0.323,0.139,0.00166652545439862,"5","UBE2B"
5.31588068313054e-08,2.09415774388636,0.068,0.013,0.00174031301804328,"5","DRAM1.2"
5.56512281796182e-08,1.6095979722682,0.118,0.033,0.00182190990814434,"5","KIAA0930.2"
5.62558033045191e-08,1.86287291368598,0.068,0.013,0.00184170248858335,"5","CXorf21.2"
5.67622567644527e-08,2.31518755854136,0.062,0.011,0.00185828276195465,"5","RP11-22N19.2.2"
5.71601024223627e-08,-2.71537345126723,0.05,0.229,0.00187130743310331,"5","CD3G.5"
6.01271061630581e-08,1.35257437238205,0.087,0.019,0.0019684412015662,"5","ALAD"
6.7650292045833e-08,-1.03930181996669,0.59,0.653,0.00221473526099648,"5","ZFP36L2.1"
6.78868135659263e-08,1.68282522369909,0.075,0.015,0.0022224785025213,"5","SIGLEC9.3"
7.0024798106996e-08,2.14353328335789,0.13,0.039,0.00229247184042683,"5","JKAMP"
8.84689488143778e-08,1.49327958055525,0.093,0.022,0.0028962964462851,"5","GSTZ1.1"
9.07725884583843e-08,1.50470751071686,0.087,0.02,0.00297171300095059,"5","CASP7"
9.29004306962283e-08,3.19041181815486,0.037,0.004,0.00304137430013312,"5","RYR1.1"
9.65862119983956e-08,2.59827559970733,0.037,0.004,0.00316203940840348,"5","ABCC3.1"
9.7424292660101e-08,2.33120851998299,0.037,0.004,0.00318947649310639,"5","TJP2"
1.00310687429183e-07,-2.17315903914419,0.124,0.298,0.00328397128505658,"5","PRDX2.3"
1.0084756155465e-07,1.23995553171813,0.037,0.004,0.00330154747017612,"5","SYCE1"
1.02602546740407e-07,2.43471968552265,0.037,0.004,0.00335900217518745,"5","NOTCH4"
1.07127066609063e-07,1.24896208788096,0.124,0.036,0.00350712590664751,"5","RFK"
1.08995363382207e-07,2.85575542439617,0.062,0.011,0.0035682902064067,"5","SIGLEC14.2"
1.19903241373764e-07,1.7528851630189,0.056,0.009,0.00392539231609428,"5","TNNT1.2"
