herb,herb_zh,compound_id,target_gene
Danshen,丹参,dihydrotanshinlactone,Tyrosine-protein
Danshen,丹参,dihydrotanshinlactone,Sodium-dependent
Danshen,丹参,dihydrotanshinlactone,Beta-2
Danshen,丹参,dihydrotanshinlactone,Alpha-1D
Danshen,丹参,dihydrotanshinlactone,Mu-type
Danshen,丹参,dihydrotanshinlactone,Gamma-aminobutyric-acid
Danshen,丹参,dihydrotanshinlactone,Dipeptidyl
Danshen,丹参,dihydrotanshinlactone,Glycogen
Danshen,丹参,dihydrotanshinlactone,"Phosphatidylinositol-4,5-bisphosphate"
Danshen,丹参,dihydrotanshinlactone,Neuronal
Danshen,丹参,dihydrotanshinlactone,cAMP-dependent
Danshen,丹参,dihydrotanshinlactone,Ig
Danshen,丹参,dihydrotanshinlactone,Trypsin-1
Danshen,丹参,dihydrotanshinlactone,Proto-oncogene
Danshen,丹参,dihydrotanshinlactone,Cyclin-A2
Danshen,丹参,dihydrotanshinoneⅠ,"Phosphatidylinositol-4,5-bisphosphate"
Danshen,丹参,dihydrotanshinoneⅠ,Neuronal
Danshen,丹参,dihydrotanshinoneⅠ,cAMP-dependent
Danshen,丹参,dihydrotanshinoneⅠ,Ig
Danshen,丹参,dihydrotanshinoneⅠ,Nuclear
Danshen,丹参,dihydrotanshinoneⅠ,Calmodulin
Danshen,丹参,epidanshenspiroketallactone,Retinoic
Danshen,丹参,epidanshenspiroketallactone,Delta-type
Danshen,丹参,epidanshenspiroketallactone,cGMP-inhibited
Danshen,丹参,epidanshenspiroketallactone,Alpha-1A
Danshen,丹参,epidanshenspiroketallactone,Muscarinic
Danshen,丹参,epidanshenspiroketallactone,Alpha-1B
Danshen,丹参,epidanshenspiroketallactone,Beta-2
Danshen,丹参,epidanshenspiroketallactone,Alpha-1D
Danshen,丹参,epidanshenspiroketallactone,Sodium-dependent
Danshen,丹参,epidanshenspiroketallactone,Mu-type
Danshen,丹参,epidanshenspiroketallactone,Gamma-aminobutyric-acid
Danshen,丹参,epidanshenspiroketallactone,Heat
Danshen,丹参,epidanshenspiroketallactone,Cell
Danshen,丹参,epidanshenspiroketallactone,Neuronal
Danshen,丹参,epidanshenspiroketallactone,Proto-oncogene
Danshen,丹参,C09092,Alpha-1D
Danshen,丹参,C09092,Mu-type
Danshen,丹参,isocryptotanshi-none,Prostaglandin
Danshen,丹参,isocryptotanshi-none,Carbonic
Danshen,丹参,isocryptotanshi-none,Muscarinic
Danshen,丹参,isocryptotanshi-none,Retinoic
Danshen,丹参,isocryptotanshi-none,Delta-type
Danshen,丹参,isocryptotanshi-none,Acetylcholinesterase
Danshen,丹参,isocryptotanshi-none,Alpha-1A
Danshen,丹参,isocryptotanshi-none,Alpha-1B
Danshen,丹参,isocryptotanshi-none,Beta-2
Danshen,丹参,isocryptotanshi-none,Alpha-1D
Danshen,丹参,isocryptotanshi-none,DNA
Danshen,丹参,isocryptotanshi-none,D(2)
Danshen,丹参,isocryptotanshi-none,Mu-type
Danshen,丹参,isocryptotanshi-none,Gamma-aminobutyric-acid
Danshen,丹参,isocryptotanshi-none,Cell
Danshen,丹参,isocryptotanshi-none,Neuronal
Danshen,丹参,isocryptotanshi-none,Trypsin-1
Danshen,丹参,isocryptotanshi-none,Proto-oncogene
Danshen,丹参,isocryptotanshi-none,Nuclear
Danshen,丹参,Isotanshinone II,Glycogen
Danshen,丹参,Isotanshinone II,Cell
Danshen,丹参,Isotanshinone II,Neuronal
Danshen,丹参,Isotanshinone II,Serine/threonine-protein
Danshen,丹参,Isotanshinone II,Proto-oncogene
Danshen,丹参,Isotanshinone II,Cyclin-A2
Danshen,丹参,manool,Nuclear
Danshen,丹参,miltionone Ⅰ,Prostaglandin
Danshen,丹参,miltionone Ⅰ,Muscarinic
Danshen,丹参,miltionone Ⅰ,Estrogen
Danshen,丹参,miltionone Ⅰ,Androgen
Danshen,丹参,miltionone Ⅰ,Sodium
Danshen,丹参,miltionone Ⅰ,Coagulation
Danshen,丹参,miltionone Ⅰ,Carbonic
Danshen,丹参,miltionone Ⅰ,Retinoic
Danshen,丹参,miltionone Ⅰ,Delta-type
Danshen,丹参,miltionone Ⅰ,Alpha-1A
Danshen,丹参,miltionone Ⅰ,Alpha-1B
Danshen,丹参,miltionone Ⅰ,Beta-2
Danshen,丹参,miltionone Ⅰ,DNA
Danshen,丹参,miltionone Ⅰ,Mu-type
Danshen,丹参,miltionone Ⅰ,Glucocorticoid
Danshen,丹参,miltionone Ⅰ,Glycogen
Danshen,丹参,miltionone Ⅰ,Cell
Danshen,丹参,miltionone Ⅰ,Beta-lactamase
Danshen,丹参,miltionone Ⅰ,Neuronal
Danshen,丹参,miltionone Ⅰ,Ig
Danshen,丹参,miltionone Ⅰ,Proto-oncogene
Danshen,丹参,miltionone Ⅰ,Cyclin-A2
Danshen,丹参,miltionone Ⅰ,Nuclear
Danshen,丹参,miltionone Ⅱ,Prothrombin
Danshen,丹参,miltionone Ⅱ,Prostaglandin
Danshen,丹参,miltionone Ⅱ,Carbonic
Danshen,丹参,miltionone Ⅱ,Acetylcholinesterase
Danshen,丹参,miltionone Ⅱ,Progesterone
Danshen,丹参,miltionone Ⅱ,Glucocorticoid
Danshen,丹参,miltionone Ⅱ,Nuclear
Danshen,丹参,miltipolone,Estrogen
Danshen,丹参,miltipolone,Acetylcholinesterase
Danshen,丹参,Miltirone,Prostaglandin
Danshen,丹参,Miltirone,D(1A)
Danshen,丹参,Miltirone,Muscarinic
Danshen,丹参,Miltirone,Estrogen
Danshen,丹参,Miltirone,Androgen
Danshen,丹参,Miltirone,D(1B)
Danshen,丹参,Miltirone,Sodium
Danshen,丹参,Miltirone,Nitric-oxide
Danshen,丹参,Miltirone,Carbonic
Danshen,丹参,Miltirone,Alpha-2C
Danshen,丹参,Miltirone,Retinoic
Danshen,丹参,Miltirone,Delta-type
Danshen,丹参,Miltirone,Alpha-1A
Danshen,丹参,Miltirone,Alpha-1B
Danshen,丹参,Miltirone,Sodium-dependent
Danshen,丹参,Miltirone,Beta-2
Danshen,丹参,Miltirone,Alpha-1D
Danshen,丹参,Miltirone,DNA
Danshen,丹参,Miltirone,Mu-type
Danshen,丹参,Miltirone,Neuronal
Danshen,丹参,Miltirone,Nuclear
Danshen,丹参,neocryptotanshinone ii,Prostaglandin
Danshen,丹参,neocryptotanshinone ii,D(1A)
Danshen,丹参,neocryptotanshinone ii,Muscarinic
Danshen,丹参,neocryptotanshinone ii,Estrogen
Danshen,丹参,neocryptotanshinone ii,Androgen
Danshen,丹参,neocryptotanshinone ii,Sodium
Danshen,丹参,neocryptotanshinone ii,Nitric-oxide
Danshen,丹参,neocryptotanshinone ii,Carbonic
Danshen,丹参,neocryptotanshinone ii,Retinoic
Danshen,丹参,neocryptotanshinone ii,Delta-type
Danshen,丹参,neocryptotanshinone ii,cGMP-inhibited
Danshen,丹参,neocryptotanshinone ii,Alpha-1A
Danshen,丹参,neocryptotanshinone ii,Alpha-1B
Danshen,丹参,neocryptotanshinone ii,Sodium-dependent
Danshen,丹参,neocryptotanshinone ii,Beta-2
Danshen,丹参,neocryptotanshinone ii,Alpha-1D
Danshen,丹参,neocryptotanshinone ii,Mu-type
Danshen,丹参,neocryptotanshinone ii,Gamma-aminobutyric-acid
Danshen,丹参,neocryptotanshinone ii,Glycogen
Danshen,丹参,neocryptotanshinone ii,Heat
Danshen,丹参,neocryptotanshinone ii,Cell
Danshen,丹参,neocryptotanshinone ii,Neuronal
Danshen,丹参,neocryptotanshinone ii,Proto-oncogene
Danshen,丹参,neocryptotanshinone ii,Cyclin-A2
Danshen,丹参,neocryptotanshinone,DNA
Danshen,丹参,neocryptotanshinone,Mu-type
Danshen,丹参,neocryptotanshinone,Neuronal
Danshen,丹参,neocryptotanshinone,Ig
Danshen,丹参,neocryptotanshinone,Nuclear
Danshen,丹参,"1-methyl-8,9-dihydro-7H-naphtho[5,6-g]benzofuran-6,10,11-trione",Alpha-1A
Danshen,丹参,"1-methyl-8,9-dihydro-7H-naphtho[5,6-g]benzofuran-6,10,11-trione",Beta-2
Danshen,丹参,"1-methyl-8,9-dihydro-7H-naphtho[5,6-g]benzofuran-6,10,11-trione",Mu-type
Danshen,丹参,"1-methyl-8,9-dihydro-7H-naphtho[5,6-g]benzofuran-6,10,11-trione",Gamma-aminobutyric-acid
Danshen,丹参,"1-methyl-8,9-dihydro-7H-naphtho[5,6-g]benzofuran-6,10,11-trione",Dipeptidyl
Danshen,丹参,"1-methyl-8,9-dihydro-7H-naphtho[5,6-g]benzofuran-6,10,11-trione",Heat
Danshen,丹参,"1-methyl-8,9-dihydro-7H-naphtho[5,6-g]benzofuran-6,10,11-trione","Phosphatidylinositol-4,5-bisphosphate"
Danshen,丹参,"1-methyl-8,9-dihydro-7H-naphtho[5,6-g]benzofuran-6,10,11-trione",Neuronal
Danshen,丹参,"1-methyl-8,9-dihydro-7H-naphtho[5,6-g]benzofuran-6,10,11-trione",Ig
Danshen,丹参,"1-methyl-8,9-dihydro-7H-naphtho[5,6-g]benzofuran-6,10,11-trione",Nuclear
Danshen,丹参,prolithospermic acid,Nitric
Danshen,丹参,prolithospermic acid,Prostaglandin
Danshen,丹参,prolithospermic acid,Prothrombin
Danshen,丹参,prolithospermic acid,Estrogen
Danshen,丹参,prolithospermic acid,Androgen
Danshen,丹参,prolithospermic acid,Tyrosine-protein
Danshen,丹参,prolithospermic acid,Heat
Danshen,丹参,prolithospermic acid,Trypsin-1
Danshen,丹参,prolithospermic acid,Calmodulin
Danshen,丹参,"(2R)-3-(3,4-dihydroxyphenyl)-2-[(Z)-3-(3,4-dihydroxyphenyl)acryloyl]oxy-propionic acid",Prothrombin
Danshen,丹参,"(2R)-3-(3,4-dihydroxyphenyl)-2-[(Z)-3-(3,4-dihydroxyphenyl)acryloyl]oxy-propionic acid",Estrogen
Danshen,丹参,"(2R)-3-(3,4-dihydroxyphenyl)-2-[(Z)-3-(3,4-dihydroxyphenyl)acryloyl]oxy-propionic acid",Androgen
Danshen,丹参,"(2R)-3-(3,4-dihydroxyphenyl)-2-[(Z)-3-(3,4-dihydroxyphenyl)acryloyl]oxy-propionic acid",Peroxisome
Danshen,丹参,"(2R)-3-(3,4-dihydroxyphenyl)-2-[(Z)-3-(3,4-dihydroxyphenyl)acryloyl]oxy-propionic acid",Prostaglandin
Danshen,丹参,"(2R)-3-(3,4-dihydroxyphenyl)-2-[(Z)-3-(3,4-dihydroxyphenyl)acryloyl]oxy-propionic acid",Dipeptidyl
Danshen,丹参,"(2R)-3-(3,4-dihydroxyphenyl)-2-[(Z)-3-(3,4-dihydroxyphenyl)acryloyl]oxy-propionic acid",Trypsin-1
Danshen,丹参,"(2R)-3-(3,4-dihydroxyphenyl)-2-[(Z)-3-(3,4-dihydroxyphenyl)acryloyl]oxy-propionic acid",Cyclin-A2
Danshen,丹参,salvianolic acid g,Prostaglandin
Danshen,丹参,salvianolic acid j,Coagulation
Danshen,丹参,salvianolic acid j,Tyrosine-protein
Danshen,丹参,salvianolic acid j,Trypsin-1
Danshen,丹参,salvilenone Ⅰ,Prostaglandin
Danshen,丹参,salvilenone Ⅰ,Retinoic
Danshen,丹参,salvilenone Ⅰ,Acetylcholinesterase
Danshen,丹参,salvilenone Ⅰ,Progesterone
Danshen,丹参,salvilenone Ⅰ,Tyrosine-protein
Danshen,丹参,salvilenone Ⅰ,Glucocorticoid
Danshen,丹参,salvilenone Ⅰ,Nuclear
Danshen,丹参,salviolone,Prostaglandin
Danshen,丹参,salviolone,D(1A)
Danshen,丹参,salviolone,Muscarinic
Danshen,丹参,salviolone,Prothrombin
Danshen,丹参,salviolone,D(1B)
Danshen,丹参,salviolone,Sodium
Danshen,丹参,salviolone,Alpha-2A
Danshen,丹参,salviolone,Gamma-aminobutyric-acid
Danshen,丹参,salviolone,Delta-type
Danshen,丹参,salviolone,Acetylcholinesterase
Danshen,丹参,salviolone,cGMP-inhibited
Danshen,丹参,salviolone,Sodium-dependent
Danshen,丹参,salviolone,Alpha-1A
Danshen,丹参,salviolone,Alpha-2B
Danshen,丹参,salviolone,Alpha-1B
Danshen,丹参,salviolone,Beta-2
Danshen,丹参,salviolone,Neuronal
Danshen,丹参,salviolone,D(2)
Danshen,丹参,salviolone,Mu-type
Danshen,丹参,salviolone,Gamma-aminobutyric
Danshen,丹参,"(6S)-6-hydroxy-1-methyl-6-methylol-8,9-dihydro-7H-naphtho[8,7-g]benzofuran-10,11-quinone",Prothrombin
Danshen,丹参,"(6S)-6-hydroxy-1-methyl-6-methylol-8,9-dihydro-7H-naphtho[8,7-g]benzofuran-10,11-quinone",Prostaglandin
Danshen,丹参,"(6S)-6-hydroxy-1-methyl-6-methylol-8,9-dihydro-7H-naphtho[8,7-g]benzofuran-10,11-quinone",Carbonic
Danshen,丹参,"(6S)-6-hydroxy-1-methyl-6-methylol-8,9-dihydro-7H-naphtho[8,7-g]benzofuran-10,11-quinone",Acetylcholinesterase
Danshen,丹参,"(6S)-6-hydroxy-1-methyl-6-methylol-8,9-dihydro-7H-naphtho[8,7-g]benzofuran-10,11-quinone",Dipeptidyl
Danshen,丹参,"(6S)-6-hydroxy-1-methyl-6-methylol-8,9-dihydro-7H-naphtho[8,7-g]benzofuran-10,11-quinone",Heat
Danshen,丹参,"(6S)-6-hydroxy-1-methyl-6-methylol-8,9-dihydro-7H-naphtho[8,7-g]benzofuran-10,11-quinone",Trypsin-1
Danshen,丹参,"(6S)-6-hydroxy-1-methyl-6-methylol-8,9-dihydro-7H-naphtho[8,7-g]benzofuran-10,11-quinone",Nuclear
Danshen,丹参,Tanshindiol B,Prothrombin
Danshen,丹参,Tanshindiol B,Prostaglandin
Danshen,丹参,Tanshindiol B,Carbonic
Danshen,丹参,Tanshindiol B,Acetylcholinesterase
Danshen,丹参,Tanshindiol B,Dipeptidyl
Danshen,丹参,Tanshindiol B,Heat
Danshen,丹参,Tanshindiol B,Nuclear
Danshen,丹参,Przewaquinone E,Prothrombin
Danshen,丹参,Przewaquinone E,Prostaglandin
Danshen,丹参,Przewaquinone E,Carbonic
Danshen,丹参,Przewaquinone E,Acetylcholinesterase
Danshen,丹参,Przewaquinone E,Dipeptidyl
Danshen,丹参,Przewaquinone E,Heat
Danshen,丹参,Przewaquinone E,Nuclear
Danshen,丹参,tanshinone iia,D(1A)
Danshen,丹参,tanshinone iia,Muscarinic
Danshen,丹参,tanshinone iia,Prothrombin
Danshen,丹参,tanshinone iia,Sodium
Danshen,丹参,tanshinone iia,Apoptosis
Danshen,丹参,tanshinone iia,Prostaglandin
Danshen,丹参,tanshinone iia,Retinoic
Danshen,丹参,tanshinone iia,Delta-type
Danshen,丹参,tanshinone iia,Acetylcholinesterase
Danshen,丹参,tanshinone iia,Calcitonin
Danshen,丹参,tanshinone iia,Alpha-1A
Danshen,丹参,tanshinone iia,Endothelin-1
Danshen,丹参,tanshinone iia,Beta-2
Danshen,丹参,tanshinone iia,Mu-type
Danshen,丹参,tanshinone iia,Dipeptidyl
Danshen,丹参,tanshinone iia,Fatty
Danshen,丹参,tanshinone iia,Transcription
Danshen,丹参,tanshinone iia,Integrin
Danshen,丹参,tanshinone iia,Neuronal
Danshen,丹参,tanshinone iia,Cytochrome
Danshen,丹参,tanshinone iia,Cellular
Danshen,丹参,tanshinone iia,Endothelin-converting
Danshen,丹参,tanshinone iia,Nuclear
Danshen,丹参,tanshinone iia,Activator
Danshen,丹参,tanshinone iia,Caspase-3
Danshen,丹参,tanshinone iia,Cyclin-dependent
Danshen,丹参,tanshinone iia,Matrix
Danshen,丹参,tanshinone iia,Myc
Danshen,丹参,tanshinone iia,NF-kappa-B
Danshen,丹参,tanshinone iia,Nucleophosmin
Danshen,丹参,tanshinone iia,Poly
Danshen,丹参,tanshinone iia,Proto-oncogene
Danshen,丹参,"(6S)-6-(hydroxymethyl)-1,6-dimethyl-8,9-dihydro-7H-naphtho[8,7-g]benzofuran-10,11-dione",Neuronal
Danshen,丹参,"(6S)-6-(hydroxymethyl)-1,6-dimethyl-8,9-dihydro-7H-naphtho[8,7-g]benzofuran-10,11-dione",Trypsin-1
Danshen,丹参,"(6S)-6-(hydroxymethyl)-1,6-dimethyl-8,9-dihydro-7H-naphtho[8,7-g]benzofuran-10,11-dione",Nuclear
Danshen,丹参,tanshinone Ⅵ,Nuclear
Danshen,丹参,tanshinone Ⅵ,Calmodulin
Renshen,人参,Diop,Sodium
Renshen,人参,Diop,Beta-2
Renshen,人参,Stigmasterol,Prostaglandin
Renshen,人参,Stigmasterol,Muscarinic
Renshen,人参,Stigmasterol,Beta-1
Renshen,人参,Stigmasterol,Sodium
Renshen,人参,Stigmasterol,Alpha-2A
Renshen,人参,Stigmasterol,Retinoic
Renshen,人参,Stigmasterol,Sodium-dependent
Renshen,人参,Stigmasterol,Alpha-1A
Renshen,人参,Stigmasterol,Gamma-aminobutyric-acid
Renshen,人参,Stigmasterol,Progesterone
Renshen,人参,Stigmasterol,Alpha-1B
Renshen,人参,Stigmasterol,Mineralocorticoid
Renshen,人参,Stigmasterol,Beta-2
Renshen,人参,Stigmasterol,Aldose
Renshen,人参,Stigmasterol,Urokinase-type
Renshen,人参,Stigmasterol,Leukotriene
Renshen,人参,Stigmasterol,Amine
Renshen,人参,Stigmasterol,Neuronal
Renshen,人参,Stigmasterol,cAMP-dependent
Renshen,人参,Stigmasterol,Ig
Renshen,人参,Stigmasterol,Chymotrypsinogen
Renshen,人参,Stigmasterol,Nuclear
Renshen,人参,beta-sitosterol,Nuclear
Renshen,人参,beta-sitosterol,Microtubule-associated
Renshen,人参,beta-sitosterol,Apoptosis
Renshen,人参,beta-sitosterol,Caspase-3
Renshen,人参,beta-sitosterol,Caspase-8
Renshen,人参,beta-sitosterol,Caspase-9
Renshen,人参,beta-sitosterol,Protein
Renshen,人参,beta-sitosterol,Transforming
Renshen,人参,Inermin,Heat
Renshen,人参,Inermin,"Phosphatidylinositol-4,5-bisphosphate"
Renshen,人参,Inermin,Neuronal
Renshen,人参,Inermin,cAMP-dependent
Renshen,人参,Inermin,Ig
Renshen,人参,Inermin,Trypsin-1
Renshen,人参,Inermin,Nuclear
Renshen,人参,Inermin,Calmodulin
Renshen,人参,kaempferol,Nitric-oxide
Renshen,人参,kaempferol,Coagulation
Renshen,人参,kaempferol,Gamma-aminobutyric-acid
Renshen,人参,kaempferol,Acetylcholinesterase
Renshen,人参,kaempferol,Sodium-dependent
Renshen,人参,kaempferol,Progesterone
Renshen,人参,kaempferol,Muscarinic
Renshen,人参,kaempferol,Alpha-1B
Renshen,人参,kaempferol,Aldo-keto
Renshen,人参,kaempferol,Tumor
Renshen,人参,kaempferol,DNA
Renshen,人参,kaempferol,Dipeptidyl
Renshen,人参,kaempferol,Interstitial
Renshen,人参,kaempferol,Transcription
Renshen,人参,kaempferol,E-selectin
Renshen,人参,kaempferol,Cell
Renshen,人参,kaempferol,Vascular
Renshen,人参,kaempferol,Heat
Renshen,人参,kaempferol,"Phosphatidylinositol-4,5-bisphosphate"
Renshen,人参,kaempferol,Xanthine
Renshen,人参,kaempferol,Cytochrome
Renshen,人参,kaempferol,cAMP-dependent
Renshen,人参,kaempferol,Mitogen-activated
Renshen,人参,kaempferol,Heme
Renshen,人参,kaempferol,Trypsin-1
Renshen,人参,kaempferol,Glutathione
Renshen,人参,kaempferol,Aryl
Renshen,人参,kaempferol,Nuclear
Renshen,人参,kaempferol,Calmodulin
Renshen,人参,kaempferol,Serine/threonine-protein
Renshen,人参,kaempferol,Activator
Renshen,人参,kaempferol,Antileukoproteinase
Renshen,人参,kaempferol,Apoptosis
Renshen,人参,kaempferol,Caspase-3
Renshen,人参,kaempferol,Hyaluronan
Renshen,人参,kaempferol,Inhibitor
Renshen,人参,kaempferol,Intercellular
Renshen,人参,kaempferol,Peroxidase
Renshen,人参,kaempferol,Peroxisome
Renshen,人参,kaempferol,RAC-alpha
Renshen,人参,kaempferol,Signal
Renshen,人参,kaempferol,Solute
Renshen,人参,kaempferol,Type
Renshen,人参,Aposiopolamine,Muscarinic
Renshen,人参,Aposiopolamine,Sodium-dependent
Renshen,人参,Aposiopolamine,Beta-2
Renshen,人参,Aposiopolamine,Gamma-aminobutyric-acid
Renshen,人参,Aposiopolamine,Dipeptidyl
Renshen,人参,Deoxyharringtonine,Androgen
Renshen,人参,Deoxyharringtonine,Mineralocorticoid
Renshen,人参,Dianthramine,Prostaglandin
Renshen,人参,Dianthramine,Heat
Renshen,人参,arachidonate,Prostaglandin
Renshen,人参,arachidonate,Retinoic
Renshen,人参,arachidonate,Nuclear
Renshen,人参,Frutinone A,Prostaglandin
Renshen,人参,Frutinone A,Prothrombin
Renshen,人参,Frutinone A,Androgen
Renshen,人参,Frutinone A,Sodium
Renshen,人参,Frutinone A,Peroxisome
Renshen,人参,Frutinone A,Retinoic
Renshen,人参,Frutinone A,Acetylcholinesterase
Renshen,人参,Frutinone A,cGMP-inhibited
Renshen,人参,Frutinone A,Beta-2
Renshen,人参,Frutinone A,Gamma-aminobutyric-acid
Renshen,人参,Frutinone A,Dipeptidyl
Renshen,人参,Frutinone A,Heat
Renshen,人参,Frutinone A,"Phosphatidylinositol-4,5-bisphosphate"
Renshen,人参,Frutinone A,Neuronal
Renshen,人参,Frutinone A,cAMP-dependent
Renshen,人参,ginsenoside rh2,Proteasome
Renshen,人参,ginsenoside rh2,Solute
Renshen,人参,Ginsenoside-Rh4_qt,Mineralocorticoid
Renshen,人参,Ginsenoside-Rh4_qt,Nuclear
Renshen,人参,Girinimbin,Prostaglandin
Renshen,人参,Girinimbin,Sodium
Renshen,人参,Girinimbin,Retinoic
Renshen,人参,Girinimbin,Beta-2
Renshen,人参,Girinimbin,Gamma-aminobutyric-acid
Renshen,人参,Girinimbin,"Phosphatidylinositol-4,5-bisphosphate"
Renshen,人参,Girinimbin,Neuronal
Renshen,人参,Girinimbin,cAMP-dependent
Renshen,人参,Girinimbin,Nuclear
Renshen,人参,Panaxadiol,Glucocorticoid
Renshen,人参,suchilactone,Prostaglandin
Renshen,人参,suchilactone,Potassium
Renshen,人参,suchilactone,Sodium
Renshen,人参,suchilactone,Coagulation
Renshen,人参,suchilactone,Retinoic
Renshen,人参,suchilactone,cGMP-inhibited
Renshen,人参,suchilactone,Tyrosine-protein
Renshen,人参,suchilactone,Beta-2
Renshen,人参,suchilactone,Alpha-1D
Renshen,人参,suchilactone,Heat
Renshen,人参,suchilactone,cAMP-dependent
Renshen,人参,suchilactone,Nuclear
Renshen,人参,suchilactone,Calcium-activated
Renshen,人参,suchilactone,Calmodulin
Renshen,人参,alexandrin_qt,Progesterone
Renshen,人参,Fumarine,Prostaglandin
Renshen,人参,Fumarine,D(1A)
Renshen,人参,Fumarine,Muscarinic
Renshen,人参,Fumarine,Potassium
Renshen,人参,Fumarine,Sodium
Renshen,人参,Fumarine,Coagulation
Renshen,人参,Fumarine,Vascular
Renshen,人参,Fumarine,Delta-type
Renshen,人参,Fumarine,cGMP-inhibited
Renshen,人参,Fumarine,Alpha-1B
Renshen,人参,Fumarine,Sodium-dependent
Renshen,人参,Fumarine,Beta-2
Renshen,人参,Fumarine,Alpha-1D
Renshen,人参,Fumarine,DNA
Renshen,人参,Fumarine,Mu-type
Renshen,人参,Fumarine,Heat
Renshen,人参,Fumarine,cAMP-specific
Renshen,人参,Fumarine,cAMP-dependent
Renshen,人参,Fumarine,Voltage-dependent
Renshen,人参,Fumarine,Calmodulin
Gegen,葛根,formononetin,Prostaglandin
Gegen,葛根,formononetin,Prothrombin
Gegen,葛根,formononetin,Muscarinic
Gegen,葛根,formononetin,Estrogen
Gegen,葛根,formononetin,Androgen
Gegen,葛根,formononetin,Peroxisome
Gegen,葛根,formononetin,Nitric-oxide
Gegen,葛根,formononetin,Retinoic
Gegen,葛根,formononetin,Acetylcholinesterase
Gegen,葛根,formononetin,cGMP-inhibited
Gegen,葛根,formononetin,Alpha-1A
Gegen,葛根,formononetin,Sodium-dependent
Gegen,葛根,formononetin,Beta-2
Gegen,葛根,formononetin,Dipeptidyl
Gegen,葛根,formononetin,Mitogen-activated
Gegen,葛根,formononetin,Transcription
Gegen,葛根,formononetin,Glycogen
Gegen,葛根,formononetin,Heat
Gegen,葛根,formononetin,Cell
Gegen,葛根,formononetin,Beta-lactamase
Gegen,葛根,formononetin,Amine
Gegen,葛根,formononetin,Serine/threonine-protein
Gegen,葛根,formononetin,cAMP-dependent
Gegen,葛根,formononetin,NADH-ubiquinone
Gegen,葛根,formononetin,ATP
Gegen,葛根,formononetin,Trypsin-1
Gegen,葛根,formononetin,Proto-oncogene
Gegen,葛根,formononetin,Cyclin-A2
Gegen,葛根,formononetin,Calmodulin
Gegen,葛根,formononetin,Interleukin-4
Gegen,葛根,formononetin,NAD-dependent
Gegen,葛根,beta-sitosterol,Nuclear
Gegen,葛根,beta-sitosterol,Microtubule-associated
Gegen,葛根,beta-sitosterol,Apoptosis
Gegen,葛根,beta-sitosterol,Caspase-3
Gegen,葛根,beta-sitosterol,Caspase-8
Gegen,葛根,beta-sitosterol,Caspase-9
Gegen,葛根,beta-sitosterol,Protein
Gegen,葛根,beta-sitosterol,Transforming
Gegen,葛根,3'-Methoxydaidzein,Heat
Gegen,葛根,3'-Methoxydaidzein,Cell
Gegen,葛根,3'-Methoxydaidzein,Serine/threonine-protein
Gegen,葛根,3'-Methoxydaidzein,cAMP-dependent
Gegen,葛根,3'-Methoxydaidzein,Trypsin-1
Gegen,葛根,3'-Methoxydaidzein,Proto-oncogene
Gegen,葛根,3'-Methoxydaidzein,Cyclin-A2
Gegen,葛根,3'-Methoxydaidzein,Nuclear
Gegen,葛根,3'-Methoxydaidzein,Calmodulin
Gegen,葛根,"Daidzein-4,7-diglucoside",DNA
Huangqi,黄芪,Jaranol,Nitric
Huangqi,黄芪,Jaranol,Prostaglandin
Huangqi,黄芪,Jaranol,Androgen
Huangqi,黄芪,Jaranol,Sodium
Huangqi,黄芪,Jaranol,Estrogen
Huangqi,黄芪,Jaranol,Dipeptidyl
Huangqi,黄芪,Jaranol,Heat
Huangqi,黄芪,Jaranol,Cell
Huangqi,黄芪,Jaranol,Serine/threonine-protein
Huangqi,黄芪,Jaranol,Trypsin-1
Huangqi,黄芪,Jaranol,Nuclear
Huangqi,黄芪,Jaranol,Calmodulin
Huangqi,黄芪,hederagenin,Gamma-aminobutyric-acid
Huangqi,黄芪,hederagenin,Progesterone
Huangqi,黄芪,hederagenin,Muscarinic
Huangqi,黄芪,hederagenin,Alpha-1B
Huangqi,黄芪,hederagenin,Cytochrome
Huangqi,黄芪,hederagenin,Lysozyme
Huangqi,黄芪,hederagenin,Ig
Huangqi,黄芪,hederagenin,Nicotinate-nucleotide--dimethylbenzimidazole
Huangqi,黄芪,hederagenin,Glutamate
Huangqi,黄芪,hederagenin,Nuclear
Huangqi,黄芪,"(3S,8S,9S,10R,13R,14S,17R)-10,13-dimethyl-17-[(2R,5S)-5-propan-2-yloctan-2-yl]-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",Progesterone
Huangqi,黄芪,isorhamnetin,Nitric
Huangqi,黄芪,isorhamnetin,Prostaglandin
Huangqi,黄芪,isorhamnetin,Prothrombin
Huangqi,黄芪,isorhamnetin,Estrogen
Huangqi,黄芪,isorhamnetin,Androgen
Huangqi,黄芪,isorhamnetin,Peroxisome
Huangqi,黄芪,isorhamnetin,Nitric-oxide
Huangqi,黄芪,isorhamnetin,Coagulation
Huangqi,黄芪,isorhamnetin,Acetylcholinesterase
Huangqi,黄芪,isorhamnetin,Tyrosine-protein
Huangqi,黄芪,isorhamnetin,Aldose
Huangqi,黄芪,isorhamnetin,Gamma-aminobutyric-acid
Huangqi,黄芪,isorhamnetin,Dipeptidyl
