gene,name,score,source
D2HGDH,D-2-Hydroxyglutarate Dehydrogenase,1.17315,GeneCards
DEF6,DEF6 Guanine Nucleotide Exchange Factor,1.17315,GeneCards
DHDDS,Dehydrodolichyl Diphosphate Synthase Subunit,1.17315,GeneCards
DYNC1I2,Dynein Cytoplasmic 1 Intermediate Chain 2,1.17315,GeneCards
EPB41L3,Erythrocyte Membrane Protein Band 4.1 Like 3,1.17315,GeneCards
FKBP5,FKBP Prolyl Isomerase 5,1.17315,GeneCards
GAK,Cyclin G Associated Kinase,1.17315,GeneCards
GBA2,Glucosylceramidase Beta 2,1.17315,GeneCards
GNPTAB,N-Acetylglucosamine-1-Phosphate Transferase Subunits Alpha And Beta,1.17315,GeneCards
GRIK1,Glutamate Ionotropic Receptor Kainate Type Subunit 1,1.17315,GeneCards
GYS2,Glycogen Synthase 2,1.17315,GeneCards
HDAC11,Histone Deacetylase 11,1.17315,GeneCards
HNRNPR,Heterogeneous Nuclear Ribonucleoprotein R,1.17315,GeneCards
KMT5A,Lysine Methyltransferase 5A,1.17315,GeneCards
MAD1L1,Mitotic Arrest Deficient 1 Like 1,1.17315,GeneCards
MEIS2,Meis Homeobox 2,1.17315,GeneCards
MYO10,Myosin X,1.17315,GeneCards
MYO19,Myosin XIX,1.17315,GeneCards
MYRF,Myelin Regulatory Factor,1.17315,GeneCards
NARS2,"Asparaginyl-TRNA Synthetase 2, Mitochondrial",1.17315,GeneCards
OPRK1,Opioid Receptor Kappa 1,1.17315,GeneCards
PEX1,Peroxisomal Biogenesis Factor 1,1.17315,GeneCards
PFAS,Phosphoribosylformylglycinamidine Synthase,1.17315,GeneCards
PLEKHG2,Pleckstrin Homology And RhoGEF Domain Containing G2,1.17315,GeneCards
POLQ,DNA Polymerase Theta,1.17315,GeneCards
PPP2R1B,Protein Phosphatase 2 Scaffold Subunit Abeta,1.17315,GeneCards
PPP3CC,Protein Phosphatase 3 Catalytic Subunit Gamma,1.17315,GeneCards
PTPRZ1,Protein Tyrosine Phosphatase Receptor Type Z1,1.17315,GeneCards
PYCR2,Pyrroline-5-Carboxylate Reductase 2,1.17315,GeneCards
RGR,Retinal G Protein Coupled Receptor,1.17315,GeneCards
RPL3,Ribosomal Protein L3,1.17315,GeneCards
SEC31A,"SEC31 Homolog A, COPII Component",1.17315,GeneCards
SLC16A2,Solute Carrier Family 16 Member 2,1.17315,GeneCards
SLC25A22,Solute Carrier Family 25 Member 22,1.17315,GeneCards
SLC27A5,Solute Carrier Family 27 Member 5,1.17315,GeneCards
SLC36A1,Solute Carrier Family 36 Member 1,1.17315,GeneCards
SLC9A6,Solute Carrier Family 9 Member A6,1.17315,GeneCards
SUMF1,Sulfatase Modifying Factor 1,1.17315,GeneCards
TPK1,Thiamin Pyrophosphokinase 1,1.17315,GeneCards
TSFM,"Ts Translation Elongation Factor, Mitochondrial",1.17315,GeneCards
TTBK2,Tau Tubulin Kinase 2,1.17315,GeneCards
U2AF2,U2 Small Nuclear RNA Auxiliary Factor 2,1.17315,GeneCards
UQCRC2,Ubiquinol-Cytochrome C Reductase Core Protein 2,1.17315,GeneCards
VPS16,VPS16 Core Subunit Of CORVET And HOPS Complexes,1.17315,GeneCards
WNT2B,Wnt Family Member 2B,1.17315,GeneCards
ZFYVE26,Zinc Finger FYVE-Type Containing 26,1.17315,GeneCards
ADCYAP1R1,ADCYAP Receptor Type I,1.17315,GeneCards
ADGRG6,Adhesion G Protein-Coupled Receptor G6,1.17315,GeneCards
AFDN,"Afadin, Adherens Junction Formation Factor",1.17315,GeneCards
AP4B1,Adaptor Related Protein Complex 4 Subunit Beta 1,1.17315,GeneCards
ARHGAP35,Rho GTPase Activating Protein 35,1.17315,GeneCards
ASPM,Assembly Factor For Spindle Microtubules,1.17315,GeneCards
ATP5F1D,ATP Synthase F1 Subunit Delta,1.17315,GeneCards
ATP8A2,ATPase Phospholipid Transporting 8A2,1.17315,GeneCards
BAZ2B,Bromodomain Adjacent To Zinc Finger Domain 2B,1.17315,GeneCards
CC2D2A,Coiled-Coil And C2 Domain Containing 2A,1.17315,GeneCards
CCT3,Chaperonin Containing TCP1 Subunit 3,1.17315,GeneCards
CDC5L,Cell Division Cycle 5 Like,1.17315,GeneCards
CIB2,Calcium And Integrin Binding Family Member 2,1.17315,GeneCards
CSTB,Cystatin B,1.17315,GeneCards
DAP3,Death Associated Protein 3,1.17315,GeneCards
DHX37,DEAH-Box Helicase 37,1.17315,GeneCards
DMBT1,Deleted In Malignant Brain Tumors 1,1.17315,GeneCards
DOK1,Docking Protein 1,1.17315,GeneCards
DPP6,Dipeptidyl Peptidase Like 6,1.17315,GeneCards
ECT2,Epithelial Cell Transforming 2,1.17315,GeneCards
ETHE1,ETHE1 Persulfide Dioxygenase,1.17315,GeneCards
FARP2,"FERM, ARH/RhoGEF And Pleckstrin Domain Protein 2",1.17315,GeneCards
FASTKD2,FAST Kinase Domains 2,1.17315,GeneCards
FKRP,Fukutin Related Protein,1.17315,GeneCards
FKTN,Fukutin,1.17315,GeneCards
GDI1,GDP Dissociation Inhibitor 1,1.17315,GeneCards
GRIK5,Glutamate Ionotropic Receptor Kainate Type Subunit 5,1.17315,GeneCards
GRK1,G Protein-Coupled Receptor Kinase 1,1.17315,GeneCards
IPO8,Importin 8,1.17315,GeneCards
LRRC8A,Leucine Rich Repeat Containing 8 VRAC Subunit A,1.17315,GeneCards
MBD5,Methyl-CpG Binding Domain Protein 5,1.17315,GeneCards
MELK,Maternal Embryonic Leucine Zipper Kinase,1.17315,GeneCards
MIB2,MIB E3 Ubiquitin Protein Ligase 2,1.17315,GeneCards
MST1,Macrophage Stimulating 1,1.17315,GeneCards
MTA3,Metastasis Associated 1 Family Member 3,1.17315,GeneCards
NALCN,"Sodium Leak Channel, Non-Selective",1.17315,GeneCards
NANS,N-Acetylneuraminate Synthase,1.17315,GeneCards
NCOA6,Nuclear Receptor Coactivator 6,1.17315,GeneCards
P4HA2,Prolyl 4-Hydroxylase Subunit Alpha 2,1.17315,GeneCards
PEX6,Peroxisomal Biogenesis Factor 6,1.17315,GeneCards
PIK3AP1,Phosphoinositide-3-Kinase Adaptor Protein 1,1.17315,GeneCards
PLAA,Phospholipase A2 Activating Protein,1.17315,GeneCards
PREX2,"Phosphatidylinositol-3,4,5-Trisphosphate Dependent Rac Exchange Factor 2",1.17315,GeneCards
PSENEN,"Presenilin Enhancer, Gamma-Secretase Subunit",1.17315,GeneCards
PSMD3,"Proteasome 26S Subunit, Non-ATPase 3",1.17315,GeneCards
PTPRM,Protein Tyrosine Phosphatase Receptor Type M,1.17315,GeneCards
RHOH,Ras Homolog Family Member H,1.17315,GeneCards
RPS18,Ribosomal Protein S18,1.17315,GeneCards
SACS,Sacsin Molecular Chaperone,1.17315,GeneCards
SCN7A,Sodium Voltage-Gated Channel Alpha Subunit 7,1.17315,GeneCards
SLC26A5,Solute Carrier Family 26 Member 5,1.17315,GeneCards
SLC39A7,Solute Carrier Family 39 Member 7,1.17315,GeneCards
SLC4A3,Solute Carrier Family 4 Member 3,1.17315,GeneCards
SLC7A5,Solute Carrier Family 7 Member 5,1.17315,GeneCards
STK36,Serine/Threonine Kinase 36,1.17315,GeneCards
TAF10,TATA-Box Binding Protein Associated Factor 10,1.17315,GeneCards
TBC1D4,TBC1 Domain Family Member 4,1.17315,GeneCards
TCP1,T-Complex 1,1.17315,GeneCards
THOC2,THO Complex Subunit 2,1.17315,GeneCards
TIAM2,TIAM Rac1 Associated GEF 2,1.17315,GeneCards
TOR1AIP1,Torsin 1A Interacting Protein 1,1.17315,GeneCards
TP53BP2,Tumor Protein P53 Binding Protein 2,1.17315,GeneCards
UNC119,Unc-119 Lipid Binding Chaperone,1.17315,GeneCards
USP15,Ubiquitin Specific Peptidase 15,1.17315,GeneCards
USP2,Ubiquitin Specific Peptidase 2,1.17315,GeneCards
VPS45,Vacuolar Protein Sorting 45 Homolog,1.17315,GeneCards
WDFY3,WD Repeat And FYVE Domain Containing 3,1.17315,GeneCards
WDR26,WD Repeat Domain 26,1.17315,GeneCards
ALG9,"ALG9 Alpha-1,2-Mannosyltransferase",1.17315,GeneCards
ANKFY1,Ankyrin Repeat And FYVE Domain Containing 1,1.17315,GeneCards
ANKZF1,Ankyrin Repeat And Zinc Finger Peptidyl TRNA Hydrolase 1,1.17315,GeneCards
ARF4,ARF GTPase 4,1.17315,GeneCards
ARHGEF4,Rho Guanine Nucleotide Exchange Factor 4,1.17315,GeneCards
BRD7,Bromodomain Containing 7,1.17315,GeneCards
CASQ1,Calsequestrin 1,1.17315,GeneCards
CEACAM1,CEA Cell Adhesion Molecule 1,1.17315,GeneCards
CENPT,Centromere Protein T,1.17315,GeneCards
CEP120,Centrosomal Protein 120,1.17315,GeneCards
CLCN1,Chloride Voltage-Gated Channel 1,1.17315,GeneCards
COLGALT1,Collagen Beta(1-O)Galactosyltransferase 1,1.17315,GeneCards
CRLF1,Cytokine Receptor Like Factor 1,1.17315,GeneCards
CSDE1,Cold Shock Domain Containing E1,1.17315,GeneCards
DNAH9,Dynein Axonemal Heavy Chain 9,1.17315,GeneCards
EIF3B,Eukaryotic Translation Initiation Factor 3 Subunit B,1.17315,GeneCards
EML4,EMAP Like 4,1.17315,GeneCards
ESCO2,Establishment Of Sister Chromatid Cohesion N-Acetyltransferase 2,1.17315,GeneCards
ESRRG,Estrogen Related Receptor Gamma,1.17315,GeneCards
FOXA1,Forkhead Box A1,1.17315,GeneCards
FRAS1,Fraser Extracellular Matrix Complex Subunit 1,1.17315,GeneCards
GABRA3,Gamma-Aminobutyric Acid Type A Receptor Subunit Alpha3,1.17315,GeneCards
GALNT12,Polypeptide N-Acetylgalactosaminyltransferase 12,1.17315,GeneCards
GCNT2,Glucosaminyl (N-Acetyl) Transferase 2 (I Blood Group),1.17315,GeneCards
GIPR,Gastric Inhibitory Polypeptide Receptor,1.17315,GeneCards
GMPPA,GDP-Mannose Pyrophosphorylase A,1.17315,GeneCards
GPC6,Glypican 6,1.17315,GeneCards
GRM4,Glutamate Metabotropic Receptor 4,1.17315,GeneCards
HOXB13,Homeobox B13,1.17315,GeneCards
HSPA1L,Heat Shock Protein Family A (Hsp70) Member 1 Like,1.17315,GeneCards
JUNB,"JunB Proto-Oncogene, AP-1 Transcription Factor Subunit",1.17315,GeneCards
KCNT1,Potassium Sodium-Activated Channel Subfamily T Member 1,1.17315,GeneCards
KPNB1,Karyopherin Subunit Beta 1,1.17315,GeneCards
KRT2,Keratin 2,1.17315,GeneCards
LMO7,LIM Domain 7,1.17315,GeneCards
LYST,Lysosomal Trafficking Regulator,1.17315,GeneCards
MAP3K10,Mitogen-Activated Protein Kinase Kinase Kinase 10,1.17315,GeneCards
MAP3K9,Mitogen-Activated Protein Kinase Kinase Kinase 9,1.17315,GeneCards
MBTPS2,"Membrane Bound Transcription Factor Peptidase, Site 2",1.17315,GeneCards
MYOC,Myocilin,1.17315,GeneCards
MYOD1,Myogenic Differentiation 1,1.17315,GeneCards
MYT1L,Myelin Transcription Factor 1 Like,1.17315,GeneCards
NCAPD3,Non-SMC Condensin II Complex Subunit D3,1.17315,GeneCards
NPLOC4,"NPL4 Homolog, Ubiquitin Recognition Factor",1.17315,GeneCards
NRXN3,Neurexin 3,1.17315,GeneCards
PDCD6IP,Programmed Cell Death 6 Interacting Protein,1.17315,GeneCards
PKHD1,PKHD1 Ciliary IPT Domain Containing Fibrocystin/Polyductin,1.17315,GeneCards
POLR3F,RNA Polymerase III Subunit F,1.17315,GeneCards
PORCN,Porcupine O-Acyltransferase,1.17315,GeneCards
PPA2,Inorganic Pyrophosphatase 2,1.17315,GeneCards
PPP2CB,Protein Phosphatase 2 Catalytic Subunit Beta,1.17315,GeneCards
PSMC1,"Proteasome 26S Subunit, ATPase 1",1.17315,GeneCards
PTCH2,Patched 2,1.17315,GeneCards
RAB33B,"RAB33B, Member RAS Oncogene Family",1.17315,GeneCards
RALGDS,Ral Guanine Nucleotide Dissociation Stimulator,1.17315,GeneCards
RASGRF1,Ras Protein Specific Guanine Nucleotide Releasing Factor 1,1.17315,GeneCards
RBBP6,"RB Binding Protein 6, Ubiquitin Ligase",1.17315,GeneCards
RBL1,RB Transcriptional Corepressor Like 1,1.17315,GeneCards
RDH11,Retinol Dehydrogenase 11,1.17315,GeneCards
RNASEH2A,Ribonuclease H2 Subunit A,1.17315,GeneCards
RP1,RP1 Axonemal Microtubule Associated,1.17315,GeneCards
RP2,RP2 Activator Of ARL3 GTPase,1.17315,GeneCards
RPIA,Ribose 5-Phosphate Isomerase A,1.17315,GeneCards
RPL28,Ribosomal Protein L28,1.17315,GeneCards
SEMA5A,Semaphorin 5A,1.17315,GeneCards
SFTPA1,Surfactant Protein A1,1.17315,GeneCards
SNCAIP,Synuclein Alpha Interacting Protein,1.17315,GeneCards
SUMO2,Small Ubiquitin Like Modifier 2,1.17315,GeneCards
TBC1D1,TBC1 Domain Family Member 1,1.17315,GeneCards
TBXT,T-Box Transcription Factor T,1.17315,GeneCards
TLE1,"TLE Family Member 1, Transcriptional Corepressor",1.17315,GeneCards
TNNT1,"Troponin T1, Slow Skeletal Type",1.17315,GeneCards
TRAIP,TRAF Interacting Protein,1.17315,GeneCards
TRIT1,TRNA Isopentenyltransferase 1,1.17315,GeneCards
TRMU,TRNA Mitochondrial 2-Thiouridylase,1.17315,GeneCards
UBE2A,Ubiquitin Conjugating Enzyme E2 A,1.17315,GeneCards
UBR5,Ubiquitin Protein Ligase E3 Component N-Recognin 5,1.17315,GeneCards
UNC13A,Unc-13 Homolog A,1.17315,GeneCards
UROS,Uroporphyrinogen III Synthase,1.17315,GeneCards
VANGL1,VANGL Planar Cell Polarity Protein 1,1.17315,GeneCards
VIPR2,Vasoactive Intestinal Peptide Receptor 2,1.17315,GeneCards
VPS35,VPS35 Retromer Complex Component,1.17315,GeneCards
XPNPEP3,X-Prolyl Aminopeptidase 3,1.17315,GeneCards
ZFYVE27,Zinc Finger FYVE-Type Containing 27,1.17315,GeneCards
ZIC1,Zic Family Zinc Finger 1,1.17315,GeneCards
ZMYND8,Zinc Finger MYND-Type Containing 8,1.17315,GeneCards
ACTN3,Actinin Alpha 3,1.17315,GeneCards
ADCY4,Adenylate Cyclase 4,1.17315,GeneCards
ADGRB2,Adhesion G Protein-Coupled Receptor B2,1.17315,GeneCards
AFF4,ALF Transcription Elongation Factor 4,1.17315,GeneCards
AKR1C1,Aldo-Keto Reductase Family 1 Member C1,1.17315,GeneCards
APLP2,Amyloid Beta Precursor Like Protein 2,1.17315,GeneCards
ARHGAP29,Rho GTPase Activating Protein 29,1.17315,GeneCards
ARHGAP6,Rho GTPase Activating Protein 6,1.17315,GeneCards
ARHGEF11,Rho Guanine Nucleotide Exchange Factor 11,1.17315,GeneCards
ASTN2,Astrotactin 2,1.17315,GeneCards
ATAD1,ATPase Family AAA Domain Containing 1,1.17315,GeneCards
AVPR1A,Arginine Vasopressin Receptor 1A,1.17315,GeneCards
BACH2,BACH Transcriptional Regulator 2,1.17315,GeneCards
BCAT1,Branched Chain Amino Acid Transaminase 1,1.17315,GeneCards
CCNE2,Cyclin E2,1.17315,GeneCards
CHST3,Carbohydrate Sulfotransferase 3,1.17315,GeneCards
CLCN4,Cl-/H+ Antiporter 4,1.17315,GeneCards
CNOT2,CCR4-NOT Transcription Complex Subunit 2,1.17315,GeneCards
CNTRL,Centriolin,1.17315,GeneCards
COL27A1,Collagen Type XXVII Alpha 1 Chain,1.17315,GeneCards
CRB2,Crumbs Cell Polarity Complex Component 2,1.17315,GeneCards
CRHR2,Corticotropin Releasing Hormone Receptor 2,1.17315,GeneCards
CYC1,Cytochrome C1,1.17315,GeneCards
DNAJB2,DnaJ Heat Shock Protein Family (Hsp40) Member B2,1.17315,GeneCards
DNAJC13,DnaJ Heat Shock Protein Family (Hsp40) Member C13,1.17315,GeneCards
ELOB,Elongin B,1.17315,GeneCards
ELOC,Elongin C,1.17315,GeneCards
ERLIN1,ER Lipid Raft Associated 1,1.17315,GeneCards
FAAH,Fatty Acid Amide Hydrolase,1.17315,GeneCards
FERMT2,FERM Domain Containing Kindlin 2,1.17315,GeneCards
FOXN1,Forkhead Box N1,1.17315,GeneCards
FRMPD4,FERM And PDZ Domain Containing 4,1.17315,GeneCards
FZD7,Frizzled Class Receptor 7,1.17315,GeneCards
GAB2,GRB2 Associated Binding Protein 2,1.17315,GeneCards
GCSH,Glycine Cleavage System Protein H,1.17315,GeneCards
GGA3,"Golgi Associated, Gamma Adaptin Ear Containing, ARF Binding Protein 3",1.17315,GeneCards
GJB3,Gap Junction Protein Beta 3,1.17315,GeneCards
IFT38,Intraflagellar Transport 38,1.17315,GeneCards
KCNK9,Potassium Two Pore Domain Channel Subfamily K Member 9,1.17315,GeneCards
LOXL3,Lysyl Oxidase Like 3,1.17315,GeneCards
LTK,Leukocyte Receptor Tyrosine Kinase,1.17315,GeneCards
MAP3K6,Mitogen-Activated Protein Kinase Kinase Kinase 6,1.17315,GeneCards
MAP4K1,Mitogen-Activated Protein Kinase Kinase Kinase Kinase 1,1.17315,GeneCards
MATK,Megakaryocyte-Associated Tyrosine Kinase,1.17315,GeneCards
MED16,Mediator Complex Subunit 16,1.17315,GeneCards
MKI67,Marker Of Proliferation Ki-67,1.17315,GeneCards
MYH3,Myosin Heavy Chain 3,1.17315,GeneCards
MYOT,Myotilin,1.17315,GeneCards
NAA15,"N-Alpha-Acetyltransferase 15, NatA Auxiliary Subunit",1.17315,GeneCards
NBAS,NBAS Subunit Of NRZ Tethering Complex,1.17315,GeneCards
NECTIN4,Nectin Cell Adhesion Molecule 4,1.17315,GeneCards
NELFE,Negative Elongation Factor Complex Member E,1.17315,GeneCards
NTF3,Neurotrophin 3,1.17315,GeneCards
PICK1,Protein Interacting With PRKCA 1,1.17315,GeneCards
PPFIBP1,PPFIB Scaffold Protein 1,1.17315,GeneCards
PROKR2,Prokineticin Receptor 2,1.17315,GeneCards
PSMA2,Proteasome 20S Subunit Alpha 2,1.17315,GeneCards
PSMD13,"Proteasome 26S Subunit, Non-ATPase 13",1.17315,GeneCards
RAB4A,"RAB4A, Member RAS Oncogene Family",1.17315,GeneCards
RFWD3,Ring Finger And WD Repeat Domain 3,1.17315,GeneCards
RPL10A,Ribosomal Protein L10a,1.17315,GeneCards
RPL12,Ribosomal Protein L12,1.17315,GeneCards
RPL35A,Ribosomal Protein L35a,1.17315,GeneCards
RPL4,Ribosomal Protein L4,1.17315,GeneCards
RPS3A,Ribosomal Protein S3A,1.17315,GeneCards
RPS4X,Ribosomal Protein S4 X-Linked,1.17315,GeneCards
SLC44A4,Solute Carrier Family 44 Member 4,1.17315,GeneCards
SLC45A2,Solute Carrier Family 45 Member 2,1.17315,GeneCards
SLIT3,Slit Guidance Ligand 3,1.17315,GeneCards
SORBS1,Sorbin And SH3 Domain Containing 1,1.17315,GeneCards
SOX11,SRY-Box Transcription Factor 11,1.17315,GeneCards
SRGAP2,SLIT-ROBO Rho GTPase Activating Protein 2,1.17315,GeneCards
SRPK1,SRSF Protein Kinase 1,1.17315,GeneCards
STAG3,STAG3 Cohesin Complex Component,1.17315,GeneCards
STX11,Syntaxin 11,1.17315,GeneCards
SYNJ2,Synaptojanin 2,1.17315,GeneCards
TMC1,Transmembrane Channel Like 1,1.17315,GeneCards
TMPRSS3,Transmembrane Serine Protease 3,1.17315,GeneCards
TUB,TUB Bipartite Transcription Factor,1.17315,GeneCards
UBE2C,Ubiquitin Conjugating Enzyme E2 C,1.17315,GeneCards
UBE2V1,Ubiquitin Conjugating Enzyme E2 V1,1.17315,GeneCards
WAC,WW Domain Containing Adaptor With Coiled-Coil,1.17315,GeneCards
ZCCHC8,Zinc Finger CCHC-Type Containing 8,1.17315,GeneCards
AGAP2,"ArfGAP With GTPase Domain, Ankyrin Repeat And PH Domain 2",1.17315,GeneCards
AHCYL1,Adenosylhomocysteinase Like 1,1.17315,GeneCards
ANO1,Anoctamin 1,1.17315,GeneCards
AP1M1,Adaptor Related Protein Complex 1 Subunit Mu 1,1.17315,GeneCards
AP2A1,Adaptor Related Protein Complex 2 Subunit Alpha 1,1.17315,GeneCards
CDC23,Cell Division Cycle 23,1.17315,GeneCards
CDK5R1,Cyclin Dependent Kinase 5 Regulatory Subunit 1,1.17315,GeneCards
CHRM4,Cholinergic Receptor Muscarinic 4,1.17315,GeneCards
DAPK3,Death Associated Protein Kinase 3,1.17315,GeneCards
DCT,Dopachrome Tautomerase,1.17315,GeneCards
DDX20,DEAD-Box Helicase 20,1.17315,GeneCards
DENND5A,DENN Domain Containing 5A,1.17315,GeneCards
DSE,Dermatan Sulfate Epimerase,1.17315,GeneCards
E2F2,E2F Transcription Factor 2,1.17315,GeneCards
EOMES,Eomesodermin,1.17315,GeneCards
ESPL1,"Extra Spindle Pole Bodies Like 1, Separase",1.17315,GeneCards
EXOSC3,Exosome Component 3,1.17315,GeneCards
FARP1,"FERM, ARH/RhoGEF And Pleckstrin Domain Protein 1",1.17315,GeneCards
FRK,Fyn Related Src Family Tyrosine Kinase,1.17315,GeneCards
GATAD2A,GATA Zinc Finger Domain Containing 2A,1.17315,GeneCards
GNA13,G Protein Subunit Alpha 13,1.17315,GeneCards
GPC1,Glypican 1,1.17315,GeneCards
HCRTR1,Hypocretin Receptor 1,1.17315,GeneCards
IFT57,Intraflagellar Transport 57,1.17315,GeneCards
IL15RA,Interleukin 15 Receptor Subunit Alpha,1.17315,GeneCards
KPNA1,Karyopherin Subunit Alpha 1,1.17315,GeneCards
LEFTY2,Left-Right Determination Factor 2,1.17315,GeneCards
MNAT1,MNAT1 Component Of CDK Activating Kinase,1.17315,GeneCards
NAE1,NEDD8 Activating Enzyme E1 Subunit 1,1.17315,GeneCards
NDUFB9,NADH:Ubiquinone Oxidoreductase Subunit B9,1.17315,GeneCards
NHLRC1,NHL Repeat Containing E3 Ubiquitin Protein Ligase 1,1.17315,GeneCards
NISCH,Nischarin,1.17315,GeneCards
NLGN3,Neuroligin 3,1.17315,GeneCards
OPRD1,Opioid Receptor Delta 1,1.17315,GeneCards
ORC6,Origin Recognition Complex Subunit 6,1.17315,GeneCards
PDP1,Pyruvate Dehydrogenase Phosphatase Catalytic Subunit 1,1.17315,GeneCards
PHC2,Polyhomeotic Homolog 2,1.17315,GeneCards
PHKB,Phosphorylase Kinase Regulatory Subunit Beta,1.17315,GeneCards
PIAS2,Protein Inhibitor Of Activated STAT 2,1.17315,GeneCards
PIGA,Phosphatidylinositol Glycan Anchor Biosynthesis Class A,1.17315,GeneCards
PIGG,Phosphatidylinositol Glycan Anchor Biosynthesis Class G (EMM Blood Group),1.17315,GeneCards
PLA2G1B,Phospholipase A2 Group IB,1.17315,GeneCards
PLEKHA7,Pleckstrin Homology Domain Containing A7,1.17315,GeneCards
PLS1,Plastin 1,1.17315,GeneCards
PNPLA8,"Patatin Like Domain 8, Phospholipase A2 ",1.17315,GeneCards
PRPF19,Pre-MRNA Processing Factor 19,1.17315,GeneCards
PSMB3,Proteasome 20S Subunit Beta 3,1.17315,GeneCards
PTPRK,Protein Tyrosine Phosphatase Receptor Type K,1.17315,GeneCards
RGS7,Regulator Of G Protein Signaling 7,1.17315,GeneCards
SCAPER,S-Phase Cyclin A Associated Protein In The ER,1.17315,GeneCards
SCO1,Synthesis Of Cytochrome C Oxidase 1,1.17315,GeneCards
SF1,Splicing Factor 1,1.17315,GeneCards
SH3GL1,"SH3 Domain Containing GRB2 Like 1, Endophilin A2",1.17315,GeneCards
SH3PXD2B,SH3 And PX Domains 2B,1.17315,GeneCards
SLC22A2,Solute Carrier Family 22 Member 2,1.17315,GeneCards
SLC24A4,Solute Carrier Family 24 Member 4,1.17315,GeneCards
SLC24A5,Solute Carrier Family 24 Member 5,1.17315,GeneCards
SLC35A2,Solute Carrier Family 35 Member A2,1.17315,GeneCards
SLC35A3,Solute Carrier Family 35 Member A3,1.17315,GeneCards
SRI,Sorcin,1.17315,GeneCards
ST3GAL4,"ST3 Beta-Galactoside Alpha-2,3-Sialyltransferase 4",1.17315,GeneCards
TAF8,TATA-Box Binding Protein Associated Factor 8,1.17315,GeneCards
TAL1,"TAL BHLH Transcription Factor 1, Erythroid Differentiation Factor",1.17315,GeneCards
TBC1D7,TBC1 Domain Family Member 7,1.17315,GeneCards
TCF20,Transcription Factor 20,1.17315,GeneCards
TMC6,Transmembrane Channel Like 6,1.17315,GeneCards
TNS3,Tensin 3,1.17315,GeneCards
TRA2B,Transformer 2 Beta Homolog,1.17315,GeneCards
TTK,TTK Protein Kinase,1.17315,GeneCards
TXK,TXK Tyrosine Kinase,1.17315,GeneCards
UBE4A,Ubiquitination Factor E4A,1.17315,GeneCards
UNC13B,Unc-13 Homolog B,1.17315,GeneCards
WNT9B,Wnt Family Member 9B,1.17315,GeneCards
AFG2B,AAA ATPase AFG2B,1.17315,GeneCards
AGTPBP1,ATP/GTP Binding Carboxypeptidase 1,1.17315,GeneCards
ANAPC5,Anaphase Promoting Complex Subunit 5,1.17315,GeneCards
ANO3,Anoctamin 3,1.17315,GeneCards
ARHGAP9,Rho GTPase Activating Protein 9,1.17315,GeneCards
ARPC4,Actin Related Protein 2/3 Complex Subunit 4,1.17315,GeneCards
B9D1,B9 Domain Containing 1,1.17315,GeneCards
CARD14,Caspase Recruitment Domain Family Member 14,1.17315,GeneCards
CATSPER1,Cation Channel Sperm Associated 1,1.17315,GeneCards
CBR1,Carbonyl Reductase 1,1.17315,GeneCards
CLK2,CDC Like Kinase 2,1.17315,GeneCards
CTSZ,Cathepsin Z,1.17315,GeneCards
DCLRE1B,DNA Cross-Link Repair 1B,1.17315,GeneCards
DCTN2,Dynactin Subunit 2,1.17315,GeneCards
DNAH1,Dynein Axonemal Heavy Chain 1,1.17315,GeneCards
DOCK10,Dedicator Of Cytokinesis 10,1.17315,GeneCards
DPM2,"Dolichyl-Phosphate Mannosyltransferase Subunit 2, Regulatory",1.17315,GeneCards
DYRK2,Dual Specificity Tyrosine Phosphorylation Regulated Kinase 2,1.17315,GeneCards
EDEM3,ER Degradation Enhancing Alpha-Mannosidase Like Protein 3,1.17315,GeneCards
ELOVL4,ELOVL Fatty Acid Elongase 4,1.17315,GeneCards
ENAH,ENAH Actin Regulator,1.17315,GeneCards
ERC1,ELKS/RAB6-Interacting/CAST Family Member 1,1.17315,GeneCards
ESPN,Espin,1.17315,GeneCards
FKBP8,FKBP Prolyl Isomerase 8,1.17315,GeneCards
GMPS,Guanosine Monophosphate Synthase,1.17315,GeneCards
GPR35,G Protein-Coupled Receptor 35,1.17315,GeneCards
GRAP2,GRB2 Related Adaptor Protein 2,1.17315,GeneCards
GUCY1B1,Guanylate Cyclase 1 Soluble Subunit Beta 1,1.17315,GeneCards
HESX1,HESX Homeobox 1,1.17315,GeneCards
HGSNAT,Heparan-Alpha-Glucosaminide N-Acetyltransferase,1.17315,GeneCards
HJV,Hemojuvelin BMP Co-Receptor,1.17315,GeneCards
HOXD13,Homeobox D13,1.17315,GeneCards
KCNC4,Potassium Voltage-Gated Channel Subfamily C Member 4,1.17315,GeneCards
KRT13,Keratin 13,1.17315,GeneCards
MACROH2A1,MacroH2A.1 Histone,1.17315,GeneCards
MEGF8,Multiple EGF Like Domains 8,1.17315,GeneCards
MMP19,Matrix Metallopeptidase 19,1.17315,GeneCards
MRPS22,Mitochondrial Ribosomal Protein S22,1.17315,GeneCards
MYH7B,Myosin Heavy Chain 7B,1.17315,GeneCards
MYO18B,Myosin XVIIIB,1.17315,GeneCards
MYO1A,Myosin IA,1.17315,GeneCards
MYT1,Myelin Transcription Factor 1,1.17315,GeneCards
NAGA,Alpha-N-Acetylgalactosaminidase,1.17315,GeneCards
NDUFA2,NADH:Ubiquinone Oxidoreductase Subunit A2,1.17315,GeneCards
