gene,name,score,source
NECAP1,NECAP Endocytosis Associated 1,1.17315,GeneCards
NEK7,NIMA Related Kinase 7,1.17315,GeneCards
NFYC,Nuclear Transcription Factor Y Subunit Gamma,1.17315,GeneCards
NGEF,Neuronal Guanine Nucleotide Exchange Factor,1.17315,GeneCards
ODF2,Outer Dense Fiber Of Sperm Tails 2,1.17315,GeneCards
PARP4,Poly(ADP-Ribose) Polymerase Family Member 4,1.17315,GeneCards
PATJ,PATJ Crumbs Cell Polarity Complex Component,1.17315,GeneCards
PDLIM3,PDZ And LIM Domain 3,1.17315,GeneCards
PIGO,Phosphatidylinositol Glycan Anchor Biosynthesis Class O,1.17315,GeneCards
PSMB2,Proteasome 20S Subunit Beta 2,1.17315,GeneCards
PSMD7,"Proteasome 26S Subunit, Non-ATPase 7",1.17315,GeneCards
RAB10,"RAB10, Member RAS Oncogene Family",1.17315,GeneCards
RAE1,Ribonucleic Acid Export 1,1.17315,GeneCards
RASSF1,Ras Association Domain Family Member 1,1.17315,GeneCards
RPL27A,Ribosomal Protein L27a,1.17315,GeneCards
RSPH1,Radial Spoke Head Component 1,1.17315,GeneCards
RTN4IP1,Reticulon 4 Interacting Protein 1,1.17315,GeneCards
RUNX1T1,RUNX1 Partner Transcriptional Co-Repressor 1,1.17315,GeneCards
RXFP2,Relaxin Family Peptide Receptor 2,1.17315,GeneCards
SARS1,Seryl-TRNA Synthetase 1,1.17315,GeneCards
SIPA1L3,Signal Induced Proliferation Associated 1 Like 3,1.17315,GeneCards
SLA,Src Like Adaptor,1.17315,GeneCards
SLC13A3,Solute Carrier Family 13 Member 3,1.17315,GeneCards
SMC4,Structural Maintenance Of Chromosomes 4,1.17315,GeneCards
SMS,Spermine Synthase,1.17315,GeneCards
SRGAP1,SLIT-ROBO Rho GTPase Activating Protein 1,1.17315,GeneCards
SRGAP3,SLIT-ROBO Rho GTPase Activating Protein 3,1.17315,GeneCards
SYNCRIP,Synaptotagmin Binding Cytoplasmic RNA Interacting Protein,1.17315,GeneCards
TANC2,"Tetratricopeptide Repeat, Ankyrin Repeat And Coiled-Coil Containing 2",1.17315,GeneCards
TNNI3K,TNNI3 Interacting Kinase,1.17315,GeneCards
TOM1,Target Of Myb1 Membrane Trafficking Protein,1.17315,GeneCards
TPX2,TPX2 Microtubule Nucleation Factor,1.17315,GeneCards
TRADD,TNFRSF1A Associated Via Death Domain,1.17315,GeneCards
TRAPPC4,Trafficking Protein Particle Complex Subunit 4,1.17315,GeneCards
UBE2D1,Ubiquitin Conjugating Enzyme E2 D1,1.17315,GeneCards
UBE3B,Ubiquitin Protein Ligase E3B,1.17315,GeneCards
UIMC1,Ubiquitin Interaction Motif Containing 1,1.17315,GeneCards
VRK3,VRK Serine/Threonine Kinase 3,1.17315,GeneCards
ZDHHC9,ZDHHC Palmitoyltransferase 9,1.17315,GeneCards
ZNF462,Zinc Finger Protein 462,1.17315,GeneCards
ACAA2,Acetyl-CoA Acyltransferase 2,1.17315,GeneCards
ACSL5,Acyl-CoA Synthetase Long Chain Family Member 5,1.17315,GeneCards
ANKS6,Ankyrin Repeat And Sterile Alpha Motif Domain Containing 6,1.17315,GeneCards
AP1S2,Adaptor Related Protein Complex 1 Subunit Sigma 2,1.17315,GeneCards
APBB1IP,Amyloid Beta Precursor Protein Binding Family B Member 1 Interacting Protein,1.17315,GeneCards
ASAP1,"ArfGAP With SH3 Domain, Ankyrin Repeat And PH Domain 1",1.17315,GeneCards
CELF2,CUGBP Elav-Like Family Member 2,1.17315,GeneCards
CHD6,Chromodomain Helicase DNA Binding Protein 6,1.17315,GeneCards
COX6B1,Cytochrome C Oxidase Subunit 6B1,1.17315,GeneCards
CRMP1,Collapsin Response Mediator Protein 1,1.17315,GeneCards
DNAH7,Dynein Axonemal Heavy Chain 7,1.17315,GeneCards
DYNLL1,Dynein Light Chain LC8-Type 1,1.17315,GeneCards
EIF3H,Eukaryotic Translation Initiation Factor 3 Subunit H,1.17315,GeneCards
ELF1,E74 Like ETS Transcription Factor 1,1.17315,GeneCards
EPB41L2,Erythrocyte Membrane Protein Band 4.1 Like 2,1.17315,GeneCards
ETV5,ETS Variant Transcription Factor 5,1.17315,GeneCards
FSHB,Follicle Stimulating Hormone Subunit Beta,1.17315,GeneCards
GALM,Galactose Mutarotase,1.17315,GeneCards
GLP2R,Glucagon Like Peptide 2 Receptor,1.17315,GeneCards
GRB14,Growth Factor Receptor Bound Protein 14,1.17315,GeneCards
HIVEP1,HIVEP Zinc Finger 1,1.17315,GeneCards
HK3,Hexokinase 3,1.17315,GeneCards
KCNJ4,Potassium Inwardly Rectifying Channel Subfamily J Member 4,1.17315,GeneCards
KCNT2,Potassium Sodium-Activated Channel Subfamily T Member 2,1.17315,GeneCards
LAS1L,LAS1 Like Ribosome Biogenesis Factor,1.17315,GeneCards
MAT2B,Methionine Adenosyltransferase 2 Non-Catalytic Beta Subunit,1.17315,GeneCards
MSH5,MutS Homolog 5,1.17315,GeneCards
NACC1,Nucleus Accumbens Associated 1,1.17315,GeneCards
NDEL1,NudE Neurodevelopment Protein 1 Like 1,1.17315,GeneCards
NDUFA12,NADH:Ubiquinone Oxidoreductase Subunit A12,1.17315,GeneCards
NEFH,Neurofilament Heavy Chain,1.17315,GeneCards
NLK,Nemo Like Kinase,1.17315,GeneCards
NMT1,N-Myristoyltransferase 1,1.17315,GeneCards
NPSR1,Neuropeptide S Receptor 1,1.17315,GeneCards
NRL,Neural Retina Leucine Zipper,1.17315,GeneCards
ODAD2,Outer Dynein Arm Docking Complex Subunit 2,1.17315,GeneCards
PAXIP1,PAX Interacting Protein 1,1.17315,GeneCards
PBK,PDZ Binding Kinase,1.17315,GeneCards
PHOX2B,Paired Like Homeobox 2B,1.17315,GeneCards
RAB35,"RAB35, Member RAS Oncogene Family",1.17315,GeneCards
RANBP9,RAN Binding Protein 9,1.17315,GeneCards
RBBP5,"RB Binding Protein 5, Histone Lysine Methyltransferase Complex Subunit",1.17315,GeneCards
RNF123,Ring Finger Protein 123,1.17315,GeneCards
RNF125,Ring Finger Protein 125,1.17315,GeneCards
RPL31,Ribosomal Protein L31,1.17315,GeneCards
RRAGC,Ras Related GTP Binding C,1.17315,GeneCards
RSPO1,R-Spondin 1,1.17315,GeneCards
RXFP1,Relaxin Family Peptide Receptor 1,1.17315,GeneCards
SARDH,Sarcosine Dehydrogenase,1.17315,GeneCards
SCTR,Secretin Receptor,1.17315,GeneCards
SEC24A,"SEC24 Homolog A, COPII Component",1.17315,GeneCards
SERPINI1,Serpin Family I Member 1,1.17315,GeneCards
SLC22A3,Solute Carrier Family 22 Member 3,1.17315,GeneCards
SLC8A3,Solute Carrier Family 8 Member A3,1.17315,GeneCards
SNX9,Sorting Nexin 9,1.17315,GeneCards
SRSF5,Serine And Arginine Rich Splicing Factor 5,1.17315,GeneCards
SSTR1,Somatostatin Receptor 1,1.17315,GeneCards
STK39,Serine/Threonine Kinase 39,1.17315,GeneCards
STMN1,Stathmin 1,1.17315,GeneCards
SULT2A1,Sulfotransferase Family 2A Member 1,1.17315,GeneCards
TACR2,Tachykinin Receptor 2,1.17315,GeneCards
TBC1D24,TBC1 Domain Family Member 24,1.17315,GeneCards
TECTA,Tectorin Alpha,1.17315,GeneCards
TMEM237,Transmembrane Protein 237,1.17315,GeneCards
TOE1,"Target Of EGR1, Exonuclease",1.17315,GeneCards
TRAPPC2L,Trafficking Protein Particle Complex Subunit 2L,1.17315,GeneCards
TRPM8,Transient Receptor Potential Cation Channel Subfamily M Member 8,1.17315,GeneCards
TXN2,Thioredoxin 2,1.17315,GeneCards
USP13,Ubiquitin Specific Peptidase 13,1.17315,GeneCards
VPS13A,Vacuolar Protein Sorting 13 Homolog A,1.17315,GeneCards
VPS13D,Vacuolar Protein Sorting 13 Homolog D,1.17315,GeneCards
VSX2,Visual System Homeobox 2,1.17315,GeneCards
WASF2,WASP Family Member 2,1.17315,GeneCards
WDR45,WD Repeat Domain 45,1.17315,GeneCards
XRN1,5'-3' Exoribonuclease 1,1.17315,GeneCards
ZBTB24,Zinc Finger And BTB Domain Containing 24,1.17315,GeneCards
ACSM3,Acyl-CoA Synthetase Medium Chain Family Member 3,1.17315,GeneCards
ADH1A,"Alcohol Dehydrogenase 1A (Class I), Alpha Polypeptide",1.17315,GeneCards
ALDH1L1,Aldehyde Dehydrogenase 1 Family Member L1,1.17315,GeneCards
ANAPC11,Anaphase Promoting Complex Subunit 11,1.17315,GeneCards
ANKS1B,Ankyrin Repeat And Sterile Alpha Motif Domain Containing 1B,1.17315,GeneCards
ANO10,Anoctamin 10,1.17315,GeneCards
ARAP3,"ArfGAP With RhoGAP Domain, Ankyrin Repeat And PH Domain 3",1.17315,GeneCards
ARPC1A,Actin Related Protein 2/3 Complex Subunit 1A,1.17315,GeneCards
ATP5PO,ATP Synthase Peripheral Stalk Subunit OSCP,1.17315,GeneCards
ATP6V0B,ATPase H+ Transporting V0 Subunit B,1.17315,GeneCards
BAG6,BAG Cochaperone 6,1.17315,GeneCards
BMS1,BMS1 Ribosome Biogenesis Factor,1.17315,GeneCards
BRDT,Bromodomain Testis Associated,1.17315,GeneCards
CBLIF,Cobalamin Binding Intrinsic Factor,1.17315,GeneCards
CD96,CD96 Molecule,1.17315,GeneCards
CDH8,Cadherin 8,1.17315,GeneCards
CDK11A,Cyclin Dependent Kinase 11A,1.17315,GeneCards
CEP55,Centrosomal Protein 55,1.17315,GeneCards
CERKL,CERK Like Autophagy Regulator,1.17315,GeneCards
CHST14,Carbohydrate Sulfotransferase 14,1.17315,GeneCards
CNNM2,Cyclin And CBS Domain Divalent Metal Cation Transport Mediator 2,1.17315,GeneCards
CNP,"2',3'-Cyclic Nucleotide 3' Phosphodiesterase",1.17315,GeneCards
CPD,Carboxypeptidase D,1.17315,GeneCards
CRYL1,Crystallin Lambda 1,1.17315,GeneCards
CXXC1,CXXC Finger Protein 1,1.17315,GeneCards
CYTH2,Cytohesin 2,1.17315,GeneCards
DDX17,DEAD-Box Helicase 17,1.17315,GeneCards
DIP2A,DIP2 Acetate--CoA Ligase A,1.17315,GeneCards
DNAH2,Dynein Axonemal Heavy Chain 2,1.17315,GeneCards
DNAI2,Dynein Axonemal Intermediate Chain 2,1.17315,GeneCards
DRP2,Dystrophin Related Protein 2,1.17315,GeneCards
EPHA10,EPH Receptor A10,1.17315,GeneCards
FLRT1,Fibronectin Leucine Rich Transmembrane Protein 1,1.17315,GeneCards
FNTB,"Farnesyltransferase, CAAX Box, Subunit Beta",1.17315,GeneCards
FOXRED1,FAD Dependent Oxidoreductase Domain Containing 1,1.17315,GeneCards
FUT1,Fucosyltransferase 1 (H Blood Group),1.17315,GeneCards
FUT2,Fucosyltransferase 2 (H Blood Group),1.17315,GeneCards
GPR17,G Protein-Coupled Receptor 17,1.17315,GeneCards
HBD,Hemoglobin Subunit Delta,1.17315,GeneCards
HELZ2,Helicase With Zinc Finger 2,1.17315,GeneCards
HIF1AN,Hypoxia Inducible Factor 1 Subunit Alpha Inhibitor,1.17315,GeneCards
IL13RA1,Interleukin 13 Receptor Subunit Alpha 1,1.17315,GeneCards
IQSEC2,IQ Motif And Sec7 Domain ArfGEF 2,1.17315,GeneCards
KIRREL1,Kirre Like Nephrin Family Adhesion Molecule 1,1.17315,GeneCards
KIRREL2,Kirre Like Nephrin Family Adhesion Molecule 2,1.17315,GeneCards
L3MBTL1,L3MBTL Histone Methyl-Lysine Binding Protein 1,1.17315,GeneCards
LHX1,LIM Homeobox 1,1.17315,GeneCards
MAN2A2,Mannosidase Alpha Class 2A Member 2,1.17315,GeneCards
MAPK4,Mitogen-Activated Protein Kinase 4,1.17315,GeneCards
MAPKBP1,Mitogen-Activated Protein Kinase Binding Protein 1,1.17315,GeneCards
MAST3,Microtubule Associated Serine/Threonine Kinase 3,1.17315,GeneCards
MCF2,MCF.2 Cell Line Derived Transforming Sequence,1.17315,GeneCards
MCRS1,Microspherule Protein 1,1.17315,GeneCards
MED27,Mediator Complex Subunit 27,1.17315,GeneCards
MSH4,MutS Homolog 4,1.17315,GeneCards
NPAT,"Nuclear Protein, Coactivator Of Histone Transcription",1.17315,GeneCards
NPTN,Neuroplastin,1.17315,GeneCards
NRAP,Nebulin Related Anchoring Protein,1.17315,GeneCards
NTSR1,Neurotensin Receptor 1,1.17315,GeneCards
NUP54,Nucleoporin 54,1.17315,GeneCards
NXF1,Nuclear RNA Export Factor 1,1.17315,GeneCards
OASL,2'-5'-Oligoadenylate Synthetase Like,1.17315,GeneCards
PAPPA2,Pappalysin 2,1.17315,GeneCards
PDIA2,Protein Disulfide Isomerase Family A Member 2,1.17315,GeneCards
PHF20,PHD Finger Protein 20,1.17315,GeneCards
POM121,POM121 Transmembrane Nucleoporin,1.17315,GeneCards
POU4F3,POU Class 4 Homeobox 3,1.17315,GeneCards
PPP2R2B,Protein Phosphatase 2 Regulatory Subunit Bbeta,1.17315,GeneCards
PTPN7,Protein Tyrosine Phosphatase Non-Receptor Type 7,1.17315,GeneCards
RAB9B,"RAB9B, Member RAS Oncogene Family",1.17315,GeneCards
RAP1GDS1,Rap1 GTPase-GDP Dissociation Stimulator 1,1.17315,GeneCards
RCHY1,Ring Finger And CHY Zinc Finger Domain Containing 1,1.17315,GeneCards
RIC3,RIC3 Acetylcholine Receptor Chaperone,1.17315,GeneCards
RPA3,Replication Protein A3,1.17315,GeneCards
RTN2,Reticulon 2,1.17315,GeneCards
SELENON,Selenoprotein N,1.17315,GeneCards
SERPINA6,Serpin Family A Member 6,1.17315,GeneCards
SFTPA2,Surfactant Protein A2,1.17315,GeneCards
SH3BP4,SH3 Domain Binding Protein 4,1.17315,GeneCards
SIX5,SIX Homeobox 5,1.17315,GeneCards
SLCO1C1,Solute Carrier Organic Anion Transporter Family Member 1C1,1.17315,GeneCards
SNAP91,Synaptosome Associated Protein 91,1.17315,GeneCards
SNIP1,Smad Nuclear Interacting Protein 1,1.17315,GeneCards
SNU13,Small Nuclear Ribonucleoprotein 13,1.17315,GeneCards
STK24,Serine/Threonine Kinase 24,1.17315,GeneCards
STK38L,Serine/Threonine Kinase 38 Like,1.17315,GeneCards
TSEN54,TRNA Splicing Endonuclease Subunit 54,1.17315,GeneCards
UBE2S,Ubiquitin Conjugating Enzyme E2 S,1.17315,GeneCards
USP53,Ubiquitin Specific Peptidase 53,1.17315,GeneCards
WAPL,WAPL Cohesin Release Factor,1.17315,GeneCards
WNK3,WNK Lysine Deficient Protein Kinase 3,1.17315,GeneCards
ZFR,Zinc Finger RNA Binding Protein,1.17315,GeneCards
ACOT2,Acyl-CoA Thioesterase 2,1.17315,GeneCards
ACOX3,"Acyl-CoA Oxidase 3, Pristanoyl",1.17315,GeneCards
ADAMTSL2,ADAMTS Like 2,1.17315,GeneCards
ADCYAP1,Adenylate Cyclase Activating Polypeptide 1,1.17315,GeneCards
ATP6V1G1,ATPase H+ Transporting V1 Subunit G1,1.17315,GeneCards
ATRN,Attractin,1.17315,GeneCards
B3GALNT2,"Beta-1,3-N-Acetylgalactosaminyltransferase 2",1.17315,GeneCards
BCL9,BCL9 Transcription Coactivator,1.17315,GeneCards
BCORL1,BCL6 Corepressor Like 1,1.17315,GeneCards
CASP14,Caspase 14,1.17315,GeneCards
CCN6,Cellular Communication Network Factor 6,1.17315,GeneCards
CDIPT,CDP-Diacylglycerol--Inositol 3-Phosphatidyltransferase,1.17315,GeneCards
CELF1,CUGBP Elav-Like Family Member 1,1.17315,GeneCards
CHN2,Chimerin 2,1.17315,GeneCards
CHRM5,Cholinergic Receptor Muscarinic 5,1.17315,GeneCards
CNTN6,Contactin 6,1.17315,GeneCards
CRTC1,CREB Regulated Transcription Coactivator 1,1.17315,GeneCards
CSNK1G3,Casein Kinase 1 Gamma 3,1.17315,GeneCards
DMC1,DNA Meiotic Recombinase 1,1.17315,GeneCards
DOCK5,Dedicator Of Cytokinesis 5,1.17315,GeneCards
DOLK,Dolichol Kinase,1.17315,GeneCards
DSPP,Dentin Sialophosphoprotein,1.17315,GeneCards
DYM,Dymeclin,1.17315,GeneCards
DYNC1LI2,Dynein Cytoplasmic 1 Light Intermediate Chain 2,1.17315,GeneCards
E2F5,E2F Transcription Factor 5,1.17315,GeneCards
E2F7,E2F Transcription Factor 7,1.17315,GeneCards
ECSIT,ECSIT Signaling Integrator,1.17315,GeneCards
EIF3C,Eukaryotic Translation Initiation Factor 3 Subunit C,1.17315,GeneCards
ERAL1,Era Like 12S Mitochondrial RRNA Chaperone 1,1.17315,GeneCards
EXOSC5,Exosome Component 5,1.17315,GeneCards
FGD2,"FYVE, RhoGEF And PH Domain Containing 2",1.17315,GeneCards
FGD5,"FYVE, RhoGEF And PH Domain Containing 5",1.17315,GeneCards
FMNL2,Formin Like 2,1.17315,GeneCards
GJC1,Gap Junction Protein Gamma 1,1.17315,GeneCards
GORASP1,Golgi Reassembly Stacking Protein 1,1.17315,GeneCards
GRID1,Glutamate Ionotropic Receptor Delta Type Subunit 1,1.17315,GeneCards
GYG2,Glycogenin 2,1.17315,GeneCards
HIPK1,Homeodomain Interacting Protein Kinase 1,1.17315,GeneCards
HIVEP2,HIVEP Zinc Finger 2,1.17315,GeneCards
HSPA2,Heat Shock Protein Family A (Hsp70) Member 2,1.17315,GeneCards
INHA,Inhibin Subunit Alpha,1.17315,GeneCards
KIRREL3,Kirre Like Nephrin Family Adhesion Molecule 3,1.17315,GeneCards
KLC3,Kinesin Light Chain 3,1.17315,GeneCards
KTN1,Kinectin 1,1.17315,GeneCards
LTN1,Listerin E3 Ubiquitin Protein Ligase 1,1.17315,GeneCards
MAPRE2,Microtubule Associated Protein RP/EB Family Member 2,1.17315,GeneCards
MPP7,MAGUK P55 Scaffold Protein 7,1.17315,GeneCards
MYH8,Myosin Heavy Chain 8,1.17315,GeneCards
NAV2,Neuron Navigator 2,1.17315,GeneCards
ORC3,Origin Recognition Complex Subunit 3,1.17315,GeneCards
PAX1,Paired Box 1,1.17315,GeneCards
PCDH19,Protocadherin 19,1.17315,GeneCards
PDIA6,Protein Disulfide Isomerase Family A Member 6,1.17315,GeneCards
PIP5K1B,Phosphatidylinositol-4-Phosphate 5-Kinase Type 1 Beta,1.17315,GeneCards
PLEKHM2,Pleckstrin Homology And RUN Domain Containing M2,1.17315,GeneCards
PSME2,Proteasome Activator Subunit 2,1.17315,GeneCards
RAB6B,"RAB6B, Member RAS Oncogene Family",1.17315,GeneCards
RAB8B,"RAB8B, Member RAS Oncogene Family",1.17315,GeneCards
RAB9A,"RAB9A, Member RAS Oncogene Family",1.17315,GeneCards
RANGRF,RAN Guanine Nucleotide Release Factor,1.17315,GeneCards
RBM14,RNA Binding Motif Protein 14,1.17315,GeneCards
RGS12,Regulator Of G Protein Signaling 12,1.17315,GeneCards
RHOD,Ras Homolog Family Member D,1.17315,GeneCards
RNF5,Ring Finger Protein 5,1.17315,GeneCards
RNF7,Ring Finger Protein 7,1.17315,GeneCards
ROM1,Retinal Outer Segment Membrane Protein 1,1.17315,GeneCards
RTTN,Rotatin,1.17315,GeneCards
SGK3,Serum/Glucocorticoid Regulated Kinase Family Member 3,1.17315,GeneCards
SGSM3,Small G Protein Signaling Modulator 3,1.17315,GeneCards
SLC28A1,Solute Carrier Family 28 Member 1,1.17315,GeneCards
SLC35D1,Solute Carrier Family 35 Member D1,1.17315,GeneCards
SPAG9,Sperm Associated Antigen 9,1.17315,GeneCards
SRSF9,Serine And Arginine Rich Splicing Factor 9,1.17315,GeneCards
STARD13,StAR Related Lipid Transfer Domain Containing 13,1.17315,GeneCards
TACSTD2,Tumor Associated Calcium Signal Transducer 2,1.17315,GeneCards
TBX4,T-Box Transcription Factor 4,1.17315,GeneCards
TECR,"Trans-2,3-Enoyl-CoA Reductase",1.17315,GeneCards
TLR10,Toll Like Receptor 10,1.17315,GeneCards
TUBGCP3,Tubulin Gamma Complex Component 3,1.17315,GeneCards
USP33,Ubiquitin Specific Peptidase 33,1.17315,GeneCards
VPS13C,Vacuolar Protein Sorting 13 Homolog C,1.17315,GeneCards
XRN2,5'-3' Exoribonuclease 2,1.17315,GeneCards
YY1AP1,YY1 Associated Protein 1,1.17315,GeneCards
ZFHX4,Zinc Finger Homeobox 4,1.17315,GeneCards
ZFYVE9,Zinc Finger FYVE-Type Containing 9,1.17315,GeneCards
ZNF217,Zinc Finger Protein 217,1.17315,GeneCards
ZW10,Zw10 Kinetochore Protein,1.17315,GeneCards
ACOT7,Acyl-CoA Thioesterase 7,1.17315,GeneCards
AGFG1,ArfGAP With FG Repeats 1,1.17315,GeneCards
ARF5,ARF GTPase 5,1.17315,GeneCards
ARFGAP2,ARF GTPase Activating Protein 2,1.17315,GeneCards
ARHGAP10,Rho GTPase Activating Protein 10,1.17315,GeneCards
ARHGEF5,Rho Guanine Nucleotide Exchange Factor 5,1.17315,GeneCards
ATPAF2,ATP Synthase Mitochondrial F1 Complex Assembly Factor 2,1.17315,GeneCards
B3GALT6,"Beta-1,3-Galactosyltransferase 6",1.17315,GeneCards
BRSK1,BR Serine/Threonine Kinase 1,1.17315,GeneCards
CARMIL2,Capping Protein Regulator And Myosin 1 Linker 2,1.17315,GeneCards
CD200,CD200 Molecule,1.17315,GeneCards
CDH6,Cadherin 6,1.17315,GeneCards
CDHR1,Cadherin Related Family Member 1,1.17315,GeneCards
CDK16,Cyclin Dependent Kinase 16,1.17315,GeneCards
CELF4,CUGBP Elav-Like Family Member 4,1.17315,GeneCards
CLN5,CLN5 Lysosomal BMP Synthase,1.17315,GeneCards
CNOT9,CCR4-NOT Transcription Complex Subunit 9,1.17315,GeneCards
COCH,Cochlin,1.17315,GeneCards
COL25A1,Collagen Type XXV Alpha 1 Chain,1.17315,GeneCards
DACT1,Dishevelled Binding Antagonist Of Beta Catenin 1,1.17315,GeneCards
DERL1,Derlin 1,1.17315,GeneCards
DNAH17,Dynein Axonemal Heavy Chain 17,1.17315,GeneCards
DNAJC21,DnaJ Heat Shock Protein Family (Hsp40) Member C21,1.17315,GeneCards
DNAJC7,DnaJ Heat Shock Protein Family (Hsp40) Member C7,1.17315,GeneCards
DPF1,Double PHD Fingers 1,1.17315,GeneCards
DPYSL3,Dihydropyrimidinase Like 3,1.17315,GeneCards
EIF3K,Eukaryotic Translation Initiation Factor 3 Subunit K,1.17315,GeneCards
ERAP2,Endoplasmic Reticulum Aminopeptidase 2,1.17315,GeneCards
EXOSC10,Exosome Component 10,1.17315,GeneCards
EYA2,EYA Transcriptional Coactivator And Phosphatase 2,1.17315,GeneCards
FLOT2,Flotillin 2,1.17315,GeneCards
FOXI1,Forkhead Box I1,1.17315,GeneCards
GAP43,Growth Associated Protein 43,1.17315,GeneCards
GINS1,GINS Complex Subunit 1,1.17315,GeneCards
GNAZ,G Protein Subunit Alpha Z,1.17315,GeneCards
GRHL3,Grainyhead Like Transcription Factor 3,1.17315,GeneCards
GZF1,GDNF Inducible Zinc Finger Protein 1,1.17315,GeneCards
HEATR1,HEAT Repeat Containing 1,1.17315,GeneCards
HES7,Hes Family BHLH Transcription Factor 7,1.17315,GeneCards
HNRNPF,Heterogeneous Nuclear Ribonucleoprotein F,1.17315,GeneCards
HRH4,Histamine Receptor H4,1.17315,GeneCards
HSD17B12,Hydroxysteroid 17-Beta Dehydrogenase 12,1.17315,GeneCards
HUS1,HUS1 Checkpoint Clamp Component,1.17315,GeneCards
IGSF1,Immunoglobulin Superfamily Member 1,1.17315,GeneCards
IKZF2,IKAROS Family Zinc Finger 2,1.17315,GeneCards
IRS4,Insulin Receptor Substrate 4,1.17315,GeneCards
ITGA10,Integrin Subunit Alpha 10,1.17315,GeneCards
KCNA4,Potassium Voltage-Gated Channel Subfamily A Member 4,1.17315,GeneCards
KCNJ13,Potassium Inwardly Rectifying Channel Subfamily J Member 13,1.17315,GeneCards
KCTD1,Potassium Channel Tetramerization Domain Containing 1,1.17315,GeneCards
KLHL22,Kelch Like Family Member 22,1.17315,GeneCards
KPTN,"Kaptin, Actin Binding Protein",1.17315,GeneCards
LIMA1,LIM Domain And Actin Binding 1,1.17315,GeneCards
LIN7B,Lin-7 Cell Polarity Scaffold B,1.17315,GeneCards
LMX1A,LIM Homeobox Transcription Factor 1 Alpha,1.17315,GeneCards
LPCAT1,Lysophosphatidylcholine Acyltransferase 1,1.17315,GeneCards
LRRC7,Leucine Rich Repeat Containing 7,1.17315,GeneCards
MAGED2,MAGE Family Member D2,1.17315,GeneCards
MAST2,Microtubule Associated Serine/Threonine Kinase 2,1.17315,GeneCards
MC5R,Melanocortin 5 Receptor,1.17315,GeneCards
METAP1,Methionyl Aminopeptidase 1,1.17315,GeneCards
MGA,MAX Dimerization Protein MGA,1.17315,GeneCards
MINPP1,Multiple Inositol-Polyphosphate Phosphatase 1,1.17315,GeneCards
MPRIP,Myosin Phosphatase Rho Interacting Protein,1.17315,GeneCards
MSL3,MSL Complex Subunit 3,1.17315,GeneCards
MTMR1,Myotubularin Related Protein 1,1.17315,GeneCards
MTMR6,Myotubularin Related Protein 6,1.17315,GeneCards
NAPA,NSF Attachment Protein Alpha,1.17315,GeneCards
NCAPH,Non-SMC Condensin I Complex Subunit H,1.17315,GeneCards
NCR3,Natural Cytotoxicity Triggering Receptor 3,1.17315,GeneCards
NDC80,NDC80 Kinetochore Complex Component,1.17315,GeneCards
NDN,"Necdin, MAGE Family Member",1.17315,GeneCards
NDUFAB1,NADH:Ubiquinone Oxidoreductase Subunit AB1,1.17315,GeneCards
NEK4,NIMA Related Kinase 4,1.17315,GeneCards
NET1,Neuroepithelial Cell Transforming 1,1.17315,GeneCards
NFIC,Nuclear Factor I C,1.17315,GeneCards
NFYA,Nuclear Transcription Factor Y Subunit Alpha,1.17315,GeneCards
NMUR2,Neuromedin U Receptor 2,1.17315,GeneCards
NOC2L,NOC2 Like Nucleolar Associated Transcriptional Repressor,1.17315,GeneCards
NSD3,Nuclear Receptor Binding SET Domain Protein 3,1.17315,GeneCards
OTOG,Otogelin,1.17315,GeneCards
PARP3,Poly(ADP-Ribose) Polymerase Family Member 3,1.17315,GeneCards
PCDH12,Protocadherin 12,1.17315,GeneCards
PDE4DIP,Phosphodiesterase 4D Interacting Protein,1.17315,GeneCards
PELP1,"Proline, Glutamate And Leucine Rich Protein 1",1.17315,GeneCards
PFKFB1,"6-Phosphofructo-2-Kinase/Fructose-2,6-Biphosphatase 1",1.17315,GeneCards
PGM2,Phosphoglucomutase 2,1.17315,GeneCards
PIM2,"Pim-2 Proto-Oncogene, Serine/Threonine Kinase",1.17315,GeneCards
PIP4K2C,Phosphatidylinositol-5-Phosphate 4-Kinase Type 2 Gamma,1.17315,GeneCards
PITX1,Paired Like Homeodomain 1,1.17315,GeneCards
PLCZ1,Phospholipase C Zeta 1,1.17315,GeneCards
POLE3,"DNA Polymerase Epsilon 3, Accessory Subunit",1.17315,GeneCards
PPFIA3,PPFI Scaffold Protein A3,1.17315,GeneCards
